Principais características do produtor singular - Homem (Grande Lisboa),,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,Pág.5/15
,,,Grande Lisboa,Amadora,Cascais,Loures,Odivelas,Oeiras,Sintra,Vila Franca de Xira
,,,nº de indivíduos,,,,,,,
Homem,,,,,,,,,,
Produtor singular,,,  3 013 ,   16 ,   81 ,   792 ,   57 ,   28 ,  1 425 ,   614 
,Autónomo,,  2 836 ,   14 ,   77 ,   746 ,   56 ,   23 ,  1 336 ,   584 
,Empresário,,   177 ,   2 ,   4 ,   46 ,   1 ,   5 ,   89 ,   30 
Nível de instrução,,,,,,,,,,
,Não sabe ler nem escrever,,   495 ,   7 ,   13 ,   121 ,   9 ,   4 ,   260 ,   81 
,Sabe ler e escrever,,   346 ,- ,   12 ,   97 ,   4 ,- ,   151 ,   82 
,Básico - 1º ciclo,,  1 675 ,   5 ,   41 ,   452 ,   34 ,   17 ,   796 ,   330 
,Básico - 2º ciclo,,   194 ,   2 ,   6 ,   55 ,   1 ,   1 ,   80 ,   49 
,Básico - 3º ciclo,,   119 ,   1 ,   4 ,   29 ,   5 ,   3 ,   48 ,   29 
,Secundário agrícola,,   9 ,   2 ,- ,   2 ,- ,- ,   5 ,   2 
,Secundário não agrícola,,   76 ,   12 ,   3 ,   12 ,   3 ,- ,   44 ,   17 
,Politécnico / Superior agrícola,,   21 ,- ,   1 ,   3 ,- ,- ,   6 ,   11 
,Politécnico / Superior não agrícola,,   78 ,   1 ,   4 ,   21 ,   1 ,   3 ,   35 ,   13 
Formação profissional agrícola,,,,,,,,,,
,Exclusivamente prática,,  2 830 ,   15 ,   77 ,   747 ,   53 ,   27 ,  1 325 ,   586 
,Curta duração,,   41 ,   1 ,- ,   5 ,   3 ,- ,   30 ,   2 
,Longa duração,,   76 ,- ,- ,   22 ,   1 ,- ,   41 ,   12 
,Longa e curta duração,,   36 ,- ,   3 ,   13 ,- ,   1 ,   18 ,   1 
,Completa,,   30 ,- ,   1 ,   5 ,- ,- ,   11 ,   13 
Tempo de actividade agrícola ,,,,,,,,,,
,Tempo parcial,,  2 371 ,   10 ,   52 ,   650 ,   41 ,   24 ,  1 017 ,   577 
,,> 0 - < 25%,   609 ,   1 ,   11 ,   202 ,   13 ,   8 ,   221 ,   153 
,,25 - < 50%,   665 ,   3 ,   10 ,   124 ,   11 ,   6 ,   367 ,   144 
,,50 - < 75%,   404 ,   2 ,   5 ,   68 ,   7 ,   4 ,   214 ,   104 
,,75 - < 100%,   693 ,   4 ,   26 ,   256 ,   10 ,   6 ,   215 ,   176 
,Tempo completo,,   642 ,   6 ,   29 ,   142 ,   16 ,   4 ,   408 ,   37 
Actividades remuneradas exterior à exploração,,,,,,,,,,
,Principal,,  1 037 ,   1 ,   25 ,   245 ,   23 ,   11 ,   497 ,   235 
,,Sector primário,   104 ,   1 ,- ,   26 ,   1 ,- ,   40 ,   36 
,,Sector secundário,   444 ,- ,   2 ,   133 ,   2 ,   3 ,   217 ,   87 
,,Sector terciário,   489 ,- ,   23 ,   86 ,   20 ,   8 ,   240 ,   112 
,Secúndária,,   25 ,- ,- ,   6 ,   1 ,- ,   14 ,   4 
,,Sector primário,   8 ,- ,- ,- ,   1 ,- ,   5 ,   2 
,,Sector secundário,   10 ,- ,- ,   3 ,- ,- ,   6 ,   1 
,,Sector terciário,   7 ,- ,- ,   3 ,- ,- ,   3 ,   1 
Situação na profissão exterior à exploração,,,,,,,,,,
,Patrão/empregador,,   248 ,- ,   11 ,   62 ,   4 ,   3 ,   114 ,   54 
,Trabalhador por conta própria,,   271 ,- ,   8 ,   47 ,   5 ,   3 ,   154 ,   54 
,Trabalhador por conta de outrem,,   534 ,   1 ,   6 ,   140 ,   14 ,   5 ,   239 ,   129 
,Trabalhador familiar remunerado,,   2 ,- ,- ,- ,- ,- ,   1 ,   1 
,Outra situação,,   7 ,- ,- ,   2 ,   1 ,- ,   3 ,   1 
Produtor singular dirigente,,,  2 983 ,   16 ,   80 ,   788 ,   57 ,   28 ,  1 409 ,   605 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,
