População e mão-de-obra agrícola familiar (UTA) (Médio Tejo e Lezíria do Tejo),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.2/2
REGIÃO AGRÁRIA,,,,População familiar total,,,,População familiar com tempo de actividade na exploração,,,
,Nut III,,,Total,Produtor,Cônjuge,Outros Membros,Total ,Produtor,Cônjuge,Outros Membros
,,Concelho,,,,,,,,,
,Médio Tejo,,Ind. (nº),"34,889","13,354","10,757","10,778","30,298","13,354","9,889","7,055"
,,,UTA,- ,- ,- ,- ,"10,269","5,539","3,443","1,287"
,,Abrantes,Ind. (nº),"4,884","2,103","1,614","1,167","4,217","2,103","1,438",676
,,,UTA,- ,- ,- ,- ,"1,761",974,639,148
,,Alcanena,Ind. (nº),"2,299",836,692,771,"1,675",836,510,329
,,,UTA,- ,- ,- ,- ,629,388,166,75
,,Constância,Ind. (nº),262,113,87,62,224,113,74,37
,,,UTA,- ,- ,- ,- ,62,39,17,6
,,Entroncamento,Ind. (nº),108,42,34,32,74,42,25,7
,,,UTA,- ,- ,- ,- ,30,19,9,2
,,Ferreira do Zêzere,Ind. (nº),"3,686","1,432","1,106","1,148","3,193","1,432","1,056",705
,,,UTA,- ,- ,- ,- ,"1,109",577,391,141
,,Ourém,Ind. (nº),"9,546","3,543","2,985","3,018","8,663","3,543","2,914","2,206"
,,,UTA,- ,- ,- ,- ,"2,708","1,388",981,339
,,Sardoal,Ind. (nº),"1,842",699,526,617,"1,659",699,506,454
,,,UTA,- ,- ,- ,- ,579,303,181,95
,,Tomar,Ind. (nº),"6,322","2,481","1,994","1,847","5,587","2,481","1,864","1,242"
,,,UTA,- ,- ,- ,- ,"2,007","1,066",693,248
,,Torres Novas,Ind. (nº),"5,707","2,021","1,651","2,035","4,844","2,021","1,456","1,367"
,,,UTA,- ,- ,- ,- ,"1,326",750,353,223
,,Vila Nova da Barquinha,Ind. (nº),233,84,68,81,162,84,46,32
,,,UTA,- ,- ,- ,- ,58,35,13,10
,Lezíria do Tejo,,Ind. (nº),"39,422","14,556","12,263","12,603","32,902","14,556","11,024","7,322"
,,,UTA,- ,- ,- ,- ,"11,775","6,662","3,671","1,442"
,,Almeirim,Ind. (nº),"3,648","1,316","1,138","1,194","2,855","1,316",999,540
,,,UTA,- ,- ,- ,- ,"1,303",717,434,152
,,Alpiarça,Ind. (nº),"1,725",641,563,521,"1,303",641,474,188
,,,UTA,- ,- ,- ,- ,733,411,253,69
,,Azambuja,Ind. (nº),"4,297","1,552","1,317","1,428","3,785","1,552","1,242",991
,,,UTA,- ,- ,- ,- ,"1,326",787,357,182
,,Benavente,Ind. (nº),"1,684",615,528,541,"1,204",615,355,234
,,,UTA,- ,- ,- ,- ,491,288,147,56
,,Cartaxo,Ind. (nº),"2,758",992,837,929,"2,300",992,734,574
,,,UTA,- ,- ,- ,- ,837,493,233,111
,,Chamusca,Ind. (nº),"1,467",577,479,411,"1,107",577,342,188
,,,UTA,- ,- ,- ,- ,600,360,180,60
,,Coruche,Ind. (nº),"3,550","1,361","1,163","1,026","3,134","1,361","1,113",660
,,,UTA,- ,- ,- ,- ,"1,077",603,352,122
,,Golegã,Ind. (nº),653,239,196,218,444,239,121,84
,,,UTA,- ,- ,- ,- ,267,176,63,28
,,Rio Maior,Ind. (nº),"5,708","2,120","1,758","1,830","4,970","2,120","1,674","1,176"
,,,UTA,- ,- ,- ,- ,"1,689",910,574,205
,,Salvaterra de Magos,Ind. (nº),"2,371",861,752,758,"1,942",861,689,392
,,,UTA,- ,- ,- ,- ,780,428,264,88
,,Santarém,Ind. (nº),"11,561","4,282","3,532","3,747","9,858","4,282","3,281","2,295"
,,,UTA,- ,- ,- ,- ,"2,672","1,489",814,369
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,
