Origem do rendimento do agregado doméstico do produtor singular (Oeste),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,,,,Pág.1/5
,,,LISBOA E VALE DO TEJO,Oeste,Alcobaça,Alenquer,Arruda dos Vinhos,Bombarral,Cadaval,Caldas da Rainha,Lourinhã,Mafra,Nazaré,Óbidos,Peniche,Sobral de Monte Agraço,Torres Vedras
,,,expl. (nº),,,,,,,,,,,,,,
Total explorações com produtor singular,,,  59 944 ,  22 855 ,  3 097 ,  2 637 ,   785 ,  1 107 ,  1 655 ,  2 246 ,  1 962 ,  2 591 ,   305 ,  1 007 ,   790 ,   678 ,  3 995 
Exclusivamente da actividade da exploração,,,  5 433 ,  2 542 ,   267 ,   113 ,   53 ,   143 ,   113 ,   240 ,   370 ,   345 ,   61 ,   153 ,   174 ,   56 ,   454 
Principalmente da actividade da exploração,,,  12 087 ,  5 449 ,   646 ,   330 ,   81 ,   344 ,   279 ,   829 ,   504 ,   586 ,   68 ,   264 ,   217 ,   170 ,  1 131 
,Salários do sector primário,,  1 641 ,   727 ,   73 ,   53 ,   4 ,   79 ,   56 ,   87 ,   91 ,   42 ,   4 ,   44 ,   37 ,   23 ,   134 
,,1ª opção,  1 392 ,   600 ,   61 ,   38 ,   4 ,   64 ,   39 ,   70 ,   76 ,   38 ,   1 ,   40 ,   29 ,   18 ,   122 
,,2ª opção,   233 ,   121 ,   12 ,   15 ,- ,   15 ,   17 ,   15 ,   14 ,   3 ,   3 ,   4 ,   8 ,   5 ,   10 
,,3ª opção,   16 ,   6 ,- ,- ,- ,- ,- ,   2 ,   1 ,   1 ,- ,- ,- ,- ,   2 
,Salários do sector secúndário,,  2 015 ,   988 ,   158 ,   43 ,   7 ,   32 ,   45 ,   183 ,   107 ,   108 ,   14 ,   33 ,   56 ,   20 ,   182 
,,1ª opção,  1 574 ,   756 ,   133 ,   32 ,   6 ,   23 ,   36 ,   116 ,   83 ,   82 ,   14 ,   28 ,   45 ,   15 ,   143 
,,2ª opção,   413 ,   216 ,   22 ,   8 ,   1 ,   9 ,   9 ,   61 ,   23 ,   25 ,- ,   5 ,   10 ,   5 ,   38 
,,3ª opção,   28 ,   16 ,   3 ,   3 ,- ,- ,- ,   6 ,   1 ,   1 ,- ,- ,   1 ,- ,   1 
,Salários do sector terciário,,  2 881 ,  1 317 ,   165 ,   71 ,   17 ,   85 ,   71 ,   202 ,   121 ,   143 ,   17 ,   54 ,   46 ,   29 ,   296 
,,1ª opção,  2 231 ,   995 ,   133 ,   46 ,   11 ,   67 ,   52 ,   138 ,   86 ,   111 ,   14 ,   45 ,   40 ,   22 ,   230 
,,2ª opção,   605 ,   298 ,   30 ,   22 ,   6 ,   17 ,   16 ,   61 ,   33 ,   28 ,   3 ,   9 ,   6 ,   6 ,   61 
,,3ª opção,   45 ,   24 ,   2 ,   3 ,- ,   1 ,   3 ,   3 ,   2 ,   4 ,- ,- ,- ,   1 ,   5 
,Actividade empresarial,,   712 ,   457 ,   61 ,   53 ,   18 ,   43 ,   30 ,   73 ,   36 ,   2 ,   4 ,   41 ,   22 ,   6 ,   68 
,,1ª opção,   633 ,   410 ,   57 ,   51 ,   18 ,   39 ,   26 ,   65 ,   31 ,   2 ,   4 ,   35 ,   19 ,   5 ,   58 
,,2ª opção,   72 ,   44 ,   4 ,   2 ,- ,   3 ,   4 ,   8 ,   4 ,- ,- ,   6 ,   2 ,   1 ,   10 
,,3ª opção,   7 ,   3 ,- ,- ,- ,   1 ,- ,- ,   1 ,- ,- ,- ,   1 ,- ,- 
,Pensões rurais/reformas,,  6 910 ,  2 994 ,   298 ,   192 ,   42 ,   171 ,   152 ,   490 ,   236 ,   382 ,   40 ,   132 ,   97 ,   125 ,   637 
,,1ª opção,  5 928 ,  2 555 ,   247 ,   154 ,   39 ,   143 ,   117 ,   427 ,   215 ,   341 ,   34 ,   111 ,   81 ,   94 ,   552 
,,2ª opção,   901 ,   392 ,   48 ,   33 ,   3 ,   27 ,   27 ,   54 ,   18 ,   38 ,   4 ,   21 ,   13 ,   28 ,   78 
,,3ª opção,   81 ,   47 ,   3 ,   5 ,- ,   1 ,   8 ,   9 ,   3 ,   3 ,   2 ,- ,   3 ,   3 ,   7 
,Juros e dividendos,,   193 ,   89 ,   7 ,   15 ,   1 ,   1 ,- ,   10 ,   19 ,   2 ,   2 ,   5 ,   2 ,   3 ,   22 
