Principais características do produtor singular - Homem/Mulher (Península de Setúbal),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,Pág.7/15
,,,Península de Setúbal,Alcochete,Almada,Barreiro,Moita,Montijo,Palmela,Seixal,Sesimbra,Setúbal
,,,nº de indivíduos,,,,,,,,,
Homem/Mulher,,,,,,,,,,,,
Produtor singular,,,  5 678 ,   274 ,   170 ,   105 ,   353 ,  1 111 ,  2 666 ,   98 ,   373 ,   528 
,Autónomo,,  5 176 ,   227 ,   166 ,   105 ,   336 ,   879 ,  2 532 ,   89 ,   368 ,   474 
,Empresário,,   502 ,   47 ,   4 ,- ,   17 ,   232 ,   134 ,   9 ,   5 ,   54 
Nível de instrução,,,,,,,,,,,,
,Não sabe ler nem escrever,,   960 ,   42 ,   38 ,   12 ,   82 ,   143 ,   482 ,   10 ,   95 ,   56 
,Sabe ler e escrever,,   709 ,   29 ,   15 ,   18 ,   58 ,   126 ,   320 ,   7 ,   56 ,   80 
,Básico - 1º ciclo,,  2 910 ,   153 ,   93 ,   58 ,   159 ,   620 ,  1 362 ,   50 ,   174 ,   241 
,Básico - 2º ciclo,,   414 ,   13 ,   9 ,   15 ,   18 ,   91 ,   220 ,   9 ,   15 ,   24 
,Básico - 3º ciclo,,   332 ,   20 ,   12 ,   1 ,   18 ,   66 ,   148 ,   7 ,   11 ,   49 
,Secundário agrícola,,   25 ,   1 ,- ,- ,- ,   7 ,   11 ,- ,   1 ,   5 
,Secundário não agrícola,,   150 ,   10 ,   1 ,- ,   10 ,   29 ,   60 ,   8 ,   7 ,   25 
,Politécnico / Superior agrícola,,   46 ,   1 ,- ,- ,   1 ,   9 ,   18 ,   1 ,   5 ,   11 
,Politécnico / Superior não agrícola,,   132 ,   5 ,   2 ,   1 ,   7 ,   20 ,   45 ,   6 ,   9 ,   37 
Formação profissional agrícola,,,,,,,,,,,,
,Exclusivamente prática,,  5 332 ,   250 ,   169 ,   105 ,   342 ,  1 015 ,  2 497 ,   94 ,   361 ,   499 
,Curta duração,,   106 ,   4 ,- ,- ,   2 ,   15 ,   77 ,   1 ,   2 ,   5 
,Longa duração,,   106 ,   16 ,   1 ,- ,   7 ,   43 ,   32 ,   2 ,   2 ,   3 
,Longa e curta duração,,   63 ,   2 ,- ,- ,   1 ,   22 ,   31 ,- ,   2 ,   5 
,Completa,,   71 ,   2 ,- ,- ,   1 ,   16 ,   29 ,   1 ,   6 ,   16 
Tempo de actividade agrícola ,,,,,,,,,,,,
,Tempo parcial,,  4 584 ,   180 ,   157 ,   90 ,   337 ,   881 ,  2 160 ,   72 ,   308 ,   399 
,,> 0 - < 25%,  1 588 ,   49 ,   9 ,   26 ,   52 ,   308 ,   893 ,   32 ,   74 ,   145 
,,25 - < 50%,  1 304 ,   51 ,   17 ,   24 ,   89 ,   278 ,   573 ,   22 ,   114 ,   136 
,,50 - < 75%,   669 ,   29 ,   8 ,   29 ,   65 ,   140 ,   333 ,   8 ,   17 ,   40 
,,75 - < 100%,  1 023 ,   51 ,   123 ,   11 ,   131 ,   155 ,   361 ,   10 ,   103 ,   78 
,Tempo completo,,  1 094 ,   94 ,   13 ,   15 ,   16 ,   230 ,   506 ,   26 ,   65 ,   129 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,
,Principal,,  1 931 ,   78 ,   33 ,   21 ,   90 ,   364 ,   981 ,   42 ,   123 ,   199 
,,Sector primário,   387 ,   13 ,   1 ,- ,   9 ,   74 ,   239 ,   1 ,   26 ,   24 
,,Sector secundário,   612 ,   26 ,   11 ,   11 ,   34 ,   109 ,   296 ,   9 ,   33 ,   83 
,,Sector terciário,   932 ,   39 ,   21 ,   10 ,   47 ,   181 ,   446 ,   32 ,   64 ,   92 
,Secúndária,,   100 ,- ,- ,- ,   1 ,   9 ,   81 ,   2 ,   1 ,   6 
,,Sector primário,   55 ,- ,- ,- ,- ,   5 ,   48 ,- ,- ,   2 
,,Sector secundário,   13 ,- ,- ,- ,- ,   2 ,   8 ,   2 ,- ,   1 
,,Sector terciário,   32 ,- ,- ,- ,   1 ,   2 ,   25 ,- ,   1 ,   3 
Situação na profissão exterior à exploração,,,,,,,,,,,,
,Patrão/empregador,,   311 ,   13 ,   6 ,   6 ,   17 ,   45 ,   129 ,   17 ,   29 ,   49 
,Trabalhador por conta própria,,   441 ,   17 ,   4 ,   6 ,   32 ,   79 ,   252 ,   13 ,   29 ,   9 
,Trabalhador por conta de outrem,,  1 269 ,   47 ,   23 ,   9 ,   42 ,   247 ,   677 ,   13 ,   65 ,   146 
,Trabalhador familiar remunerado,,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,Outra situação,,   9 ,   1 ,- ,- ,- ,   2 ,   3 ,   1 ,   1 ,   1 
Produtor singular dirigente,,,  5 608 ,   266 ,   168 ,   99 ,   349 ,  1 090 ,  2 647 ,   96 ,   370 ,   523 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
