"Principais Características da População Familiar - Homem/Mulher (Pinhal Interior Norte, página 6)",,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 16/24
,,,Miranda do Corvo,Oliveira do Hospital,Pampilhosa da Serra,Pedrógão Grande,Penela,Tábua,Vila Nova de Poiares
,,,nº de indivíduos,,,,,,
Homem / Mulher,,,,,,,,,
População familiar,,,"2,490","4,495",900,"1,115","2,228","2,864",856
Nível de instrução,,,,,,,,,
,Não sabe ler nem escrever,,265,790,213,281,260,471,91
,Sabe ler e escrever,,365,858,197,148,534,572,124
,Básico - 1º ciclo,,"1,068","1,674",325,408,801,"1,058",392
,Básico - 2º ciclo,,285,507,67,87,185,370,92
,Básico - 3º ciclo,,245,300,42,85,179,208,57
,Secundário agrícola,,2,11,1,- ,4,6,1
,Secundário não agrícola,,181,201,42,63,148,121,67
,Politécnico / Superior agrícola,,5,10,- ,3,2,5,2
,Politécnico / Superior não agrícola,,74,144,13,40,115,53,30
Formação profissional agrícola,,,,,,,,,
,Exclusivamente prática,,"2,218","3,973",836,957,"2,022","2,550",788
,Curta duração,,7,17,2,- ,8,10,5
,Longa duração,,6,11,3,3,7,13,2
,Longa e curta duração,,5,16,1,1,1,3,1
,Completa,,7,21,1,3,6,11,3
Tempo de actividade agrícola ,,,,,,,,,
,Sem actividade,,286,390,56,215,260,270,64
,Tempo parcial,,"1,980","3,846",785,894,"1,617","2,552",792
,,> 0 - < 25%,"1,300","1,454",176,328,893,"1,006",156
,,25 - < 50%,239,936,175,160,390,561,295
,,50 - < 75%,137,490,140,138,72,434,104
,,75 - < 100%,304,966,294,268,262,551,237
,Tempo completo,,224,259,59,6,351,42,- 
Actividades remuneradas exterior à exploração,,,,,,,,,
,Principal,,819,"1,413",193,293,709,882,312
,,Sector primário,24,126,16,36,50,76,19
,,Sector secundário,347,704,73,73,303,427,58
,,Sector terciário,448,583,104,184,356,379,235
,Secundária,,24,3,- ,4,7,- ,- 
,,Sector primário,6,1,- ,1,5,- ,- 
,,Sector secundário,4,1,- ,- ,1,- ,- 
,,Sector terciário,14,1,- ,3,1,- ,- 
Situação na profissão exterior à exploração,,,,,,,,,
,Patrão/empregador,,45,146,20,54,51,87,7
,Trabalhador por conta própria,,106,218,25,31,80,89,109
,Trabalhador por conta de outrem,,681,"1,003",137,201,578,698,195
,Trabalhador familiar remunerado,,2,22,9,11,4,2,- 
,Outra situação,,9,27,2,- ,3,6,1
Dirigente na população familiar,,,818,"1,568",349,440,755,941,295
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
