"Principais características do Produtor Singular - Mulher (Pinhal Interior Norte, página 5)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 15/24
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã
,,,nº de indivíduos,,,,,,,
Mulher,,,,,,,,,,
Produtor singular,,,"2,105",283,395,111,9,113,60,44
,Autónomo,,"2,094",279,394,110,9,113,59,44
,Empresário,,11,4,1,1,- ,- ,1,- 
Nível de instrução,,,,,,,,,,
,Não sabe ler nem escrever,,373,61,73,23,1,9,15,6
,Sabe ler e escrever,,584,90,112,31,4,30,15,12
,Básico - 1º ciclo,,958,105,177,56,2,56,24,24
,Básico - 2º ciclo,,108,14,22,- ,2,12,4,1
,Básico - 3º ciclo,,32,5,6,1,- ,4,- ,- 
,Secundário agrícola,,1,- ,- ,- ,- ,- ,1,- 
,Secundário não agrícola,,19,3,- ,- ,- ,1,1,- 
,Politécnico / Superior agrícola,,- ,- ,- ,- ,- ,- ,- ,- 
,Politécnico / Superior não agrícola,,30,5,5,- ,- ,1,- ,1
Formação profissional agrícola,,,,,,,,,,
,Exclusivamente prática,,"2,077",280,389,108,9,112,57,44
,Curta duração,,13,- ,5,1,- ,1,1,- 
,Longa duração,,10,1,- ,2,- ,- ,1,- 
,Longa e curta duração,,4,2,1,- ,- ,- ,- ,- 
,Completa,,1,- ,- ,- ,- ,- ,1,- 
Tempo de actividade agrícola ,,,,,,,,,,
,Tempo parcial,,"1,838",251,278,92,9,112,60,42
,,> 0 - < 25%,363,39,67,10,1,23,2,10
,,25 - < 50%,416,47,59,15,1,16,11,11
,,50 - < 75%,317,19,40,33,4,18,8,4
,,75 - < 100%,742,146,112,34,3,55,39,17
,Tempo completo,,267,32,117,19,- ,1,- ,2
Actividades remuneradas exterior à exploração,,,,,,,,,,
,Principal,,325,42,60,11,- ,18,17,6
,,Sector primário,36,4,6,1,- ,1,7,- 
,,Sector secundário,95,11,27,- ,- ,6,- ,- 
,,Sector terciário,194,27,27,10,- ,11,10,6
,Secúndária,,8,- ,- ,- ,- ,- ,1,- 
,,Sector primário,4,- ,- ,- ,- ,- ,1,- 
,,Sector secundário,- ,- ,- ,- ,- ,- ,- ,- 
,,Sector terciário,4,- ,- ,- ,- ,- ,- ,- 
Situação na profissão exterior à exploração,,,,,,,,,,
,Patrão/empregador,,29,1,3,2,- ,2,- ,1
,Trabalhador por conta própria,,69,13,10,3,- ,5,5,2
,Trabalhador por conta de outrem,,226,28,47,6,- ,10,7,3
,Trabalhador familiar remunerado,,1,- ,- ,- ,- ,1,- ,- 
,Outra situação,,8,- ,- ,- ,- ,- ,6,- 
Produtor singular dirigente,,,"1,965",270,376,109,6,101,60,41
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
