Actividade renumerada exterior à exploração da População Agrícola Familiar (Pinhal Litoral),,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 4/8
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós
,,,nº de indivíduos,,,,,
População agrícola familiar,,,"35,808","2,782","13,890",563,"14,010","4,563"
,Actividade exterior - principal,,"12,243",975,"5,109",217,"4,389","1,553"
,,"Agric, prod. animal, caça e activ. seviços relacionados",493,36,233,5,188,31
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",221,1,89,- ,128,3
,,"Pesca, aquacultura e activ. seviços relacionados",22,- ,7,- ,10,5
,,Ind. alimentares das bebidas e do tabaco,178,10,53,- ,69,46
,,Outras indústrias,"3,074",263,"1,382",87,814,528
,,"Prod. e distribuição de  electricidade, gás e água",217,8,80,2,110,17
,,Construção,"2,445",166,850,17,"1,214",198
,,Comércio por grosso e retalho,"1,352",129,625,27,422,149
,,Alojamento e restauração,288,18,134,11,109,16
,,Administração pública,399,27,210,7,128,27
,,Educação,258,32,101,10,79,36
,,Saúde e acção social,239,23,124,7,70,15
,,Outras,"3,057",262,"1,221",44,"1,048",482
,Actividade exterior - secundária,,193,11,78,- ,70,34
,,"Agric, prod. animal, caça e activ. seviços relacionados",69,2,34,- ,27,6
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",- ,- ,- ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",6,- ,3,- ,2,1
,,Ind. alimentares das bebidas e do tabaco,1,- ,- ,- ,- ,1
,,Outras indústrias,15,3,4,- ,3,5
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- 
,,Construção,21,- ,4,- ,12,5
,,Comércio por grosso e retalho,32,2,12,- ,10,8
,,Alojamento e restauração,3,- ,2,- ,1,- 
,,Administração pública,2,- ,- ,- ,2,- 
,,Educação,1,1,- ,- ,- ,- 
,,Saúde e acção social,- ,- ,- ,- ,- ,- 
,,Outras,43,3,19,- ,13,8
Produtor Singular,,,"12,162","1,048","4,648",203,"4,750","1,513"
,Actividade exterior - principal,,"4,608",404,"1,882",82,"1,681",559
,,"Agric, prod. animal, caça e activ. seviços relacionados",286,28,130,4,106,18
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",148,- ,51,- ,95,2
,,"Pesca, aquacultura e activ. seviços relacionados",13,- ,5,- ,5,3
,,Ind. alimentares das bebidas e do tabaco,72,6,25,- ,22,19
,,Outras indústrias,"1,096",111,515,37,272,161
,,"Prod. e distribuição de  electricidade, gás e água",67,1,26,- ,33,7
,,Construção,"1,168",98,395,8,566,101
,,Comércio por grosso e retalho,496,49,234,11,139,63
,,Alojamento e restauração,72,4,34,3,26,5
,,Administração pública,166,13,93,2,49,9
,,Educação,31,5,15,1,9,1
,,Saúde e acção social,33,4,13,1,14,1
,,Outras,960,85,346,15,345,169
,Actividade exterior - secundária,,131,9,46,- ,46,30
,,"Agric, prod. animal, caça e activ. seviços relacionados",47,2,21,- ,20,4
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",- ,- ,- ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",5,- ,2,- ,2,1
,,Ind. alimentares das bebidas e do tabaco,1,- ,- ,- ,- ,1
,,Outras indústrias,11,2,4,- ,1,4
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- 
,,Construção,18,- ,4,- ,9,5
,,Comércio por grosso e retalho,21,2,6,- ,6,7
,,Alojamento e restauração,1,- ,- ,- ,1,- 
,,Administração pública,2,- ,- ,- ,2,- 
,,Educação,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,- ,- ,- ,- ,- ,- 
,,Outras,25,3,9,- ,5,8
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
