"Mão-de-obra não familiar permanente segundo o tempo de actividade (Dão-Lafões, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 7/8
,,,Dão-Lafões,Aguiar da Beira,Carregal do Sal,Castro Daire,Mangualde,Mortágua,Nelas,Oliveira de Frades
,,,nº de indivíduos,,,,,,,
Tempo de actividade agrícola dos trabalhadores permanentes,,,"2,264",22,109,19,130,106,135,137
,Tempo parcial,,"1,346",18,94,14,65,34,114,49
,,> 0 - < 25%,513,1,58,5,16,13,25,25
,,25 - < 50%,294,2,13,5,12,3,11,9
,,50 - < 75%,230,11,15,2,13,1,19,4
,,75 - < 100%,309,4,8,2,24,17,59,11
,Tempo completo,,918,4,15,5,65,72,21,88
Homem,,,"1,385",18,87,12,96,51,89,64
,Tempo parcial,,856,14,73,9,43,21,71,23
,,> 0 - < 25%,339,1,49,3,13,10,14,13
,,25 - < 50%,155,1,4,2,7,1,3,4
,,50 - < 75%,152,8,13,2,6,- ,13,2
,,75 - < 100%,210,4,7,2,17,10,41,4
,Tempo completo,,529,4,14,3,53,30,18,41
Mulher,,,879,4,22,7,34,55,46,73
,Tempo parcial,,490,4,21,5,22,13,43,26
,,> 0 - < 25%,174,- ,9,2,3,3,11,12
,,25 - < 50%,139,1,9,3,5,2,8,5
,,50 - < 75%,78,3,2,- ,7,1,6,2
,,75 - < 100%,99,- ,1,- ,7,7,18,7
,Tempo completo,,389,- ,1,2,12,42,3,47
Tempo de actividade agrícola dos dirigentes assalariados,,,247,3,14,5,33,13,14,18
,Tempo parcial,,206,3,11,5,30,10,11,17
,,> 0 - < 25%,55,1,3,3,13,3,4,6
,,25 - < 50%,37,- ,1,2,2,- ,- ,5
,,50 - < 75%,35,- ,3,- ,4,1,1,2
,,75 - < 100%,79,2,4,- ,11,6,6,4
,Tempo completo,,41,- ,3,- ,3,3,3,1
Homem,,,222,3,11,4,28,10,14,16
,Tempo parcial,,186,3,8,4,25,8,11,15
,,> 0 - < 25%,52,1,2,3,12,3,4,6
,,25 - < 50%,33,- ,1,1,1,- ,- ,4
,,50 - < 75%,29,- ,2,- ,2,- ,1,2
,,75 - < 100%,72,2,3,- ,10,5,6,3
,Tempo completo,,36,- ,3,- ,3,2,3,1
Mulher,,,25,- ,3,1,5,3,- ,2
,Tempo parcial,,20,- ,3,1,5,2,- ,2
,,> 0 - < 25%,3,- ,1,- ,1,- ,- ,- 
,,25 - < 50%,4,- ,- ,1,1,- ,- ,1
,,50 - < 75%,6,- ,1,- ,2,1,- ,- 
,,75 - < 100%,7,- ,1,- ,1,1,- ,1
,Tempo completo,,5,- ,- ,- ,- ,1,- ,- 
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,"2,017",19,95,14,97,93,121,119
,Tempo parcial,,"1,140",15,83,9,35,24,103,32
,,> 0 - < 25%,458,- ,55,2,3,10,21,19
,,25 - < 50%,257,2,12,3,10,3,11,4
,,50 - < 75%,195,11,12,2,9,- ,18,2
,,75 - < 100%,230,2,4,2,13,11,53,7
,Tempo completo,,877,4,12,5,62,69,18,87
Homem,,,"1,163",15,76,8,68,41,75,48
,Tempo parcial,,670,11,65,5,18,13,60,8
,,> 0 - < 25%,287,- ,47,- ,1,7,10,7
,,25 - < 50%,122,1,3,1,6,1,3,- 
,,50 - < 75%,123,8,11,2,4,- ,12,- 
,,75 - < 100%,138,2,4,2,7,5,35,1
,Tempo completo,,493,4,11,3,50,28,15,40
Mulher,,,854,4,19,6,29,52,46,71
,Tempo parcial,,470,4,18,4,17,11,43,24
,,> 0 - < 25%,171,- ,8,2,2,3,11,12
,,25 - < 50%,135,1,9,2,4,2,8,4
,,50 - < 75%,72,3,1,- ,5,- ,6,2
,,75 - < 100%,92,- ,- ,- ,6,6,18,6
,Tempo completo,,384,- ,1,2,12,41,3,47
"Fonte: INE, Recemseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
