"Principais Características da População Familiar - Homem/Mulher (Total e Baixo Vouga, página 1)",,,,,,,,,,,
,,,,,,,,,1999,,
,,,,,,,,,pág. 1/24,,
,,,BEIRA LITORAL,Baixo Vouga,Águeda,Albergaria-a-Velha,Anadia,Aveiro,Estarreja,,
,,,nº de indivíduos,,,,,,,,
Homem / Mulher,,,,,,,,,,,
População familiar,,,"246,329","51,171","7,364","3,374","8,385","3,934","3,977",,
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,"35,616","6,131",819,445,955,406,424,,
,Sabe ler e escrever,,"41,328","8,129","1,188",619,"1,244",779,493,,
,Básico - 1º ciclo,,"93,515","20,227","3,057","1,207","3,448","1,491","1,648",,
,Básico - 2º ciclo,,"32,242","7,706","1,042",601,990,689,710,,
,Básico - 3º ciclo,,"20,361","4,126",614,296,583,292,352,,
,Secundário agrícola,,608,193,23,11,49,8,26,,
,Secundário não agrícola,,"14,687","2,908",428,127,587,189,218,,
,Politécnico / Superior agrícola,,543,159,21,10,43,8,13,,
,Politécnico / Superior não agrícola,,"7,429","1,592",172,58,486,72,93
Formação profissional agrícola,,,,,,,,,
,Exclusivamente prática,,"205,629","38,854","6,180","2,807","6,187","2,996","3,064"
,Curta duração,,"2,905",613,35,20,56,31,90
,Longa duração,,"1,315",375,11,31,32,40,58
,Longa e curta duração,,740,206,13,5,21,14,38
,Completa,,"1,151",352,44,21,92,16,39
Tempo de actividade agrícola ,,,,,,,,,
,Sem actividade,,"39,018","12,660","1,361",492,"2,334",997,971
,Tempo parcial,,"184,614","33,129","5,676","2,546","5,142","2,513","2,837"
,,> 0 - < 25%,"81,996","15,455","3,012","1,355","2,968","1,053",947
,,25 - < 50%,"36,114","6,199",794,308,964,580,614
,,50 - < 75%,"25,067","3,868",839,219,602,302,343
,,75 - < 100%,"41,437","7,607","1,031",664,608,578,933
,Tempo completo,,"22,697","5,382",327,336,909,424,169
Actividades remuneradas exterior à exploração,,,,,,,,,
,Principal,,"75,427","17,333","2,868","1,172","3,017","1,300","1,131"
,,Sector primário,"5,690","1,110",147,58,338,43,42
,,Sector secundário,"36,233","10,031","1,949",753,"1,631",722,714
,,Sector terciário,"33,504","6,192",772,361,"1,048",535,375
,Secundária,,"1,993",703,46,70,124,76,54
,,Sector primário,802,247,15,20,90,14,7
,,Sector secundário,526,212,17,14,12,18,31
,,Sector terciário,665,244,14,36,22,44,16
Situação na profissão exterior à exploração,,,,,,,,,
,Patrão/empregador,,"5,687","1,293",239,40,322,69,48
,Trabalhador por conta própria,,"10,170","2,130",355,149,376,130,148
,Trabalhador por conta de outrem,,"60,009","14,426","2,282","1,046","2,414","1,169",987
,Trabalhador familiar remunerado,,466,67,12,5,14,4,1
,Outra situação,,"1,088",120,26,2,15,4,1
Dirigente na população familiar,,,"79,137","15,348","2,272",982,"2,729","1,157","1,122"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
