"Principais características do Produtor Singular - Mulher (Pinhal Litoral, página 4)",,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 12/24
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós
,,,nº de indivíduos,,,,,
Mulher,,,,,,,,
Produtor singular,,,"1,841",122,634,22,873,190
,Autónomo,,"1,796",113,614,21,862,186
,Empresário,,45,9,20,1,11,4
Nível de instrução,,,,,,,,
,Não sabe ler nem escrever,,393,23,127,3,200,40
,Sabe ler e escrever,,409,22,111,4,234,38
,Básico - 1º ciclo,,842,61,335,10,354,82
,Básico - 2º ciclo,,117,6,36,2,60,13
,Básico - 3º ciclo,,40,5,12,2,12,9
,Secundário agrícola,,1,- ,- ,- ,- ,1
,Secundário não agrícola,,29,4,9,1,9,6
,Politécnico / Superior agrícola,,1,- ,- ,- ,1,- 
,Politécnico / Superior não agrícola,,9,1,4,- ,3,1
Formação profissional agrícola,,,,,,,,
,Exclusivamente prática,,"1,732",101,608,22,832,169
,Curta duração,,48,12,7,- ,22,7
,Longa duração,,35,5,11,- ,13,6
,Longa e curta duração,,24,4,8,- ,5,7
,Completa,,2,- ,- ,- ,1,1
Tempo de actividade agrícola ,,,,,,,,
,Tempo parcial,,"1,589",109,524,21,756,179
,,> 0 - < 25%,349,24,142,2,117,64
,,25 - < 50%,414,31,157,7,174,45
,,50 - < 75%,361,24,112,8,173,44
,,75 - < 100%,465,30,113,4,292,26
,Tempo completo,,252,13,110,1,117,11
Actividades remuneradas exterior à exploração,,,,,,,,
,Principal,,299,31,108,6,124,30
,,Sector primário,38,1,19,1,16,1
,,Sector secundário,80,4,24,2,34,16
,,Sector terciário,181,26,65,3,74,13
,Secúndária,,22,- ,4,- ,15,3
,,Sector primário,13,- ,2,- ,11,- 
,,Sector secundário,- ,- ,- ,- ,- ,- 
,,Sector terciário,9,- ,2,- ,4,3
Situação na profissão exterior à exploração,,,,,,,,
,Patrão/empregador,,24,2,7,2,5,8
,Trabalhador por conta própria,,67,11,22,- ,27,7
,Trabalhador por conta de outrem,,218,14,78,3,106,17
,Trabalhador familiar remunerado,,2,- ,2,- ,- ,- 
,Outra situação,,10,4,3,1,1,1
Produtor singular dirigente,,,"1,781",117,606,22,847,189
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
