Principais características da população familiar - Homem/Mulher (Oeste),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,,,,Pág.1/15
,,,LISBOA E VALE DO TEJO,Oeste,Alcobaça,Alenquer,Arruda dos Vinhos,Bombarral,Cadaval,Caldas da Rainha,Lourinhã,Mafra,Nazaré,Óbidos,Peniche,Sobral de Monte Agraço,Torres Vedras
,,,nº de indivíduos,,,,,,,,,,,,,,
Homem / Mulher,,,,,,,,,,,,,,,,,
População familiar,,,  170 116 ,  70 745 ,  9 627 ,  8 610 ,  2 091 ,  3 380 ,  4 976 ,  7 304 ,  6 118 ,  7 590 ,   987 ,  3 168 ,  2 458 ,  1 977 ,  12 459 
Nível de instrução,,,,,,,,,,,,,,,,,
,Não sabe ler nem escrever,,  26 042 ,  11 330 ,  1 403 ,  1 385 ,   352 ,   512 ,   684 ,  1 333 ,   972 ,  1 215 ,   150 ,   558 ,   419 ,   404 ,  1 943 
,Sabe ler e escrever,,  24 739 ,  10 112 ,  1 216 ,  1 104 ,   284 ,   482 ,   658 ,  1 051 ,  1 082 ,  1 239 ,   102 ,   414 ,   343 ,   296 ,  1 841 
,Básico - 1º ciclo,,  65 736 ,  26 985 ,  3 908 ,  3 336 ,   885 ,  1 235 ,  2 012 ,  2 752 ,  2 179 ,  2 898 ,   402 ,  1 259 ,   919 ,   729 ,  4 471 
,Básico - 2º ciclo,,  19 642 ,  9 156 ,  1 264 ,  1 061 ,   234 ,   494 ,   594 ,   928 ,   880 ,   915 ,   132 ,   420 ,   385 ,   221 ,  1 628 
,Básico - 3º ciclo,,  15 330 ,  6 472 ,   925 ,   729 ,   131 ,   331 ,   473 ,   666 ,   527 ,   616 ,   77 ,   276 ,   229 ,   130 ,  1 362 
,Secundário agrícola,,   847 ,   316 ,   51 ,   43 ,   8 ,   20 ,   15 ,   32 ,   37 ,   32 ,   7 ,   6 ,   12 ,   9 ,   44 
,Secundário não agrícola,,  11 395 ,  4 482 ,   604 ,   669 ,   132 ,   184 ,   398 ,   410 ,   332 ,   466 ,   81 ,   166 ,   111 ,   126 ,   803 
,Politécnico / Superior agrícola,,   940 ,   280 ,   45 ,   31 ,   11 ,   15 ,   19 ,   30 ,   17 ,   21 ,   5 ,   13 ,   6 ,   14 ,   53 
,Politécnico / Superior não agrícola,,  5 445 ,  1 612 ,   211 ,   252 ,   54 ,   107 ,   123 ,   102 ,   92 ,   188 ,   31 ,   56 ,   34 ,   48 ,   314 
Formação profissional agrícola,,,,,,,,,,,,,,,,,
,Exclusivamente prática,,  136 238 ,  54 173 ,  7 732 ,  6 734 ,  1 785 ,  2 549 ,  3 395 ,  5 519 ,  4 606 ,  5 808 ,   718 ,  2 517 ,  1 939 ,  1 563 ,  9 308 
,Curta duração,,  2 420 ,  1 334 ,   246 ,   144 ,   13 ,   163 ,   257 ,   216 ,   49 ,   61 ,   6 ,   47 ,   25 ,   5 ,   102 
,Longa duração,,  2 575 ,  1 404 ,   122 ,   47 ,   11 ,   138 ,   74 ,   192 ,   174 ,   91 ,   30 ,   112 ,   63 ,   17 ,   333 
,Longa e curta duração,,  1 508 ,   693 ,   69 ,   24 ,   3 ,   89 ,   83 ,   53 ,   87 ,   52 ,   12 ,   70 ,   49 ,   9 ,   93 
,Completa,,  1 787 ,   596 ,   96 ,   74 ,   19 ,   35 ,   34 ,   62 ,   54 ,   53 ,   12 ,   19 ,   18 ,   23 ,   97 
Tempo de actividade agrícola ,,,,,,,,,,,,,,,,,
,Sem actividade,,  29 322 ,  13 192 ,  1 266 ,  1 519 ,   257 ,   442 ,  1 243 ,  1 412 ,  1 099 ,  1 788 ,   194 ,   485 ,   373 ,   486 ,  2 628 
,Tempo parcial,,  127 151 ,  50 451 ,  7 467 ,  6 947 ,  1 752 ,  2 552 ,  3 552 ,  4 968 ,  4 308 ,  4 648 ,   525 ,  2 195 ,  1 636 ,  1 260 ,  8 641 
,> 0 - < 25%,,  70 937 ,  28 409 ,  3 650 ,  5 106 ,   871 ,  1 507 ,  2 294 ,  2 356 ,  2 491 ,  2 392 ,   296 ,   945 ,   652 ,   801 ,  5 048 
,25 - < 50%,,  27 699 ,  10 954 ,  2 128 ,   968 ,   412 ,   501 ,   748 ,  1 185 ,   834 ,  1 128 ,   96 ,   590 ,   421 ,   231 ,  1 712 
,50 - < 75%,,  13 802 ,  5 639 ,   962 ,   370 ,   185 ,   270 ,   278 ,   781 ,   460 ,   565 ,   55 ,   315 ,   209 ,   148 ,  1 041 
,75 - < 100%,,  14 713 ,  5 449 ,   727 ,   503 ,   284 ,   274 ,   232 ,   646 ,   523 ,   563 ,   78 ,   345 ,   354 ,   80 ,   840 
,Tempo completo,,  13 643 ,  7 102 ,   894 ,   144 ,   82 ,   386 ,   181 ,   924 ,   711 ,  1 154 ,   268 ,   488 ,   449 ,   231 ,  1 190 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,,,,,
,Principal,,  56 025 ,  24 173 ,  3 306 ,  3 777 ,   808 ,   980 ,  1 765 ,  2 377 ,  1 723 ,  2 494 ,   258 ,   841 ,   593 ,   731 ,  4 520 
,,Sector primário,  6 725 ,  3 021 ,   276 ,   400 ,   90 ,   202 ,   247 ,   248 ,   409 ,   224 ,   29 ,   137 ,   115 ,   91 ,   553 
,,Sector secundário,  20 651 ,  9 024 ,  1 623 ,  1 497 ,   250 ,   240 ,   537 ,  1 071 ,   611 ,   792 ,   110 ,   234 ,   204 ,   247 ,  1 608 
,,Sector terciário,  28 649 ,  12 128 ,  1 407 ,  1 880 ,   468 ,   538 ,   981 ,  1 058 ,   703 ,  1 478 ,   119 ,   470 ,   274 ,   393 ,  2 359 
,Secundária,,  2 031 ,  1 189 ,   189 ,   119 ,   1 ,   143 ,   119 ,   134 ,   104 ,   27 ,   5 ,   132 ,   58 ,- ,   158 
,,Sector primário,  1 107 ,   666 ,   88 ,   83 ,   1 ,   91 ,   75 ,   69 ,   79 ,   6 ,   1 ,   93 ,   18 ,- ,   62 
,,Sector secundário,   302 ,   154 ,   34 ,   13 ,- ,   13 ,   15 ,   24 ,   11 ,   3 ,   1 ,   10 ,   7 ,- ,   23 
,,Sector terciário,   622 ,   369 ,   67 ,   23 ,- ,   39 ,   29 ,   41 ,   14 ,   18 ,   3 ,   29 ,   33 ,- ,   73 
Situação na profissão exterior à exploração,,,,,,,,,,,,,,,,,
,Patrão/empregador,,  5 442 ,  2 035 ,   313 ,   274 ,   87 ,   67 ,   123 ,   152 ,   138 ,   260 ,   24 ,   47 ,   41 ,   81 ,   428 
,Trabalhador por conta própria,,  9 069 ,  3 949 ,   484 ,   436 ,   157 ,   207 ,   280 ,   385 ,   289 ,   497 ,   28 ,   182 ,   121 ,   128 ,   755 
,Trabalhador por conta de outrem,,  42 446 ,  18 856 ,  2 657 ,  3 065 ,   546 ,   832 ,  1 475 ,  1 921 ,  1 380 ,  1 695 ,   206 ,   733 ,   473 ,   495 ,  3 378 
,Trabalhador familiar remunerado,,   565 ,   375 ,   33 ,   112 ,   8 ,   10 ,   5 ,   49 ,   9 ,   49 ,   4 ,   7 ,   9 ,   12 ,   68 
,Outra situação,,   534 ,   147 ,   8 ,   9 ,   11 ,   7 ,   1 ,   4 ,   11 ,   20 ,   1 ,   4 ,   7 ,   15 ,   49 
Dirigente na população familiar,,,  59 863 ,  22 836 ,  3 097 ,  2 633 ,   785 ,  1 107 ,  1 653 ,  2 245 ,  1 957 ,  2 590 ,   305 ,  1 007 ,   790 ,   677 ,  3 990 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,,,,
