Actividade renumerada exterior à exploração da população agrícola familiar (Médio Tejo),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.4/5
,,,LISBOA E VALE DO TEJO,Médio Tejo,Abrantes,Alcanena,Constância,Entroncamento,Ferreira do Zêzere,Ourém,Sardoal,Tomar,Torres Novas,Vila Nova da Barquinha
,,,nº de indivíduos,,,,,,,,,,,
População agrícola familiar,,,  170 116 ,  34 889 ,  4 884 ,  2 299 ,   262 ,   108 ,  3 686 ,  9 546 ,  1 842 ,  6 322 ,  5 707 ,   233 
,Actividade exterior - principal,,  56 025 ,  11 232 ,  1 438 ,   788 ,   90 ,   32 ,  1 090 ,  3 170 ,   560 ,  1 973 ,  2 020 ,   71 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  5 978 ,   465 ,   118 ,   15 ,   1 ,   1 ,   78 ,   82 ,   20 ,   68 ,   77 ,   5 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   542 ,   150 ,   24 ,   2 ,- ,- ,   49 ,   29 ,   20 ,   16 ,   10 ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   205 ,   8 ,   1 ,- ,- ,- ,   2 ,   1 ,- ,   3 ,   1 ,- 
,,Ind. alimentares das bebidas e do tabaco,  1 334 ,   160 ,   34 ,   6 ,- ,- ,   18 ,   23 ,   9 ,   28 ,   42 ,- 
,,Outras indústrias,  10 475 ,  2 520 ,   174 ,   355 ,   9 ,   12 ,   152 ,   805 ,   95 ,   284 ,   621 ,   13 
,,"Prod. e distribuição de  electricidade, gás e água",   803 ,   164 ,   30 ,   10 ,- ,- ,   25 ,   17 ,   6 ,   20 ,   55 ,   1 
,,Construção,  8 039 ,  2 116 ,   206 ,   50 ,   3 ,   4 ,   262 ,   815 ,   120 ,   464 ,   188 ,   4 
,,Comércio por grosso e retalho,  7 781 ,  1 393 ,   164 ,   114 ,   9 ,   4 ,   95 ,   440 ,   66 ,   213 ,   279 ,   9 
,,Alojamento e restauração,  1 279 ,   328 ,   25 ,   27 ,- ,   2 ,   30 ,   133 ,   8 ,   40 ,   57 ,   6 
,,Administração pública,  3 151 ,   712 ,   145 ,   19 ,   6 ,   3 ,   97 ,   124 ,   78 ,   120 ,   110 ,   10 
,,Educação,  1 827 ,   502 ,   108 ,   34 ,   6 ,   3 ,   38 ,   95 ,   15 ,   79 ,   123 ,   1 
,,Saúde e acção social,  1 420 ,   339 ,   58 ,   12 ,   3 ,- ,   40 ,   61 ,   25 ,   54 ,   83 ,   3 
,,Outras,  13 191 ,  2 375 ,   351 ,   144 ,   53 ,   3 ,   204 ,   545 ,   98 ,   584 ,   374 ,   19 
,Actividade exterior - secundária,,  2 031 ,   124 ,   9 ,   22 ,   1 ,   1 ,   13 ,   20 ,   35 ,   15 ,   8 ,- 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  1 064 ,   43 ,   3 ,   6 ,- ,- ,   8 ,   8 ,   8 ,   6 ,   4 ,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   25 ,   1 ,- ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   18 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,   19 ,   4 ,   1 ,- ,- ,- ,- ,   2 ,- ,   1 ,- ,- 
,,Outras indústrias,   88 ,   22 ,   1 ,   2 ,- ,- ,   1 ,   1 ,   13 ,   1 ,   3 ,- 
,,"Prod. e distribuição de  electricidade, gás e água",   3 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Construção,   192 ,   19 ,   2 ,   6 ,- ,- ,- ,   3 ,   7 ,   1 ,- ,- 
,,Comércio por grosso e retalho,   334 ,   14 ,- ,   3 ,   1 ,   1 ,   1 ,   1 ,   3 ,   3 ,   1 ,- 
,,Alojamento e restauração,   39 ,   3 ,- ,   2 ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,Administração pública,   15 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Educação,   9 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,   6 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras,   219 ,   18 ,   2 ,   3 ,- ,- ,   3 ,   5 ,   2 ,   3 ,- ,- 
Produtor Singular,,,  59 944 ,  13 354 ,  2 103 ,   836 ,   113 ,   42 ,  1 432 ,  3 543 ,   699 ,  2 481 ,  2 021 ,   84 
,Actividade exterior - principal,,  21 183 ,  4 506 ,   623 ,   304 ,   41 ,   13 ,   479 ,  1 220 ,   209 ,   868 ,   722 ,   27 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  2 887 ,   254 ,   62 ,   5 ,- ,- ,   39 ,   52 ,   13 ,   40 ,   42 ,   1 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   300 ,   95 ,   13 ,   1 ,- ,- ,   34 ,   20 ,   13 ,   10 ,   4 ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   112 ,   4 ,- ,- ,- ,- ,   2 ,- ,- ,   1 ,   1 ,- 
