Principais características do produtor singular - Mulher (Lezíria do Tejo),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.15/15
,,,Lezíria do Tejo,Almeirim,Alpiarça,Azambuja,Benavente,Cartaxo,Chamusca,Coruche,Golegã,Rio Maior,Salvaterra de Magos,Santarém
,,,nº de indivíduos,,,,,,,,,,,
Mulher,,,,,,,,,,,,,,
Produtor singular,,,  2 381 ,   170 ,   110 ,   180 ,   85 ,   159 ,   102 ,   227 ,   56 ,   404 ,   143 ,   745 
,Autónomo,,  2 118 ,   149 ,   90 ,   160 ,   57 ,   147 ,   81 ,   201 ,   40 ,   387 ,   94 ,   712 
,Empresário,,   263 ,   21 ,   20 ,   20 ,   28 ,   12 ,   21 ,   26 ,   16 ,   17 ,   49 ,   33 
Nível de instrução,,,,,,,,,,,,,,
,Não sabe ler nem escrever,,   356 ,   32 ,   16 ,   23 ,   22 ,   15 ,   14 ,   45 ,   9 ,   41 ,   34 ,   105 
,Sabe ler e escrever,,   395 ,   18 ,   15 ,   32 ,   6 ,   20 ,   17 ,   33 ,   5 ,   86 ,   14 ,   149 
,Básico - 1º ciclo,,  1 032 ,   74 ,   48 ,   74 ,   31 ,   73 ,   39 ,   91 ,   23 ,   173 ,   59 ,   347 
,Básico - 2º ciclo,,   235 ,   18 ,   11 ,   13 ,   6 ,   21 ,   15 ,   16 ,   5 ,   60 ,   20 ,   50 
,Básico - 3º ciclo,,   153 ,   10 ,   11 ,   17 ,   7 ,   8 ,   6 ,   21 ,   7 ,   19 ,   6 ,   41 
,Secundário agrícola,,   9 ,- ,   2 ,   1 ,   1 ,   1 ,- ,   1 ,- ,- ,- ,   3 
,Secundário não agrícola,,   105 ,   12 ,   6 ,   10 ,   8 ,   7 ,   7 ,   9 ,   2 ,   19 ,   2 ,   23 
,Politécnico / Superior agrícola,,   19 ,   1 ,- ,- ,- ,   2 ,- ,   3 ,   3 ,- ,   2 ,   8 
,Politécnico / Superior não agrícola,,   77 ,   5 ,   1 ,   10 ,   4 ,   12 ,   4 ,   8 ,   2 ,   6 ,   6 ,   19 
Formação profissional agrícola,,,,,,,,,,,,,,
,Exclusivamente prática,,  2 030 ,   130 ,   79 ,   156 ,   71 ,   138 ,   87 ,   194 ,   43 ,   349 ,   102 ,   681 
,Curta duração,,   54 ,   4 ,   5 ,   13 ,   1 ,   2 ,   2 ,- ,   1 ,   11 ,   3 ,   12 
,Longa duração,,   145 ,   17 ,   7 ,   7 ,   8 ,   3 ,   10 ,   20 ,   5 ,   16 ,   31 ,   21 
,Longa e curta duração,,   124 ,   18 ,   17 ,   3 ,   4 ,   13 ,   3 ,   9 ,   4 ,   28 ,   5 ,   20 
,Completa,,   28 ,   1 ,   2 ,   1 ,   1 ,   3 ,- ,   4 ,   3 ,- ,   2 ,   11 
Tempo de actividade agrícola ,,,,,,,,,,,,,,
,Tempo parcial,,  2 159 ,   128 ,   87 ,   164 ,   77 ,   150 ,   73 ,   227 ,   40 ,   381 ,   114 ,   718 
,,> 0 - < 25%,  1 111 ,   59 ,   27 ,   80 ,   35 ,   68 ,   34 ,   93 ,   21 ,   210 ,   46 ,   438 
,,25 - < 50%,   515 ,   26 ,   17 ,   49 ,   19 ,   53 ,   19 ,   46 ,   9 ,   56 ,   34 ,   187 
,,50 - < 75%,   239 ,   22 ,   16 ,   15 ,   8 ,   7 ,   12 ,   44 ,   7 ,   43 ,   13 ,   52 
,,75 - < 100%,   294 ,   21 ,   27 ,   20 ,   15 ,   22 ,   8 ,   44 ,   3 ,   72 ,   21 ,   41 
,Tempo completo,,   222 ,   42 ,   23 ,   16 ,   8 ,   9 ,   29 ,- ,   16 ,   23 ,   29 ,   27 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,,
,Principal,,   580 ,   42 ,   26 ,   52 ,   31 ,   39 ,   16 ,   65 ,   12 ,   98 ,   40 ,   159 
,,Sector primário,   112 ,   13 ,   11 ,   8 ,   7 ,   7 ,   4 ,   23 ,   2 ,   10 ,   15 ,   12 
,,Sector secundário,   101 ,   6 ,   6 ,   10 ,   7 ,   4 ,   1 ,   8 ,   1 ,   25 ,   6 ,   27 
,,Sector terciário,   367 ,   23 ,   9 ,   34 ,   17 ,   28 ,   11 ,   34 ,   9 ,   63 ,   19 ,   120 
,Secúndária,,   32 ,   7 ,- ,   1 ,   2 ,   2 ,- ,   4 ,- ,   2 ,   8 ,   6 
,,Sector primário,   19 ,   6 ,- ,   1 ,   2 ,   2 ,- ,   1 ,- ,- ,   5 ,   2 
,,Sector secundário,   3 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- ,   1 
,,Sector terciário,   10 ,- ,- ,- ,- ,- ,- ,   2 ,- ,   2 ,   3 ,   3 
Situação na profissão exterior à exploração,,,,,,,,,,,,,,
,Patrão/empregador,,   70 ,   9 ,   2 ,   3 ,   7 ,   7 ,   2 ,   10 ,- ,   3 ,   12 ,   15 
,Trabalhador por conta própria,,   104 ,   1 ,- ,   7 ,   7 ,   6 ,   2 ,   12 ,   3 ,   18 ,   5 ,   43 
,Trabalhador por conta de outrem,,   434 ,   39 ,   24 ,   43 ,   19 ,   28 ,   12 ,   47 ,   9 ,   78 ,   31 ,   104 
,Trabalhador familiar remunerado,,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outra situação,,   4 ,- ,- ,- ,- ,- ,- ,- ,- ,   1 ,- ,   3 
Produtor singular dirigente,,,  2 271 ,   164 ,   108 ,   155 ,   81 ,   137 ,   95 ,   201 ,   56 ,   401 ,   141 ,   732 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
