Principais características do produtor singular - Homem/Mulher (Médio Tejo),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,Pág.10/15
,,,Médio Tejo,Abrantes,Alcanena,Constância,Entroncamento,Ferreira do Zêzere,Ourém,Sardoal,Tomar,Torres Novas,Vila Nova da Barquinha
,,,nº de indivíduos,,,,,,,,,,
Homem/Mulher,,,,,,,,,,,,,
Produtor singular,,,  13 354 ,  2 103 ,   836 ,   113 ,   42 ,  1 432 ,  3 543 ,   699 ,  2 481 ,  2 021 ,   84 
,Autónomo,,  13 085 ,  2 068 ,   818 ,   110 ,   41 ,  1 395 ,  3 500 ,   694 ,  2 431 ,  1 950 ,   78 
,Empresário,,   269 ,   35 ,   18 ,   3 ,   1 ,   37 ,   43 ,   5 ,   50 ,   71 ,   6 
Nível de instrução,,,,,,,,,,,,,
,Não sabe ler nem escrever,,  1 392 ,   124 ,   100 ,   5 ,   3 ,   171 ,   530 ,   76 ,   207 ,   170 ,   6 
,Sabe ler e escrever,,  2 658 ,   400 ,   158 ,   25 ,   5 ,   327 ,   845 ,   129 ,   434 ,   327 ,   8 
,Básico - 1º ciclo,,  7 093 ,  1 164 ,   438 ,   59 ,   23 ,   775 ,  1 854 ,   351 ,  1 331 ,  1 060 ,   38 
,Básico - 2º ciclo,,   810 ,   120 ,   59 ,   9 ,   3 ,   69 ,   168 ,   58 ,   159 ,   154 ,   11 
,Básico - 3º ciclo,,   608 ,   95 ,   35 ,   4 ,   4 ,   41 ,   85 ,   37 ,   159 ,   137 ,   11 
,Secundário agrícola,,   20 ,   6 ,   1 ,- ,- ,   3 ,   1 ,   2 ,   1 ,   6 ,- 
,Secundário não agrícola,,   419 ,   88 ,   32 ,   1 ,   2 ,   31 ,   37 ,   20 ,   103 ,   98 ,   7 
,Politécnico / Superior agrícola,,   34 ,   5 ,- ,   3 ,- ,   3 ,   1 ,   2 ,   10 ,   10 ,- 
,Politécnico / Superior não agrícola,,   320 ,   101 ,   13 ,   7 ,   2 ,   12 ,   22 ,   24 ,   77 ,   59 ,   3 
Formação profissional agrícola,,,,,,,,,,,,,
