Actividade renumerada exterior à exploração da população agrícola familiar (Grande Lisboa),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.2/5
,,,LISBOA E VALE DO TEJO,Grande Lisboa,Amadora,Cascais,Loures,Odivelas,Oeiras,Sintra,Vila Franca de Xira
,,,nº de indivíduos,,,,,,,,
População agrícola familiar,,,  170 116 ,  9 235 ,   49 ,   158 ,  2 458 ,   193 ,   50 ,  4 203 ,  2 124 
,Actividade exterior - principal,,  56 025 ,  3 053 ,   11 ,   44 ,   718 ,   68 ,   20 ,  1 370 ,   822 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  5 978 ,   203 ,   1 ,- ,   58 ,   1 ,   1 ,   76 ,   66 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   542 ,   17 ,- ,- ,   7 ,- ,- ,   10 ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   205 ,   6 ,- ,- ,   3 ,- ,- ,- ,   3 
,,Ind. alimentares das bebidas e do tabaco,  1 334 ,   105 ,- ,   1 ,   48 ,   1 ,- ,   44 ,   11 
,,Outras indústrias,  10 475 ,   599 ,- ,   1 ,   144 ,   3 ,   1 ,   289 ,   161 
,,"Prod. e distribuição de  electricidade, gás e água",   803 ,   70 ,- ,- ,   31 ,   1 ,   1 ,   24 ,   13 
,,Construção,  8 039 ,   353 ,   1 ,   4 ,   84 ,   2 ,   4 ,   174 ,   84 
,,Comércio por grosso e retalho,  7 781 ,   495 ,   3 ,   8 ,   93 ,   6 ,   2 ,   234 ,   149 
,,Alojamento e restauração,  1 279 ,   80 ,- ,   2 ,   11 ,   3 ,   1 ,   38 ,   25 
,,Administração pública,  3 151 ,   189 ,- ,   1 ,   41 ,   1 ,   1 ,   91 ,   54 
,,Educação,  1 827 ,   78 ,- ,- ,   22 ,   5 ,   1 ,   29 ,   21 
,,Saúde e acção social,  1 420 ,   85 ,- ,   2 ,   22 ,   2 ,   1 ,   36 ,   22 
,,Outras,  13 191 ,   773 ,   6 ,   25 ,   154 ,   43 ,   7 ,   325 ,   213 
,Actividade exterior - secundária,,  2 031 ,   44 ,- ,- ,   11 ,   2 ,- ,   23 ,   8 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  1 064 ,   13 ,- ,- ,- ,   1 ,- ,   7 ,   5 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   25 ,- ,- ,- ,- ,- ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   18 ,- ,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,   19 ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras indústrias,   88 ,   7 ,- ,- ,   2 ,   1 ,- ,   4 ,- 
,,"Prod. e distribuição de  electricidade, gás e água",   3 ,- ,- ,- ,- ,- ,- ,- ,- 
,,Construção,   192 ,   8 ,- ,- ,   2 ,- ,- ,   5 ,   1 
,,Comércio por grosso e retalho,   334 ,   3 ,- ,- ,   1 ,- ,- ,   2 ,- 
,,Alojamento e restauração,   39 ,   1 ,- ,- ,- ,- ,- ,   1 ,- 
,,Administração pública,   15 ,- ,- ,- ,- ,- ,- ,- ,- 
,,Educação,   9 ,- ,- ,- ,- ,- ,- ,- ,- 
