Principais Culturas Temporárias (Total e Pinhal Interior Sul),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,, ,,,,pág. 1/6
Região Agrária,,,Total,,Cultura Principal,,Cultura Secundária,,,,,
Nut III,,,,,,,Total,,Sucessiva,,Associada sob-coberto de permanentes,
Concelho,,,Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha)
BEIRA INTERIOR,,,,,,,,,,,,
,,Culturas temporárias,"34,684","149,934","31,046","121,651","18,677","28,291","12,097","20,473","10,429","7,829"
,,Cereais para grão,"20,467","41,656","18,127","39,476","4,348","2,172",946,"1,027","3,488","1,136"
,,Leguminosas secas para grão,"7,336","1,637","6,421","1,380","1,199",235,177,89,"1,026",145
,,Prados temporários,820,"2,335",714,"2,125",152,202,- ,- ,152,202
,,Culturas forrageiras,"25,281","96,219","20,241","71,082","15,815","25,154","11,559","19,200","7,318","5,962"
,,Batata,"16,153","4,730","14,420","4,268","2,557",453,298,117,"2,279",330
,,Beterraba sacarina,4,2,4,2,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,103,"2,791",100,"2,777",4,14,1,... ,3,o 
,,Culturas hortícolas,"1,910",492,"1,780",453,178,39,36,9,143,30
,,Flores e plantas ornamentais,40,2,37,2,4,o ,1,... ,3,o 
,,Sementes de culturas forrageiras,24,15,23,15,2,... ,2,... ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,87,37,85,37,2,... ,- ,- ,2,... 
,,Outras culturas temporárias,45,25,33,23,12,2,5,o ,8,2
Pinhal Interior Sul,,,,,,,,,,,,
,,Culturas temporárias,"5,643","5,075","3,836","2,473","4,490","2,598","1,898",896,"3,870","1,707"
,,Cereais para grão,"3,816","1,299","2,510",861,"1,954",437,55,12,"1,915",425
,,Leguminosas secas para grão,444,30,275,17,176,11,4,1,173,11
,,Prados temporários,66,49,43,37,34,10,- ,- ,34,10
,,Culturas forrageiras,"4,536","3,523","2,615","1,469","3,728","2,055","1,866",877,"3,016","1,182"
,,Batata,850,167,428,82,483,78,38,5,453,73
