Principais características do Produtor Singular - Homem/Mulher (Total e Pinhal Interior Sul),,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 1/15
,,,BEIRA INTERIOR,Pinhal Interior Sul,Mação,Oleiros,Proença-a-Nova,Sertã,Vila de Rei
,,,nº de indivíduos,,,,,,
Homem / Mulher,,,,,,,,,
Produtor singular,,,"47,939","7,888","1,424","1,603","1,820","2,521",520
,Autónomo,,"47,001","7,836","1,408","1,603","1,810","2,497",518
,Empresário,,938,52,16,- ,10,24,2
Nível de instrução,,,,,,,,,
,Não sabe ler nem escrever,,"10,039","1,506",175,334,380,580,37
,Sabe ler e escrever,,"8,598","1,678",257,337,346,594,144
,Basico - 1º ciclo,,"23,223","3,914",778,802,876,"1,153",305
,Basico - 2º ciclo,,"2,467",358,82,57,98,101,20
,Basico - 3º ciclo,,"1,456",176,59,32,42,41,2
,Secúndário agrícola,,82,14,2,4,4,3,1
,Secúndário não agrícola,,840,102,25,18,27,24,8
,Politécnico superior agrícola,,172,19,9,1,5,4,- 
,Politécnico superior não agrícola,,"1,062",121,37,18,42,21,3
Formação profissional agrícola,,,,,,,,,
,Exclusivamente prática,,"46,362","7,763","1,396","1,591","1,786","2,476",514
,Curta duração,,717,56,10,4,21,18,3
,Longa duração,,386,24,5,3,3,12,1
,Longa e curta duração,,220,12,2,- ,1,8,1
,Completa,,254,33,11,5,9,7,1
Tempo de actividade agrícola ,,,,,,,,,
,Tempo parcial,,"44,210","7,709","1,401","1,546","1,798","2,446",518
,,> 0 - < 25%,"14,633","3,152",569,478,905,987,213
,,25 - < 50%,"12,520","2,214",415,508,482,623,186
,,50 - < 75%,"8,681","1,524",316,275,210,623,100
,,75 - < 100%,"8,376",819,101,285,201,213,19
,Tempo completo,,"3,729",179,23,57,22,75,2
Actividades remuneradas exterior à exploração,,,,,,,,,
,Principal,,"12,896","2,259",340,485,585,718,131
,,Sector primário,"1,769",462,39,95,73,240,15
,,Sector secundário,"4,527",663,115,138,189,169,52
,,Sector terciário,"6,600","1,134",186,252,323,309,64
,Secúndária,,564,62,12,- ,7,16,27
,,Sector primário,255,33,4,- ,4,12,13
,,Sector secundário,124,12,4,- ,3,1,4
,,Sector terciário,185,17,4,- ,- ,3,10
Situação na profissão exterior à exploração,,,,,,,,,
,Patrão/empregador,,"1,660",255,48,40,63,85,19
,Trabalhador por conta própria,,"2,725",527,78,127,115,157,50
,Trabalhador por conta de outrem,,"8,493","1,516",222,315,405,486,88
,Trabalhador familiar remunerado,,23,4,1,- ,2,1,- 
,Outra situação,,559,19,3,3,7,5,1
Prod. sing. dirigente,,,"47,024","7,780","1,417","1,593","1,784","2,468",518
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
