Mão-de-obra não familiar permanente segundo o tempo de actividade (Cova da Beira),,,,,,
,,,,,,1999
,,,,,,pág. 5/5
,,,Cova da Beira,Belmonte,Covilhã,Fundão
,,,nº de indivíduos,,,
Tempo de actividade agrícola dos trabalhadores permanentes,,,612,65,234,313
,Tempo parcial,,285,9,113,163
,,> 0 - < 25%,29,2,15,12
,,25 - < 50%,58,5,20,33
,,50 - < 75%,69,2,14,53
,,75 - < 100%,129,- ,64,65
,Tempo completo,,327,56,121,150
Homem,,,471,53,185,233
,Tempo parcial,,215,8,84,123
,,> 0 - < 25%,25,2,13,10
,,25 - < 50%,48,5,17,26
,,50 - < 75%,49,1,12,36
,,75 - < 100%,93,- ,42,51
,Tempo completo,,256,45,101,110
Mulher,,,141,12,49,80
,Tempo parcial,,70,1,29,40
,,> 0 - < 25%,4,- ,2,2
,,25 - < 50%,10,- ,3,7
,,50 - < 75%,20,1,2,17
,,75 - < 100%,36,- ,22,14
,Tempo completo,,71,11,20,40
Tempo de actividade agrícola dos dirigentes assalariados,,,111,6,50,55
,Tempo parcial,,80,2,36,42
,,> 0 - < 25%,20,- ,11,9
,,25 - < 50%,25,2,10,13
,,50 - < 75%,12,- ,5,7
,,75 - < 100%,23,- ,10,13
,Tempo completo,,31,4,14,13
Homem,,,100,5,45,50
,Tempo parcial,,73,2,32,39
,,> 0 - < 25%,17,- ,10,7
,,25 - < 50%,24,2,9,13
,,50 - < 75%,11,- ,4,7
,,75 - < 100%,21,- ,9,12
,Tempo completo,,27,3,13,11
Mulher,,,11,1,5,5
,Tempo parcial,,7,- ,4,3
,,> 0 - < 25%,3,- ,1,2
,,25 - < 50%,1,- ,1,- 
,,50 - < 75%,1,- ,1,- 
,,75 - < 100%,2,- ,1,1
,Tempo completo,,4,1,1,2
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,501,59,184,258
,Tempo parcial,,205,7,77,121
,,> 0 - < 25%,9,2,4,3
,,25 - < 50%,33,3,10,20
,,50 - < 75%,57,2,9,46
,,75 - < 100%,106,- ,54,52
,Tempo completo,,296,52,107,137
Homem,,,371,48,140,183
,Tempo parcial,,142,6,52,84
,,> 0 - < 25%,8,2,3,3
,,25 - < 50%,24,3,8,13
,,50 - < 75%,38,1,8,29
,,75 - < 100%,72,- ,33,39
,Tempo completo,,229,42,88,99
Mulher,,,130,11,44,75
,Tempo parcial,,63,1,25,37
,,> 0 - < 25%,1,- ,1,- 
,,25 - < 50%,9,- ,2,7
,,50 - < 75%,19,1,1,17
,,75 - < 100%,34,- ,21,13
,Tempo completo,,67,10,19,38
"Fonte: INE, Recemseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,
