Principais Características da População Familiar - Mulher (Cova da Beira),,,,,,,,
,,,,,,1999,,
,,,,,,pág. 15/15,,
,,,Cova da Beira,Belmonte,Covilhã,Fundão,,
,,,nº de indivíduos,,,,,
Mulher,,,,,,,,
População familiar,,,"10,942","1,287","3,653","6,002",,
Nível de instrução,,,,,,,,
,Não sabe ler nem escrever,,"2,806",295,815,"1,696",,
,Sabe ler e escrever,,"1,798",213,580,"1,005",,
,Básico - 1º ciclo,,"3,512",462,"1,253","1,797",,
,Básico - 2º ciclo,,957,99,347,511,,
,Básico - 3º ciclo,,874,84,326,464,,
,Secundário agrícola,,19,2,6,11,,
,Secundário não agrícola,,541,66,171,304,,
,Politécnico / Superior agrícola,,22,3,8,11,,
,Politécnico / Superior não agrícola,,413,63,147,203
Formação profissional agrícola,,,,,,
,Exclusivamente prática,,"9,359","1,142","3,111","5,106"
,Curta duração,,65,3,18,44
,Longa duração,,45,6,15,24
,Longa e curta duração,,19,6,7,6
,Completa,,41,5,14,22
Tempo de actividade agrícola ,,,,,,
,Sem actividade,,"1,711",146,609,956
,Tempo parcial,,"8,646","1,032","2,975","4,639"
,,> 0 - < 25%,"3,865",483,"1,583","1,799"
,,25 - < 50%,"2,055",302,664,"1,089"
,,50 - < 75%,"1,459",145,430,884
,,75 - < 100%,"1,267",102,298,867
,Tempo completo,,585,109,69,407
Actividades remuneradas exterior à exploração,,,,,,
,Principal,,"2,127",275,800,"1,052"
,,Sector primário,129,3,42,84
,,Sector secundário,682,125,340,217
,,Sector terciário,"1,316",147,418,751
,Secundária,,96,1,29,66
,,Sector primário,11,- ,10,1
,,Sector secundário,15,- ,9,6
,,Sector terciário,70,1,10,59
Situação na profissão exterior à exploração,,,,,,
,Patrão/empregador,,87,11,29,47
,Trabalhador por conta própria,,251,24,78,149
,Trabalhador por conta de outrem,,"1,738",211,661,866
,Trabalhador familiar remunerado,,14,1,6,7
,Outra situação,,133,29,55,49
Dirigente na população familiar,,,"1,629",175,469,985
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,
