Actividade renumerada exterior à exploração da população agrícola familiar (Página 3),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 3/6
,,,Fafe,Guimarães,Póvoa de Lanhoso,Santo Tirso,Trofa,Vieira do Minho,Vila Nova de Famalicão,Vizela,Grande Porto,Espinho
,,,nº de indivíduos,,,,,,,,,
População agrícola familiar,,,"7,471","7,185","4,033","2,829","1,259","4,399","6,418",805,"17,639",106
,Actividade exterior - principal,,"2,332","2,782","1,272",992,284,"1,063","2,222",313,"4,290",35
,,"Agric, prod. animal, caça e activ. seviços relacionados",34,75,64,6,6,28,53,6,195,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",18,17,17,- ,- ,11,16,- ,20,- 
,,"Pesca, aquacultura e activ. seviços relacionados",1,1,- ,1,- ,1,- ,- ,9,- 
,,Ind. alimentares das bebidas e do tabaco,43,29,17,4,5,5,73,1,112,3
,,Outras indústrias,"1,072","1,741",430,530,165,171,"1,228",222,"1,271",14
,,"Prod. e distribuição de  electricidade, gás e água",22,14,23,7,- ,12,31,1,51,- 
,,Construção,536,278,252,102,19,387,115,20,646,4
,,Comércio por grosso e retalho,70,171,124,68,31,105,203,18,506,2
,,Alojamento e restauração,83,39,41,11,9,53,32,1,115,- 
,,Administração pública,126,49,23,31,3,84,57,2,174,1
,,Educação,66,94,52,58,11,48,95,4,213,2
,,Saúde e acção social,38,41,38,52,11,27,67,4,123,1
,,Outras,223,233,191,122,24,131,252,34,855,8
,Actividade exterior - secundária,,75,73,54,1,9,71,7,6,71,- 
,,"Agric, prod. animal, caça e activ. seviços relacionados",46,36,33,1,2,28,1,4,24,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",2,1,1,- ,- ,3,- ,- ,1,- 
,,"Pesca, aquacultura e activ. seviços relacionados",- ,- ,- ,- ,- ,1,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,2,- ,- ,- ,1,- ,- ,- ,4,- 
,,Outras indústrias,8,12,- ,- ,- ,1,1,1,6,- 
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,1,- ,- ,1,- 
,,Construção,5,6,3,- ,1,10,- ,1,2,- 
,,Comércio por grosso e retalho,5,4,4,- ,1,8,2,- ,11,- 
,,Alojamento e restauração,1,2,7,- ,- ,7,1,- ,2,- 
,,Administração pública,- ,1,2,- ,1,1,- ,- ,1,- 
,,Educação,- ,2,1,- ,- ,- ,- ,- ,1,- 
,,Saúde e acção social,- ,- ,- ,- ,1,1,- ,- ,- ,- 
,,Outras,6,9,3,- ,2,10,2,- ,18,- 
Produtor Singular,,,"2,018","1,753","1,046",790,327,"1,177","1,677",202,"4,489",34
,Actividade exterior - principal,,238,439,230,187,60,151,436,63,750,6
,,"Agric, prod. animal, caça e activ. seviços relacionados",9,28,41,3,3,11,19,5,26,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",4,5,2,- ,- ,5,4,- ,10,- 
,,"Pesca, aquacultura e activ. seviços relacionados",1,- ,- ,- ,- ,- ,- ,- ,2,- 
,,Ind. alimentares das bebidas e do tabaco,3,5,4,2,2,1,12,- ,25,1
,,Outras indústrias,70,205,43,90,26,13,206,30,212,2
,,"Prod. e distribuição de  electricidade, gás e água",3,4,4,1,- ,2,5,1,6,- 
,,Construção,45,48,40,19,6,34,20,6,105,2
,,Comércio por grosso e retalho,9,36,32,16,8,23,54,9,122,- 
,,Alojamento e restauração,12,5,1,- ,2,5,6,- ,17,- 
,,Administração pública,27,16,7,9,2,13,20,1,42,- 
,,Educação,10,14,12,5,3,6,16,- ,22,- 
,,Saúde e acção social,6,12,5,11,3,11,15,3,14,- 
,,Outras,39,61,39,31,5,27,59,8,147,1
,Actividade exterior - secundária,,47,54,36,1,8,39,6,3,48,- 
,,"Agric, prod. animal, caça e activ. seviços relacionados",30,28,28,1,2,17,- ,1,16,- 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",2,1,1,- ,- ,1,- ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",- ,- ,- ,- ,- ,1,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,1,- ,- ,- ,1,- ,- ,- ,2,- 
,,Outras indústrias,2,10,- ,- ,- ,- ,1,1,6,- 
,,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,- ,1,- 
,,Construção,4,2,2,- ,1,5,- ,1,1,- 
,,Comércio por grosso e retalho,4,3,1,- ,1,5,2,- ,10,- 
,,Alojamento e restauração,- ,2,1,- ,- ,4,1,- ,1,- 
,,Administração pública,- ,1,2,- ,1,- ,- ,- ,- ,- 
,,Educação,- ,2,- ,- ,- ,- ,- ,- ,1,- 
,,Saúde e acção social,- ,- ,- ,- ,- ,1,- ,- ,- ,- 
,,Outras,4,5,1,- ,2,5,2,- ,10,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
