Mão-de-obra agrícola não familiar permanente segundo o tempo de actividade (Página 6),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 6/6
,,,Penafiel,Resende,Ribeira de Pena,Entre Douro e Vouga,Arouca,Oliveira de Azeméis,Santa Maria da Feira,São João da Madeira,Vale de Cambra
,,,nº de indivíduos,,,,,,,,
Tempo de actividade agrícola dos trabalhadores permanentes,,,561,98,25,240,56,92,61,- ,31
,Tempo parcial,,350,43,14,88,23,19,24,- ,22
,,> 0 - < 25%,148,9,1,37,13,4,14,- ,6
,,25 - < 50%,103,3,1,10,3,1,3,- ,3
,,50 - < 75%,48,7,1,16,- ,4,4,- ,8
,,75 - < 100%,51,24,11,25,7,10,3,- ,5
,Tempo completo,,211,55,11,152,33,73,37,- ,9
Homem,,,337,69,15,139,42,44,42,- ,11
,Tempo parcial,,179,32,13,53,17,12,17,- ,7
,,> 0 - < 25%,80,5,- ,24,8,4,11,- ,1
,,25 - < 50%,48,2,1,8,2,1,2,- ,3
,,50 - < 75%,25,5,1,7,- ,2,3,- ,2
,,75 - < 100%,26,20,11,14,7,5,1,- ,1
,Tempo completo,,158,37,2,86,25,32,25,- ,4
Mulher,,,224,29,10,101,14,48,19,- ,20
,Tempo parcial,,171,11,1,35,6,7,7,- ,15
,,> 0 - < 25%,68,4,1,13,5,- ,3,- ,5
,,25 - < 50%,55,1,- ,2,1,- ,1,- ,- 
,,50 - < 75%,23,2,- ,9,- ,2,1,- ,6
,,75 - < 100%,25,4,- ,11,- ,5,2,- ,4
,Tempo completo,,53,18,9,66,8,41,12,- ,5
Tempo de actividade agrícola dos dirigentes assalariados,,,51,8,3,50,11,21,5,- ,13
,Tempo parcial,,34,7,3,28,7,9,5,- ,7
,,> 0 - < 25%,14,4,- ,13,5,3,2,- ,3
,,25 - < 50%,8,1,1,5,2,1,- ,- ,2
,,50 - < 75%,6,1,1,5,- ,1,2,- ,2
,,75 - < 100%,6,1,1,5,- ,4,1,- ,- 
,Tempo completo,,17,1,- ,22,4,12,- ,- ,6
Homem,,,45,7,3,38,10,17,5,- ,6
,Tempo parcial,,28,6,3,22,6,7,5,- ,4
,,> 0 - < 25%,12,4,- ,10,4,3,2,- ,1
,,25 - < 50%,7,1,1,5,2,1,- ,- ,2
,,50 - < 75%,5,1,1,4,- ,1,2,- ,1
,,75 - < 100%,4,- ,1,3,- ,2,1,- ,- 
,Tempo completo,,17,1,- ,16,4,10,- ,- ,2
Mulher,,,6,1,- ,12,1,4,- ,- ,7
,Tempo parcial,,6,1,- ,6,1,2,- ,- ,3
,,> 0 - < 25%,2,- ,- ,3,1,- ,- ,- ,2
,,25 - < 50%,1,- ,- ,- ,- ,- ,- ,- ,- 
,,50 - < 75%,1,- ,- ,1,- ,- ,- ,- ,1
,,75 - < 100%,2,1,- ,2,- ,2,- ,- ,- 
,Tempo completo,,- ,- ,- ,6,- ,2,- ,- ,4
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,510,90,22,190,45,71,56,- ,18
,Tempo parcial,,316,36,11,60,16,10,19,- ,15
,,> 0 - < 25%,134,5,1,24,8,1,12,- ,3
,,25 - < 50%,95,2,- ,5,1,- ,3,- ,1
,,50 - < 75%,42,6,- ,11,- ,3,2,- ,6
,,75 - < 100%,45,23,10,20,7,6,2,- ,5
,Tempo completo,,194,54,11,130,29,61,37,- ,3
Homem,,,292,62,12,101,32,27,37,- ,5
,Tempo parcial,,151,26,10,31,11,5,12,- ,3
,,> 0 - < 25%,68,1,- ,14,4,1,9,- ,- 
,,25 - < 50%,41,1,- ,3,- ,- ,2,- ,1
,,50 - < 75%,20,4,- ,3,- ,1,1,- ,1
,,75 - < 100%,22,20,10,11,7,3,- ,- ,1
,Tempo completo,,141,36,2,70,21,22,25,- ,2
Mulher,,,218,28,10,89,13,44,19,- ,13
,Tempo parcial,,165,10,1,29,5,5,7,- ,12
,,> 0 - < 25%,66,4,1,10,4,- ,3,- ,3
,,25 - < 50%,54,1,- ,2,1,- ,1,- ,- 
,,50 - < 75%,22,2,- ,8,- ,2,1,- ,5
,,75 - < 100%,23,3,- ,9,- ,3,2,- ,4
,Tempo completo,,53,18,9,60,8,39,12,- ,1
"Fonte: INE, Recemseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
