Produtor singular segundo a dimensão económica e as classes de idade (Página 1),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
Entre Douro e Minho,,,,,,,,,,,
,,,Total,"66,576","21,893","23,421","12,374","4,847","3,048",930,63
,,,15 - 24,227,53,32,36,38,49,17,2
,,,25 - 34,"2,866",739,791,486,324,371,147,8
,,,35 - 44,"8,978","2,636","2,820","1,657",863,701,282,19
,,,45 - 54,"14,025","4,040","4,963","2,775","1,170",811,250,16
,,,55 - 64,"18,660","5,828","6,974","3,769","1,318",618,144,9
,,,>= 65,"21,820","8,597","7,841","3,651","1,134",498,90,9
,Minho Lima,,,,,,,,,,
,,,Total,"16,511","6,844","6,407","2,322",584,305,46,3
,,,15 - 24,28,9,4,4,4,6,1,- 
,,,25 - 34,531,191,181,70,35,43,11,- 
,,,35 - 44,"2,067",818,774,284,108,67,14,2
,,,45 - 54,"3,612","1,298","1,490",592,142,82,8,- 
,,,55 - 64,"4,970","1,940","2,038",761,166,61,4,- 
,,,>= 65,"5,303","2,588","1,920",611,129,46,8,1
,,Arcos de Valdevez,,,,,,,,,
,,,Total,"3,037","1,369","1,164",383,92,24,5,- 
,,,15 - 24,6,2,2,1,- ,1,- ,- 
,,,25 - 34,69,27,20,10,6,5,1,- 
,,,35 - 44,333,137,123,40,19,10,4,- 
,,,45 - 54,592,219,260,83,26,4,- ,- 
,,,55 - 64,932,393,367,144,26,2,- ,- 
,,,>= 65,"1,105",591,392,105,15,2,- ,- 
,,Caminha,,,,,,,,,
,,,Total,533,185,241,80,14,12,1,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,17,3,7,4,- ,3,- ,- 
,,,35 - 44,89,28,44,14,1,2,- ,- 
,,,45 - 54,127,42,59,16,6,3,1,- 
,,,55 - 64,158,51,76,24,4,3,- ,- 
,,,>= 65,142,61,55,22,3,1,- ,- 
,,Melgaço,,,,,,,,,
,,,Total,"1,341",798,375,122,35,11,- ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,24,13,5,2,2,2,- ,- 
,,,35 - 44,135,80,35,12,6,2,- ,- 
,,,45 - 54,281,152,87,31,9,2,- ,- 
,,,55 - 64,420,227,134,46,10,3,- ,- 
,,,>= 65,481,326,114,31,8,2,- ,- 
,,Monção,,,,,,,,,
,,,Total,"2,183",928,918,255,55,25,2,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,64,26,26,4,5,3,- ,- 
,,,35 - 44,259,108,107,31,10,3,- ,- 
,,,45 - 54,505,187,223,78,10,7,- ,- 
,,,55 - 64,662,256,307,77,16,5,1,- 
,,,>= 65,693,351,255,65,14,7,1,- 
,,Paredes de Coura,,,,,,,,,
,,,Total,"1,136",668,355,77,20,12,2,2
,,,15 - 24,4,2,- ,- ,1,1,- ,- 
,,,25 - 34,39,22,11,1,4,1,- ,- 
,,,35 - 44,153,80,45,15,5,4,2,2
,,,45 - 54,233,120,78,26,5,4,- ,- 
,,,55 - 64,330,187,117,22,3,1,- ,- 
,,,>= 65,377,257,104,13,2,1,- ,- 
,,Ponte da Barca,,,,,,,,,
,,,Total,"1,111",438,492,139,28,12,2,- 
,,,15 - 24,1,- ,- ,1,- ,- ,- ,- 
,,,25 - 34,38,14,15,3,4,- ,2,- 
,,,35 - 44,172,70,70,23,7,2,- ,- 
,,,45 - 54,228,80,106,34,7,1,- ,- 
,,,55 - 64,320,118,152,38,7,5,- ,- 
,,,>= 65,352,156,149,40,3,4,- ,- 
,,Ponte de Lima,,,,,,,,,
,,,Total,"3,673","1,136","1,550",689,169,115,13,1
,,,15 - 24,10,4,- ,1,3,2,- ,- 
,,,25 - 34,163,56,57,23,5,17,5,- 
,,,35 - 44,506,176,197,90,19,23,1,- 
,,,45 - 54,895,253,389,182,34,34,3,- 
,,,55 - 64,"1,092",315,478,220,59,20,- ,- 
,,,>= 65,"1,007",332,429,173,49,19,4,1
,,Valença,,,,,,,,,
,,,Total,761,355,285,94,17,9,1,- 
,,,15 - 24,4,1,2,- ,- ,1,- ,- 
,,,25 - 34,23,7,8,5,2,1,- ,- 
,,,35 - 44,86,34,35,11,3,2,1,- 
,,,45 - 54,168,65,72,23,5,3,- ,- 
,,,55 - 64,239,111,86,37,3,2,- ,- 
,,,>= 65,241,137,82,18,4,- ,- ,- 
,,Viana do Castelo,,,,,,,,,
,,,Total,"2,369",762,909,461,146,75,16,- 
,,,15 - 24,3,- ,- ,1,- ,1,1,- 
,,,25 - 34,84,18,30,18,7,8,3,- 
,,,35 - 44,285,78,104,45,37,17,4,- 
,,,45 - 54,498,149,181,109,36,20,3,- 
,,,55 - 64,700,213,282,148,36,19,2,- 
,,,>= 65,799,304,312,140,30,10,3,- 
,,Vila Nova da Cerveira,,,,,,,,,
,,,Total,367,205,118,22,8,10,4,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,10,5,2,- ,- ,3,- ,- 
,,,35 - 44,49,27,14,3,1,2,2,- 
,,,45 - 54,85,31,35,10,4,4,1,- 
,,,55 - 64,117,69,39,5,2,1,1,- 
,,,>= 65,106,73,28,4,1,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
