Principais características do produtor singular - Mulher (Página 6),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 18/18
,,,Penafiel,Resende,Ribeira de Pena,Entre Douro e Vouga,Arouca,Oliveira de Azeméis,Santa Maria da Feira,São João da Madeira,Vale de Cambra
,,,nº de indivíduos,,,,,,,,
Mulher,,,,,,,,,,,
Produtor singular,,,622,368,238,"1,949",745,379,426,- ,399
,Autónomo,,593,360,237,"1,927",742,369,419,- ,397
,Empresário,,29,8,1,22,3,10,7,- ,2
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,101,83,66,245,92,38,66,- ,49
,Sabe ler e escrever,,161,91,56,451,120,113,129,- ,89
,Básico - 1º ciclo,,289,140,97,"1,013",433,177,204,- ,199
,Básico - 2º ciclo,,39,33,12,186,74,42,19,- ,51
,Básico - 3º ciclo,,6,6,3,21,12,1,4,- ,4
,Secundário agrícola,,- ,- ,- ,1,1,- ,- ,- ,- 
,Secundário não agrícola,,12,5,- ,14,6,4,1,- ,3
,Politécnico / Superior agrícola,,1,1,- ,- ,- ,- ,- ,- ,- 
,Politécnico / Superior não agrícola,,13,9,4,18,7,4,3,- ,4
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,583,340,229,"1,883",730,361,411,- ,381
,Curta duração,,24,13,4,39,9,15,5,- ,10
,Longa duração,,5,12,1,17,4,1,5,- ,7
,Longa e curta duração,,9,2,4,9,1,2,5,- ,1
,Completa,,1,1,- ,1,1,- ,- ,- ,- 
Tempo de actividade agrícola ,,,,,,,,,,,
,Tempo parcial,,346,273,178,827,209,221,313,- ,84
,,> 0 - < 25%,71,40,50,115,28,24,47,- ,16
,,25 - < 50%,53,55,44,130,39,24,48,- ,19
,,50 - < 75%,86,98,36,104,29,16,52,- ,7
,,75 - < 100%,136,80,48,478,113,157,166,- ,42
,Tempo completo,,276,95,60,"1,122",536,158,113,- ,315
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,63,23,15,128,44,35,24,- ,25
,,Sector primário,12,6,2,5,2,2,1,- ,- 
,,Sector secundário,12,- ,1,42,14,12,7,- ,9
,,Sector terciário,39,17,12,81,28,21,16,- ,16
,Secúndária,,4,11,3,17,3,2,10,- ,2
,,Sector primário,1,7,3,8,2,- ,5,- ,1
,,Sector secundário,2,3,- ,2,- ,- ,2,- ,- 
,,Sector terciário,1,1,- ,7,1,2,3,- ,1
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,9,1,1,13,1,4,4,- ,4
,Trabalhador por conta própria,,9,3,3,27,9,7,10,- ,1
,Trabalhador por conta de outrem,,47,30,10,98,34,22,20,- ,22
,Trabalhador familiar remunerado,,- ,- ,- ,2,1,1,- ,- ,- 
,Outra situação,,2,- ,4,5,2,3,- ,- ,- 
Produtor singular dirigente,,,549,305,193,"1,925",738,374,425,- ,388
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
