"Principais Características da População Familiar - Homem (Dão-Lafões, página 7)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 20/24
,,,Dão-Lafões,Aguiar da Beira,Carregal do Sal,Castro Daire,Mangualde,Mortágua,Nelas,Oliveira de Frades
,,,nº de indivíduos,,,,,,,
Homem,,,,,,,,,,
População familiar,,,"38,251","1,571","1,445","3,450","2,552","1,468","1,674","2,124"
Nível de instrução,,,,,,,,,,
,Não sabe ler nem escrever,,"4,702",317,131,603,360,110,124,207
,Sabe ler e escrever,,"5,270",207,239,652,168,173,201,274
,Básico - 1º ciclo,,"16,038",650,603,"1,285","1,234",702,854,878
,Básico - 2º ciclo,,"5,801",204,219,562,334,218,147,446
,Básico - 3º ciclo,,"3,353",112,147,218,193,113,165,220
,Secundário agrícola,,75,2,4,3,10,6,3,1
,Secundário não agrícola,,"1,966",57,58,96,121,97,101,65
,Politécnico / Superior agrícola,,93,4,5,4,7,3,6,1
,Politécnico / Superior não agrícola,,953,18,39,27,125,46,73,32
Formação profissional agrícola,,,,,,,,,,
,Exclusivamente prática,,"32,633","1,309","1,282","2,955","2,213","1,324","1,529","1,654"
,Curta duração,,545,9,1,20,25,8,39,100
,Longa duração,,156,10,- ,5,6,3,9,19
,Longa e curta duração,,89,5,1,1,9,2,3,15
,Completa,,168,6,9,7,17,9,9,2
Tempo de actividade agrícola ,,,,,,,,,,
,Sem actividade,,"4,628",118,163,421,245,208,65,256
,Tempo parcial,,"30,405","1,380","1,190","2,624","1,918","1,163","1,450","1,746"
,,> 0 - < 25%,"13,303",292,549,848,"1,044",513,668,964
,,25 - < 50%,"7,096",485,338,712,443,245,369,227
,,50 - < 75%,"2,851",91,137,401,205,45,204,108
,,75 - < 100%,"7,155",512,166,663,226,360,209,447
,Tempo completo,,"3,218",73,92,405,389,97,159,122
Actividades remuneradas exterior à exploração,,,,,,,,,,
,Principal,,"14,119",466,570,905,971,661,634,819
,,Sector primário,"1,504",25,87,76,108,187,81,89
,,Sector secundário,"7,380",273,294,425,450,264,368,483
,,Sector terciário,"5,235",168,189,404,413,210,185,247
,Secundária,,510,4,22,36,10,4,3,30
,,Sector primário,225,- ,10,12,5,3,- ,13
,,Sector secundário,190,2,8,15,- ,1,1,10
,,Sector terciário,95,2,4,9,5,- ,2,7
Situação na profissão exterior à exploração,,,,,,,,,,
,Patrão/empregador,,"1,261",51,62,70,91,56,48,84
,Trabalhador por conta própria,,"1,936",66,106,123,108,147,77,78
,Trabalhador por conta de outrem,,"11,052",256,414,716,747,450,496,678
,Trabalhador familiar remunerado,,79,10,- ,3,1,5,- ,6
,Outra situação,,301,87,10,29,34,7,16,3
Dirigente na população familiar,,,"16,149",715,791,"1,363","1,286",582,987,605
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
