"Principais características do Produtor Singular - Homem (Baixo Vouga, página 2)",,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 5/24
,,,Ílhavo,Mealhada,Murtosa,Oliveira do Bairro,Ovar,Sever do Vouga,Vagos
,,,nº de indivíduos,,,,,,
Homem,,,,,,,,,
Produtor singular,,,185,"1,255",208,"1,334",415,398,"1,344"
,Autónomo,,163,"1,168",152,"1,278",383,361,"1,275"
,Empresário,,22,87,56,56,32,37,69
Nível de instrução,,,,,,,,,
,Não sabe ler nem escrever,,21,61,8,72,17,18,112
,Sabe ler e escrever,,43,143,39,169,46,67,256
,Básico - 1º ciclo,,108,842,128,907,276,271,866
,Básico - 2º ciclo,,6,81,25,94,48,32,61
,Básico - 3º ciclo,,3,62,3,29,16,5,29
,Secundário agrícola,,- ,1,- ,4,1,- ,1
,Secundário não agrícola,,2,31,2,21,8,4,9
,Politécnico / Superior agrícola,,- ,6,2,5,1,1,1
,Politécnico / Superior não agrícola,,2,28,1,33,2,- ,9
Formação profissional agrícola,,,,,,,,,
,Exclusivamente prática,,177,"1,192",173,"1,297",357,357,"1,305"
,Curta duração,,- ,39,9,5,16,22,12
,Longa duração,,6,8,21,12,29,18,11
,Longa e curta duração,,2,9,3,11,11,- ,14
,Completa,,- ,7,2,9,2,1,2
Tempo de actividade agrícola ,,,,,,,,,
,Tempo parcial,,93,930,95,"1,206",335,229,979
,,> 0 - < 25%,14,344,35,433,38,50,308
,,25 - < 50%,29,248,26,234,147,86,268
,,50 - < 75%,27,103,10,58,68,51,123
,,75 - < 100%,23,235,24,481,82,42,280
,Tempo completo,,92,325,113,128,80,169,365
Actividades remuneradas exterior à exploração,,,,,,,,,
,Principal,,35,605,44,533,142,112,422
,,Sector primário,4,50,11,19,15,29,35
,,Sector secundário,22,242,15,338,92,58,243
,,Sector terciário,9,313,18,176,35,25,144
,Secúndária,,21,2,3,6,11,42,59
,,Sector primário,3,1,- ,1,1,19,16
,,Sector secundário,7,- ,1,1,8,13,30
,,Sector terciário,11,1,2,4,2,10,13
Situação na profissão exterior à exploração,,,,,,,,,
,Patrão/empregador,,4,77,2,91,15,9,77
,Trabalhador por conta própria,,11,143,16,112,19,44,67
,Trabalhador por conta de outrem,,41,387,29,326,118,101,337
,Trabalhador familiar remunerado,,- ,- ,- ,1,- ,- ,- 
,Outra situação,,- ,- ,- ,9,1,- ,- 
Produtor singular dirigente,,,182,"1,229",194,"1,192",408,361,"1,254"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
