"Principais Características da População Familiar - Homem (Pinhal Interior Norte, página 5)",,,,,,,,,,,,
,,,,,,,,,,1999,,
,,,,,,,,,,pág.14/24,,
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã,,
,,,nº de indivíduos,,,,,,,,,
Homem,,,,,,,,,,,,
População familiar,,,"14,344","1,419","2,477","1,297",104,670,397,444,,
Nível de instrução,,,,,,,,,,,,
,Não sabe ler nem escrever,,"1,696",145,275,143,8,61,66,33,,
,Sabe ler e escrever,,"2,131",261,336,209,11,85,63,26,,
,Básico - 1º ciclo,,"6,321",618,"1,057",623,51,310,163,236,,
,Básico - 2º ciclo,,"1,777",146,326,163,21,97,43,50,,
,Básico - 3º ciclo,,"1,218",112,228,96,7,55,36,51,,
,Secundário agrícola,,42,5,16,3,- ,- ,- ,4,,
,Secundário não agrícola,,766,94,170,35,2,44,18,23,,
,Politécnico / Superior agrícola,,34,3,6,5,- ,1,2,4,,
,Politécnico / Superior não agrícola,,359,35,63,20,4,17,6,17
Formação profissional agrícola,,,,,,,,,,
,Exclusivamente prática,,"12,776","1,285","2,217","1,167",85,594,352,375
,Curta duração,,65,6,9,5,1,1,2,7
,Longa duração,,42,5,4,6,- ,1,1,- 
,Longa e curta duração,,36,2,2,6,1,1,2,3
,Completa,,76,8,22,8,- ,1,2,8
Tempo de actividade agrícola ,,,,,,,,,,
,Sem actividade,,"1,397",117,231,77,17,89,55,75
,Tempo parcial,,"11,958","1,234","1,990","1,117",87,580,342,340
,,> 0 - < 25%,"5,336",556,"1,228",266,41,254,119,120
,,25 - < 50%,"2,930",268,315,515,13,112,74,122
,,50 - < 75%,"1,054",72,142,140,7,43,23,35
,,75 - < 100%,"2,638",338,305,196,26,171,126,63
,Tempo completo,,989,68,256,103,- ,1,- ,29
Actividades remuneradas exterior à exploração,,,,,,,,,,
,Principal,,"6,057",576,"1,117",574,46,291,175,176
,,Sector primário,560,51,47,73,4,45,40,11
,,Sector secundário,"3,119",333,651,291,18,148,56,96
,,Sector terciário,"2,378",192,419,210,24,98,79,69
,Secundária,,29,1,3,- ,- ,- ,2,1
,,Sector primário,11,1,- ,- ,- ,- ,1,- 
,,Sector secundário,10,- ,3,- ,- ,- ,- ,1
,,Sector terciário,8,- ,- ,- ,- ,- ,1,- 
Situação na profissão exterior à exploração,,,,,,,,,,
,Patrão/empregador,,717,76,140,59,7,45,23,31
,Trabalhador por conta própria,,997,95,182,115,14,56,26,29
,Trabalhador por conta de outrem,,"4,268",403,787,387,24,174,124,115
,Trabalhador familiar remunerado,,53,- ,10,4,1,13,- ,- 
,Outra situação,,51,3,1,9,- ,3,4,2
Dirigente na população familiar,,,"7,913",814,"1,292",794,62,393,219,218
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
