"Actividade renumerada exterior à exploração da População Agrícola Familiar (Dão-Lafões, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 7/8
,,,Dão-Lafões,Aguiar da Beira,Carregal do Sal,Castro Daire,Mangualde,Mortágua,Nelas,Oliveira de Frades
,,,nº de indivíduos,,,,,,,
População agrícola familiar,,,"76,735","3,170","2,905","6,748","5,195","2,854","3,346","4,274"
,Actividade exterior - principal,,"19,821",657,727,"1,149","1,473",901,914,"1,234"
,,"Agric, prod. animal, caça e activ. seviços relacionados","1,329",24,83,68,99,76,94,89
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",592,3,12,27,23,143,8,47
,,"Pesca, aquacultura e activ. seviços relacionados",26,- ,- ,- ,4,3,4,2
,,Ind. alimentares das bebidas e do tabaco,457,21,6,10,51,11,43,26
,,Outras indústrias,"3,949",95,194,65,386,134,282,472
,,"Prod. e distribuição de  electricidade, gás e água",187,6,5,11,1,7,9,4
,,Construção,"4,441",195,152,352,196,174,168,194
,,Comércio por grosso e retalho,"1,850",45,106,121,136,47,45,120
,,Alojamento e restauração,384,6,17,29,43,23,5,23
,,Administração pública,"1,133",50,49,62,47,26,30,48
,,Educação,873,24,6,41,78,25,53,48
,,Saúde e acção social,556,23,9,8,36,14,20,22
,,Outras,"4,044",165,88,355,373,218,153,139
,Actividade exterior - secundária,,773,6,25,49,18,8,3,49
,,"Agric, prod. animal, caça e activ. seviços relacionados",319,- ,11,15,7,4,- ,17
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",35,- ,- ,1,- ,2,- ,9
,,"Pesca, aquacultura e activ. seviços relacionados",1,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,9,- ,2,- ,- ,- ,- ,- 
,,Outras indústrias,33,- ,3,2,- ,- ,- ,1
,,"Prod. e distribuição de  electricidade, gás e água",1,- ,- ,- ,- ,- ,- ,- 
,,Construção,163,2,3,16,- ,1,1,9
,,Comércio por grosso e retalho,59,1,4,- ,2,- ,- ,4
,,Alojamento e restauração,22,- ,1,- ,3,1,1,2
,,Administração pública,7,- ,- ,- ,- ,- ,- ,- 
,,Educação,8,1,- ,2,- ,- ,- ,- 
,,Saúde e acção social,2,1,- ,- ,- ,- ,- ,- 
,,Outras,114,1,1,13,6,- ,1,7
Produtor Singular,,,"24,351","1,065","1,007","2,123","1,708",854,"1,343","1,126"
,Actividade exterior - principal,,"5,990",228,341,290,486,267,395,263
,,"Agric, prod. animal, caça e activ. seviços relacionados",702,8,70,30,61,39,66,33
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",252,2,6,8,15,50,4,15
,,"Pesca, aquacultura e activ. seviços relacionados",13,- ,- ,- ,2,3,4,- 
,,Ind. alimentares das bebidas e do tabaco,163,9,5,4,18,2,19,10
,,Outras indústrias,909,36,63,14,83,29,90,84
,,"Prod. e distribuição de  electricidade, gás e água",47,2,1,3,1,2,5,1
,,Construção,"1,322",65,54,80,72,58,79,29
,,Comércio por grosso e retalho,718,23,66,41,64,15,30,32
,,Alojamento e restauração,68,2,4,4,8,3,3,4
,,Administração pública,408,25,24,20,19,7,14,11
,,Educação,133,1,2,6,11,- ,10,5
,,Saúde e acção social,126,8,2,2,11,2,7,3
,,Outras,"1,129",47,44,78,121,57,64,36
,Actividade exterior - secundária,,454,4,21,25,11,6,2,32
,,"Agric, prod. animal, caça e activ. seviços relacionados",201,- ,11,10,5,3,- ,10
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",17,- ,- ,1,- ,1,- ,6
,,"Pesca, aquacultura e activ. seviços relacionados",1,- ,- ,- ,- ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,5,- ,2,- ,- ,- ,- ,- 
,,Outras indústrias,21,- ,2,2,- ,- ,- ,1
,,"Prod. e distribuição de  electricidade, gás e água",1,- ,- ,- ,- ,- ,- ,- 
,,Construção,98,2,3,5,- ,1,1,6
,,Comércio por grosso e retalho,30,- ,2,- ,2,- ,- ,3
,,Alojamento e restauração,12,- ,- ,- ,1,1,1,- 
,,Administração pública,4,- ,- ,- ,- ,- ,- ,- 
,,Educação,3,1,- ,2,- ,- ,- ,- 
,,Saúde e acção social,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras,61,1,1,5,3,- ,- ,6
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
