Produtor singular segundo a Dimensão Económica e as Classes de Idade (Pinhal Litoral),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 3/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
Nut III,,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
Concelho,,,,,nº de indíviduos,,,,,,
,Pinhal Litoral,,,,,,,,,,
,,,Total,"12,146","8,303","2,217",787,445,281,91,22
,,,15 - 24,12,4,1,2,2,2,1,- 
,,,25 - 34,254,134,41,24,28,24,2,1
,,,35 - 44,"1,231",764,198,98,63,79,22,7
,,,45 - 54,"2,550","1,685",431,167,131,91,35,10
,,,55 - 64,"3,752","2,488",742,280,158,62,19,3
,,,>= 65,"4,347","3,228",804,216,63,23,12,1
,,Batalha,,,,,,,,,
,,,Total,"1,045",676,205,84,52,20,6,2
,,,15 - 24,1,- ,- ,1,- ,- ,- ,- 
,,,25 - 34,11,5,3,1,1,1,- ,- 
,,,35 - 44,76,37,16,5,11,7,- ,- 
,,,45 - 54,191,119,35,18,11,5,1,2
,,,55 - 64,293,196,54,20,18,3,2,- 
,,,>= 65,473,319,97,39,11,4,3,- 
,,Leiria,,,,,,,,,
,,,Total,"4,639","3,246",749,270,174,129,54,17
,,,15 - 24,8,3,1,- ,2,1,1,- 
,,,25 - 34,105,50,15,12,10,16,1,1
,,,35 - 44,448,283,50,33,27,37,12,6
,,,45 - 54,974,654,135,61,52,41,24,7
,,,55 - 64,"1,456",997,265,100,56,24,12,2
,,,>= 65,"1,648","1,259",283,64,27,10,4,1
,,Marinha Grande,,,,,,,,,
,,,Total,201,151,38,8,2,2,- ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,4,3,1,- ,- ,- ,- ,- 
,,,35 - 44,10,7,2,- ,- ,1,- ,- 
,,,45 - 54,45,35,7,2,1,- ,- ,- 
,,,55 - 64,70,53,12,4,1,- ,- ,- 
,,,>= 65,72,53,16,2,- ,1,- ,- 
,,Pombal,,,,,,,,,
,,,Total,"4,749","3,393",933,253,101,50,17,2
,,,15 - 24,1,1,- ,- ,- ,- ,- ,- 
,,,25 - 34,97,68,11,7,11,- ,- ,- 
,,,35 - 44,543,367,104,38,11,14,8,1
,,,45 - 54,"1,022",722,190,58,31,18,3,- 
,,,55 - 64,"1,500","1,016",330,93,41,16,3,1
,,,>= 65,"1,586","1,219",298,57,7,2,3,- 
,,Porto de Mós,,,,,,,,,
,,,Total,"1,512",837,292,172,116,80,14,1
,,,15 - 24,2,- ,- ,1,- ,1,- ,- 
,,,25 - 34,37,8,11,4,6,7,1,- 
,,,35 - 44,154,70,26,22,14,20,2,- 
,,,45 - 54,318,155,64,28,36,27,7,1
,,,55 - 64,433,226,81,63,42,19,2,- 
,,,>= 65,568,378,110,54,18,6,2,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
