"Principais características do Produtor Singular - Homem/Mulher (Pinhal Litoral, página 4)",,,,,,,,,,
,,,,,,,,1999,,
,,,,,,,,pág. 20/24,,
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós,,
,,,nº de indivíduos,,,,,,,
Homem / Mulher,,,,,,,,,,
Produtor singular,,,"12,162","1,048","4,648",203,"4,750","1,513",,
,Autónomo,,"11,872","1,005","4,486",201,"4,686","1,494",,
,Empresário,,290,43,162,2,64,19,,
Nível de instrução,,,,,,,,,,
,Não sabe ler nem escrever,,"1,666",152,483,20,801,210,,
,Sabe ler e escrever,,"2,460",199,699,33,"1,231",298,,
,Basico - 1º ciclo,,"6,844",612,"2,902",117,"2,358",855,,
,Basico - 2º ciclo,,655,50,293,16,221,75,,
,Basico - 3º ciclo,,307,19,160,8,78,42,,
,Secúndário agrícola,,3,- ,1,- ,1,1,,
,Secúndário não agrícola,,147,12,68,6,42,19
,Politécnico superior agrícola,,17,1,10,- ,2,4
,Politécnico superior não agrícola,,63,3,32,3,16,9
Formação profissional agrícola,,,,,,,,
,Exclusivamente prática,,"11,681",963,"4,496",199,"4,616","1,407"
,Curta duração,,268,59,76,4,79,50
,Longa duração,,118,16,40,- ,39,23
,Longa e curta duração,,75,9,25,- ,13,28
,Completa,,20,1,11,- ,3,5
Tempo de actividade agrícola ,,,,,,,,
,Tempo parcial,,"10,473",855,"3,951",188,"4,108","1,371"
,,> 0 - < 25%,"4,037",238,"1,694",28,"1,425",652
,,25 - < 50%,"2,636",212,"1,061",71,935,357
,,50 - < 75%,"1,579",147,592,55,569,216
,,75 - < 100%,"2,221",258,604,34,"1,179",146
,Tempo completo,,"1,689",193,697,15,642,142
Actividades remuneradas exterior à exploração,,,,,,,,
,Principal,,"4,608",404,"1,882",82,"1,681",559
,,Sector primário,447,28,186,4,206,23
,,Sector secundário,"2,403",216,961,45,893,288
,,Sector terciário,"1,758",160,735,33,582,248
,Secúndária,,131,9,46,- ,46,30
,,Sector primário,52,2,23,- ,22,5
,,Sector secundário,30,2,8,- ,10,10
,,Sector terciário,49,5,15,- ,14,15
Situação na profissão exterior à exploração,,,,,,,,
,Patrão/empregador,,662,46,277,19,178,142
,Trabalhador por conta própria,,"1,017",104,375,13,398,127
,Trabalhador por conta de outrem,,"3,000",248,"1,251",48,"1,143",310
,Trabalhador familiar remunerado,,14,1,9,- ,1,3
,Outra situação,,46,14,16,2,7,7
Prod. sing. dirigente,,,"11,893","1,040","4,565",203,"4,577","1,508"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
