"Principais Características da População Familiar - Homem (Baixo Mondego, página 3)",,,,,,,,,,,,,
,,,,,,,,,,,1999,,
,,,,,,,,,,,pág. 8/24,,
,,,Baixo Mondego,Cantanhede,Coimbra,Condeixa-a-Nova,Figueira da Foz,Mira,Montemor-o-Velho,Penacova,Soure,,
,,,nº de indivíduos,,,,,,,,,,
Homem,,,,,,,,,,,,,
População familiar,,,"27,312","7,205","4,553","1,812","3,527","1,462","4,174","1,306","3,273",,
Nível de instrução,,,,,,,,,,,,,
,Não sabe ler nem escrever,,"2,468",661,371,137,370,143,336,83,367,,
,Sabe ler e escrever,,"3,557",925,436,244,476,203,553,235,485,,
,Básico - 1º ciclo,,"11,238","2,975","1,839",772,"1,320",602,"1,823",584,"1,323",,
,Básico - 2º ciclo,,"4,047","1,184",631,237,579,244,604,182,386,,
,Básico - 3º ciclo,,"3,122",757,609,174,438,141,494,122,387,,
,Secundário agrícola,,67,30,4,6,9,4,10,- ,4,,
,Secundário não agrícola,,"1,951",457,434,157,256,77,246,69,255,,
,Politécnico / Superior agrícola,,82,26,19,5,9,5,11,- ,7,,
,Politécnico / Superior não agrícola,,780,190,210,80,70,43,97,31,59
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,"22,237","5,202","3,707","1,647","2,889","1,118","3,514","1,196","2,964"
,Curta duração,,328,84,85,26,64,5,48,- ,16
,Longa duração,,181,26,33,7,38,9,51,3,14
,Longa e curta duração,,97,32,15,2,8,8,27,- ,5
,Completa,,149,56,23,11,18,9,21,- ,11
Tempo de actividade agrícola ,,,,,,,,,,,
,Sem actividade,,"4,680","1,869",709,103,497,333,745,150,274
,Tempo parcial,,"19,470","4,559","3,131","1,632","2,568",910,"2,770","1,087","2,813"
,,> 0 - < 25%,"10,122","2,540","1,523",801,"1,511",385,"1,532",484,"1,346"
,,25 - < 50%,"4,065",919,738,281,544,262,536,298,487
,,50 - < 75%,"2,060",433,443,178,253,70,189,140,354
,,75 - < 100%,"3,223",667,427,372,260,193,513,165,626
,Tempo completo,,"3,162",777,713,77,462,219,659,69,186
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,"11,973","3,236","1,966",795,"1,611",625,"1,787",612,"1,341"
,,Sector primário,774,217,58,26,119,68,114,97,75
,,Sector secundário,"6,019","1,800",906,304,912,270,"1,011",266,550
,,Sector terciário,"5,180","1,219","1,002",465,580,287,662,249,716
,Secundária,,173,106,11,3,24,13,9,1,6
,,Sector primário,65,39,3,- ,11,5,2,1,4
,,Sector secundário,52,33,3,2,8,3,2,- ,1
,,Sector terciário,56,34,5,1,5,5,5,- ,1
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,782,222,143,48,98,56,100,61,54
,Trabalhador por conta própria,,"1,613",580,199,122,175,134,155,103,145
,Trabalhador por conta de outrem,,"9,598","2,488","1,604",624,"1,349",440,"1,523",440,"1,130"
,Trabalhador familiar remunerado,,15,2,3,- ,4,- ,1,2,3
,Outra situação,,138,50,28,4,9,8,17,7,15
Dirigente na população familiar,,,"12,443","2,991","2,386",947,"1,389",523,"1,799",654,"1,754"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
