"Principais Características da População Familiar - Mulher (Pinhal Litoral, página 4)",,,,,,,,,,
,,,,,,,,1999,,
,,,,,,,,pág. 12/24,,
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós,,
,,,nº de indivíduos,,,,,,,
Mulher,,,,,,,,,,
População familiar,,,"17,622","1,358","6,770",288,"7,000","2,206",,
Nível de instrução,,,,,,,,,,
,Não sabe ler nem escrever,,"3,736",265,"1,182",61,"1,831",397,,
,Sabe ler e escrever,,"3,356",243,"1,155",25,"1,478",455,,
,Básico - 1º ciclo,,"5,584",479,"2,386",111,"1,893",715,,
,Básico - 2º ciclo,,"1,699",112,679,28,683,197,,
,Básico - 3º ciclo,,"1,363",95,536,33,513,186,,
,Secundário agrícola,,32,4,10,1,10,7,,
,Secundário não agrícola,,"1,238",109,535,12,420,162,,
,Politécnico / Superior agrícola,,26,2,9,2,10,3,,
,Politécnico / Superior não agrícola,,588,49,278,15,162,84
Formação profissional agrícola,,,,,,,,
,Exclusivamente prática,,"15,632","1,138","6,078",265,"6,212","1,939"
,Curta duração,,195,48,40,2,66,39
,Longa duração,,87,7,28,- ,37,15
,Longa e curta duração,,64,7,25,- ,15,17
,Completa,,58,6,19,3,20,10
Tempo de actividade agrícola ,,,,,,,,
,Sem actividade,,"2,209",213,779,36,658,523
,Tempo parcial,,"14,365","1,103","5,520",245,"5,870","1,627"
,,> 0 - < 25%,"7,225",450,"3,316",76,"2,359","1,024"
,,25 - < 50%,"2,590",270,967,74,996,283
,,50 - < 75%,"2,229",233,633,52,"1,075",236
,,75 - < 100%,"2,321",150,604,43,"1,440",84
,Tempo completo,,"1,048",42,471,7,472,56
Actividades remuneradas exterior à exploração,,,,,,,,
,Principal,,"3,863",331,"1,691",86,"1,245",510
,,Sector primário,205,9,93,2,91,10
,,Sector secundário,"1,141",87,417,26,381,230
,,Sector terciário,"2,517",235,"1,181",58,773,270
,Secundária,,71,2,32,- ,33,4
,,Sector primário,32,- ,15,- ,16,1
,,Sector secundário,3,1,- ,- ,2,- 
,,Sector terciário,36,1,17,- ,15,3
Situação na profissão exterior à exploração,,,,,,,,
,Patrão/empregador,,179,12,76,13,40,38
,Trabalhador por conta própria,,466,55,186,9,170,46
,Trabalhador por conta de outrem,,"3,172",250,"1,397",62,"1,047",416
,Trabalhador familiar remunerado,,63,2,38,1,12,10
,Outra situação,,54,14,26,1,9,4
Dirigente na população familiar,,,"1,985",120,658,22,993,192
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
