Origem do rendimento do agregado doméstico do produtor singular (Pinhal Litoral),,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 4/8
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós
,,,expl. (nº),,,,,
Total explorações com produtor singular,,,"12,162","1,048","4,648",203,"4,750","1,513"
Exclusivamente da actividade da exploração,,,586,44,237,1,223,81
Principalmente da actividade da exploração,,,"1,587",304,537,3,465,278
,Salários do sector primário,,113,14,54,- ,31,14
,,1ª opção,88,8,47,- ,25,8
,,2ª opção,20,4,6,- ,6,4
,,3ª opção,5,2,1,- ,- ,2
,Salários do sector secúndário,,392,57,114,- ,125,96
,,1ª opção,300,41,84,- ,100,75
,,2ª opção,81,14,28,- ,20,19
,,3ª opção,11,2,2,- ,5,2
,Salários do sector terciário,,365,55,153,- ,85,72
,,1ª opção,252,37,107,- ,62,46
,,2ª opção,101,15,40,- ,22,24
,,3ª opção,12,3,6,- ,1,2
,Actividade empresarial,,51,7,21,1,20,2
,,1ª opção,45,7,19,1,17,1
,,2ª opção,6,- ,2,- ,3,1
,,3ª opção,- ,- ,- ,- ,- ,- 
,Pensões rurais/reformas,,897,208,298,1,237,153
,,1ª opção,786,174,256,1,214,141
,,2ª opção,100,31,36,- ,22,11
,,3ª opção,11,3,6,- ,1,1
,Juros e dividendos,,58,5,23,- ,28,2
,,1ª opção,34,- ,11,- ,21,2
,,2ª opção,23,5,11,- ,7,- 
,,3ª opção,1,- ,1,- ,- ,- 
,Remessas de emigrantes,,83,49,9,- ,25,- 
,,1ª opção,44,26,5,- ,13,- 
,,2ª opção,38,23,4,- ,11,- 
,,3ª opção,1,- ,- ,- ,1,- 
,Outras,,72,28,18,1,16,9
,,1ª opção,38,11,8,1,13,5
,,2ª opção,31,16,8,- ,3,4
,,3ª opção,3,1,2,- ,- ,- 
Principalmente origem exterior à actividade da exploração,,,"9,989",700,"3,874",199,"4,062","1,154"
,Salários do sector primário,,536,24,227,3,259,23
,,1ª opção,332,15,127,3,172,15
,,2ª opção,172,7,83,- ,76,6
,,3ª opção,32,2,17,- ,11,2
,Salários do sector secúndário,,"3,571",248,"1,445",62,"1,389",427
,,1ª opção,"2,779",186,"1,090",43,"1,147",313
,,2ª opção,703,53,320,14,218,98
,,3ª opção,89,9,35,5,24,16
,Salários do sector terciário,,"3,265",260,"1,399",66,"1,123",417
,,1ª opção,"1,903",132,802,29,693,247
,,2ª opção,"1,259",118,557,34,394,156
,,3ª opção,103,10,40,3,36,14
,Actividade empresarial,,665,75,319,25,203,43
,,1ª opção,559,62,280,22,160,35
,,2ª opção,93,12,33,3,37,8
,,3ª opção,13,1,6,- ,6,- 
,Pensões rurais/reformas,,"5,137",354,"1,909",111,"2,092",671
,,1ª opção,"4,117",286,"1,487",96,"1,725",523
,,2ª opção,858,54,335,14,324,131
,,3ª opção,162,14,87,1,43,17
,Juros e dividendos,,261,9,129,1,105,17
,,1ª opção,86,- ,29,1,52,4
,,2ª opção,157,8,92,- ,46,11
,,3ª opção,18,1,8,- ,7,2
,Remessas de emigrantes,,220,37,48,2,121,12
,,1ª opção,105,14,26,- ,59,6
,,2ª opção,100,20,17,1,58,4
,,3ª opção,15,3,5,1,4,2
,Outras,,242,23,69,10,102,38
,,1ª opção,108,5,33,5,54,11
,,2ª opção,109,14,28,3,44,20
,,3ª opção,25,4,8,2,4,7
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
