Principais características da população familiar - Mulher (Oeste),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,,,,Pág.3/15
,,,LISBOA E VALE DO TEJO,Oeste,Alcobaça,Alenquer,Arruda dos Vinhos,Bombarral,Cadaval,Caldas da Rainha,Lourinhã,Mafra,Nazaré,Óbidos,Peniche,Sobral de Monte Agraço,Torres Vedras
,,,nº de indivíduos,,,,,,,,,,,,,,
Mulher,,,,,,,,,,,,,,,,,
População familiar,,,  81 951 ,  33 432 ,  4 654 ,  3 979 ,   979 ,  1 594 ,  2 347 ,  3 439 ,  2 904 ,  3 562 ,   477 ,  1 510 ,  1 144 ,   947 ,  5 896 
Nível de instrução,,,,,,,,,,,,,,,,,
,Não sabe ler nem escrever,,  14 647 ,  5 669 ,   843 ,   624 ,   191 ,   239 ,   334 ,   751 ,   429 ,   565 ,   93 ,   279 ,   194 ,   189 ,   938 
,Sabe ler e escrever,,  14 951 ,  6 120 ,   721 ,   694 ,   197 ,   278 ,   406 ,   614 ,   643 ,   745 ,   60 ,   246 ,   193 ,   194 ,  1 129 
,Básico - 1º ciclo,,  28 523 ,  11 645 ,  1 695 ,  1 453 ,   354 ,   537 ,   885 ,  1 136 ,   942 ,  1 248 ,   174 ,   545 ,   406 ,   310 ,  1 960 
,Básico - 2º ciclo,,  7 893 ,  3 699 ,   486 ,   445 ,   83 ,   229 ,   240 ,   366 ,   374 ,   340 ,   57 ,   179 ,   161 ,   102 ,   637 
,Básico - 3º ciclo,,  6 278 ,  2 707 ,   407 ,   258 ,   49 ,   153 ,   200 ,   251 ,   239 ,   274 ,   26 ,   121 ,   92 ,   51 ,   586 
,Secundário agrícola,,   331 ,   119 ,   20 ,   12 ,   5 ,   8 ,   1 ,   11 ,   15 ,   7 ,   1 ,   2 ,   7 ,   7 ,   23 
,Secundário não agrícola,,  5 791 ,  2 394 ,   330 ,   338 ,   67 ,   80 ,   207 ,   230 ,   189 ,   272 ,   44 ,   92 ,   62 ,   66 ,   417 
