Principais características do produtor singular - Homem (Oeste),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,,,,Pág.2/15
,,,LISBOA E VALE DO TEJO,Oeste,Alcobaça,Alenquer,Arruda dos Vinhos,Bombarral,Cadaval,Caldas da Rainha,Lourinhã,Mafra,Nazaré,Óbidos,Peniche,Sobral de Monte Agraço,Torres Vedras
,,,nº de indivíduos,,,,,,,,,,,,,,
Homem,,,,,,,,,,,,,,,,,
Produtor singular,,,  51 358 ,  20 833 ,  2 870 ,  2 391 ,   692 ,  1 032 ,  1 531 ,  2 083 ,  1 812 ,  2 280 ,   278 ,   953 ,   750 ,   589 ,  3 572 
,Autónomo,,  48 501 ,  20 019 ,  2 788 ,  2 329 ,   674 ,   958 ,  1 469 ,  1 989 ,  1 766 ,  2 187 ,   264 ,   920 ,   719 ,   562 ,  3 394 
,Empresário,,  2 857 ,   814 ,   82 ,   62 ,   18 ,   74 ,   62 ,   94 ,   46 ,   93 ,   14 ,   33 ,   31 ,   27 ,   178 
Nível de instrução,,,,,,,,,,,,,,,,,
,Não sabe ler nem escrever,,  7 263 ,  3 623 ,   342 ,   548 ,   125 ,   183 ,   222 ,   347 ,   330 ,   404 ,   24 ,   164 ,   138 ,   136 ,   660 
,Sabe ler e escrever,,  7 205 ,  2 779 ,   362 ,   279 ,   68 ,   126 ,   170 ,   295 ,   295 ,   359 ,   26 ,   114 ,   111 ,   77 ,   497 
,Básico - 1º ciclo,,  28 651 ,  11 573 ,  1 819 ,  1 254 ,   398 ,   543 ,   885 ,  1 186 ,   938 ,  1 239 ,   178 ,   551 ,   415 ,   303 ,  1 864 
,Básico - 2º ciclo,,  3 480 ,  1 452 ,   173 ,   126 ,   51 ,   97 ,   128 ,   128 ,   151 ,   134 ,   25 ,   75 ,   58 ,   29 ,   277 
,Básico - 3º ciclo,,  2 189 ,   741 ,   97 ,   88 ,   17 ,   41 ,   73 ,   76 ,   57 ,   70 ,   14 ,   28 ,   23 ,   14 ,   143 
