"Explorações, SAU e MB segundo a origem do rendimento do agregado doméstico do produtor (Médio Tejo e Lezíria do Tejo)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.2/2
REGIÃO AGRÁRIA,,,Rendimento proveniente,,,,,,,,
,Nut III,,Exclusivamente da actividade da exploração,,,Principalmente da actividade da exploração,,,Principalmente de origem exterior à exploração,,
,,Concelho,Expl. (nº),SAU (ha),MB (1000esc.),Expl. (nº),SAU (ha),MB (1000esc.),Expl. (nº),SAU (ha),MB (1000esc.)
,Médio Tejo,,   336 ,  4 049 , 1 800 010 ,   981 ,  9 342 , 3 289 337 ,  12 037 ,  30 102 , 10 145 333 
,,Abrantes,   38 ,  1 440 ,  397 772 ,   354 ,  4 574 , 1 069 792 ,  1 711 ,  6 724 , 1 813 914 
,,Alcanena,   21 ,   287 ,  170 690 ,   89 ,  1 033 ,  413 709 ,   726 ,  2 397 ,  763 128 
,,Constância,   1 ,... ,... ,   5 ,   91 ,  47 148 ,   107 ,   305 ,  77 515 
,,Entroncamento,   2 ,... ,... ,   3 ,   21 ,  5 818 ,   37 ,   94 ,  41 819 
,,Ferreira do Zêzere,   36 ,   223 ,  273 125 ,   64 ,   186 ,  93 003 ,  1 332 ,  2 359 ,  764 808 
,,Ourém,   114 ,   313 ,  189 744 ,   205 ,   689 ,  527 034 ,  3 224 ,  5 365 , 1 784 002 
,,Sardoal,   1 ,... ,... ,   3 ,   43 ,  12 290 ,   695 ,  1 222 ,  443 444 
,,Tomar,   51 ,   507 ,  264 293 ,   125 ,  1 015 ,  446 869 ,  2 305 ,  4 542 , 1 565 079 
,,Torres Novas,   69 ,   929 ,  454 274 ,   114 ,  1 573 ,  643 024 ,  1 838 ,  6 908 , 2 838 057 
,,Vila Nova da Barquinha,   3 ,   315 ,  29 010 ,   19 ,   117 ,  30 650 ,   62 ,   186 ,  53 567 
,Lezíria do Tejo,,  1 417 ,  39 696 , 14 958 703 ,  3 398 ,  51 631 , 15 329 557 ,  9 741 ,  31 685 , 9 642 712 
,,Almeirim,   195 ,  2 447 , 1 871 877 ,   402 ,  3 341 , 1 660 255 ,   719 ,  1 633 ,  797 555 
,,Alpiarça,   90 ,  1 055 ,  741 675 ,   222 ,  2 237 ,  957 109 ,   329 ,   967 ,  542 221 
,,Azambuja,   91 ,  1 678 ,  916 001 ,   341 ,  1 976 ,  802 071 ,  1 120 ,  2 866 , 1 086 250 
,,Benavente,   111 ,  5 250 , 1 436 976 ,   102 ,  4 003 , 1 128 077 ,   402 ,  3 137 ,  861 787 
,,Cartaxo,   61 ,  1 551 ,  990 887 ,   142 ,  1 618 ,  884 430 ,   789 ,  1 930 ,  607 352 
,,Chamusca,   78 ,  7 564 , 1 097 984 ,   307 ,  4 298 , 1 138 697 ,   192 ,   656 ,  217 258 
,,Coruche,   126 ,  8 508 , 1 738 257 ,   463 ,  21 590 , 2 758 443 ,   772 ,  3 486 ,  853 609 
,,Golegã,   58 ,  1 405 ,  635 675 ,   95 ,  1 861 ,  670 587 ,   86 ,   678 ,  142 623 
,,Rio Maior,   262 ,  1 824 , 1 853 385 ,   514 ,  2 271 , 1 595 528 ,  1 344 ,  3 249 ,  925 493 
,,Salvaterra de Magos,   85 ,  2 165 , 1 016 161 ,   167 ,  1 570 , 1 072 246 ,   609 ,  1 471 ,  612 708 
,,Santarém,   260 ,  6 249 , 2 659 825 ,   643 ,  6 866 , 2 662 114 ,  3 379 ,  11 612 , 2 995 856 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
