Principais características do produtor singular - Homem (Médio Tejo),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,Pág.11/15
,,,Médio Tejo,Abrantes,Alcanena,Constância,Entroncamento,Ferreira do Zêzere,Ourém,Sardoal,Tomar,Torres Novas,Vila Nova da Barquinha
,,,nº de indivíduos,,,,,,,,,,
Homem,,,,,,,,,,,,,
Produtor singular,,,  10 762 ,  1 595 ,   722 ,   90 ,   35 ,  1 130 ,  2 911 ,   511 ,  1 984 ,  1 716 ,   68 
,Autónomo,,  10 543 ,  1 570 ,   705 ,   88 ,   34 ,  1 101 ,  2 877 ,   506 ,  1 943 ,  1 657 ,   62 
,Empresário,,   219 ,   25 ,   17 ,   2 ,   1 ,   29 ,   34 ,   5 ,   41 ,   59 ,   6 
Nível de instrução,,,,,,,,,,,,,
,Não sabe ler nem escrever,,   961 ,   70 ,   82 ,   1 ,   3 ,   114 ,   387 ,   41 ,   129 ,   131 ,   3 
,Sabe ler e escrever,,  2 003 ,   283 ,   125 ,   16 ,   3 ,   241 ,   676 ,   89 ,   308 ,   258 ,   4 
,Básico - 1º ciclo,,  6 003 ,   915 ,   397 ,   49 ,   20 ,   656 ,  1 593 ,   272 ,  1 130 ,   935 ,   36 
,Básico - 2º ciclo,,   665 ,   96 ,   52 ,   9 ,   3 ,   51 ,   137 ,   41 ,   131 ,   137 ,   8 
,Básico - 3º ciclo,,   505 ,   80 ,   29 ,   4 ,   3 ,   33 ,   71 ,   29 ,   132 ,   115 ,   9 
,Secundário agrícola,,   14 ,   5 ,   1 ,- ,- ,   1 ,- ,   1 ,- ,   6 ,- 
,Secundário não agrícola,,   346 ,   66 ,   27 ,   1 ,   2 ,   22 ,   31 ,   15 ,   89 ,   88 ,   5 
,Politécnico / Superior agrícola,,   31 ,   5 ,- ,   3 ,- ,   3 ,   1 ,   2 ,   9 ,   8 ,- 
,Politécnico / Superior não agrícola,,   234 ,   75 ,   9 ,   7 ,   1 ,   9 ,   15 ,   21 ,   56 ,   38 ,   3 
Formação profissional agrícola,,,,,,,,,,,,,
,Exclusivamente prática,,  10 513 ,  1 562 ,   687 ,   85 ,   35 ,  1 103 ,  2 873 ,   500 ,  1 952 ,  1 650 ,   66 
,Curta duração,,   90 ,   5 ,   23 ,- ,- ,   13 ,   25 ,   5 ,   11 ,   7 ,   1 
,Longa duração,,   48 ,   11 ,   5 ,   1 ,- ,   5 ,   6 ,   1 ,   6 ,   12 ,   1 
,Longa e curta duração,,   66 ,   7 ,   6 ,   1 ,- ,   5 ,   6 ,   2 ,   6 ,   33 ,- 
,Completa,,   45 ,   10 ,   1 ,   3 ,- ,   4 ,   1 ,   3 ,   9 ,   14 ,- 
Tempo de actividade agrícola ,,,,,,,,,,,,,
,Tempo parcial,,  10 083 ,  1 458 ,   619 ,   90 ,   35 ,  1 064 ,  2 826 ,   511 ,  1 867 ,  1 548 ,   65 
,,> 0 - < 25%,  4 425 ,   495 ,   236 ,   34 ,   5 ,   535 ,  1 363 ,   182 ,   728 ,   822 ,   25 
,,25 - < 50%,  2 563 ,   437 ,   195 ,   35 ,   16 ,   211 ,   613 ,   128 ,   539 ,   366 ,   23 
,,50 - < 75%,  1 507 ,   237 ,   89 ,   14 ,   11 ,   133 ,   439 ,   111 ,   258 ,   204 ,   11 
,,75 - < 100%,  1 588 ,   289 ,   99 ,   7 ,   3 ,   185 ,   411 ,   90 ,   342 ,   156 ,   6 
,Tempo completo,,   679 ,   137 ,   103 ,- ,- ,   66 ,   85 ,- ,   117 ,   168 ,   3 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,
,Principal,,  3 993 ,   512 ,   280 ,   37 ,   11 ,   431 ,  1 120 ,   171 ,   770 ,   636 ,   25 
,,Sector primário,   306 ,   57 ,   6 ,- ,- ,   73 ,   65 ,   21 ,   43 ,   41 ,- 
,,Sector secundário,  2 114 ,   208 ,   165 ,   2 ,   10 ,   215 ,   676 ,   77 ,   412 ,   338 ,   11 
,,Sector terciário,  1 573 ,   247 ,   109 ,   35 ,   1 ,   143 ,   379 ,   73 ,   315 ,   257 ,   14 
,Secúndária,,   65 ,   5 ,   12 ,- ,- ,   6 ,   14 ,   17 ,   6 ,   5 ,- 
,,Sector primário,   23 ,   2 ,   4 ,- ,- ,   4 ,   6 ,   4 ,- ,   3 ,- 
,,Sector secundário,   29 ,   2 ,   6 ,- ,- ,   1 ,   5 ,   10 ,   3 ,   2 ,- 
,,Sector terciário,   13 ,   1 ,   2 ,- ,- ,   1 ,   3 ,   3 ,   3 ,- ,- 
Situação na profissão exterior à exploração,,,,,,,,,,,,,
,Patrão/empregador,,   752 ,   77 ,   58 ,   2 ,   2 ,   106 ,   212 ,   37 ,   138 ,   118 ,   2 
,Trabalhador por conta própria,,   930 ,   102 ,   70 ,   7 ,   1 ,   74 ,   281 ,   49 ,   216 ,   122 ,   8 
,Trabalhador por conta de outrem,,  2 280 ,   307 ,   164 ,   22 ,   8 ,   255 ,   640 ,   102 ,   373 ,   394 ,   15 
,Trabalhador familiar remunerado,,   6 ,- ,- ,- ,- ,   1 ,- ,- ,   2 ,   3 ,- 
,Outra situação,,   90 ,   31 ,- ,   6 ,- ,   1 ,   1 ,- ,   47 ,   4 ,- 
Produtor singular dirigente,,,  10 701 ,  1 590 ,   720 ,   88 ,   34 ,  1 119 ,  2 899 ,   507 ,  1 968 ,  1 709 ,   67 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
