Principais características do produtor singular - Homem (Lezíria do Tejo),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.14/15
,,,Lezíria do Tejo,Almeirim,Alpiarça,Azambuja,Benavente,Cartaxo,Chamusca,Coruche,Golegã,Rio Maior,Salvaterra de Magos,Santarém
,,,nº de indivíduos,,,,,,,,,,,
Homem,,,,,,,,,,,,,,
Produtor singular,,,  12 175 ,  1 146 ,   531 ,  1 372 ,   530 ,   833 ,   475 ,  1 134 ,   183 ,  1 716 ,   718 ,  3 537 
,Autónomo,,  10 964 ,   972 ,   460 ,  1 273 ,   378 ,   784 ,   389 ,  1 021 ,   71 ,  1 627 ,   578 ,  3 411 
,Empresário,,  1 211 ,   174 ,   71 ,   99 ,   152 ,   49 ,   86 ,   113 ,   112 ,   89 ,   140 ,   126 
Nível de instrução,,,,,,,,,,,,,,
,Não sabe ler nem escrever,,  1 516 ,   204 ,   51 ,   171 ,   66 ,   89 ,   50 ,   183 ,   11 ,   181 ,   155 ,   355 
,Sabe ler e escrever,,  1 565 ,   105 ,   73 ,   190 ,   51 ,   80 ,   61 ,   172 ,   31 ,   286 ,   93 ,   423 
,Básico - 1º ciclo,,  6 884 ,   642 ,   333 ,   776 ,   288 ,   471 ,   244 ,   584 ,   74 ,   999 ,   359 ,  2 114 
,Básico - 2º ciclo,,   835 ,   105 ,   36 ,   67 ,   45 ,   62 ,   41 ,   66 ,   16 ,   119 ,   56 ,   222 
,Básico - 3º ciclo,,   560 ,   29 ,   14 ,   68 ,   35 ,   54 ,   22 ,   36 ,   26 ,   66 ,   26 ,   184 
,Secundário agrícola,,   68 ,   2 ,   3 ,   6 ,   4 ,   4 ,   3 ,   11 ,   3 ,- ,   6 ,   26 
,Secundário não agrícola,,   353 ,   30 ,   10 ,   52 ,   11 ,   32 ,   23 ,   36 ,   5 ,   37 ,   5 ,   112 
,Politécnico / Superior agrícola,,   160 ,   8 ,   5 ,   9 ,   11 ,   13 ,   15 ,   23 ,   11 ,   9 ,   6 ,   50 
,Politécnico / Superior não agrícola,,   234 ,   21 ,   6 ,   33 ,   19 ,   28 ,   16 ,   23 ,   6 ,   19 ,   12 ,   51 
Formação profissional agrícola,,,,,,,,,,,,,,
