Principais características do produtor singular - Homem/Mulher (Lezíria do Tejo),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.13/15
,,,Lezíria do Tejo,Almeirim,Alpiarça,Azambuja,Benavente,Cartaxo,Chamusca,Coruche,Golegã,Rio Maior,Salvaterra de Magos,Santarém
,,,nº de indivíduos,,,,,,,,,,,
Homem/Mulher,,,,,,,,,,,,,,
Produtor singular,,,  14 556 ,  1 316 ,   641 ,  1 552 ,   615 ,   992 ,   577 ,  1 361 ,   239 ,  2 120 ,   861 ,  4 282 
,Autónomo,,  13 082 ,  1 121 ,   550 ,  1 433 ,   435 ,   931 ,   470 ,  1 222 ,   111 ,  2 014 ,   672 ,  4 123 
,Empresário,,  1 474 ,   195 ,   91 ,   119 ,   180 ,   61 ,   107 ,   139 ,   128 ,   106 ,   189 ,   159 
Nível de instrução,,,,,,,,,,,,,,
,Não sabe ler nem escrever,,  1 872 ,   236 ,   67 ,   194 ,   88 ,   104 ,   64 ,   228 ,   20 ,   222 ,   189 ,   460 
,Sabe ler e escrever,,  1 960 ,   123 ,   88 ,   222 ,   57 ,   100 ,   78 ,   205 ,   36 ,   372 ,   107 ,   572 
,Básico - 1º ciclo,,  7 916 ,   716 ,   381 ,   850 ,   319 ,   544 ,   283 ,   675 ,   97 ,  1 172 ,   418 ,  2 461 
,Básico - 2º ciclo,,  1 070 ,   123 ,   47 ,   80 ,   51 ,   83 ,   56 ,   82 ,   21 ,   179 ,   76 ,   272 
,Básico - 3º ciclo,,   713 ,   39 ,   25 ,   85 ,   42 ,   62 ,   28 ,   57 ,   33 ,   85 ,   32 ,   225 
,Secundário agrícola,,   77 ,   2 ,   5 ,   7 ,   5 ,   5 ,   3 ,   12 ,   3 ,- ,   6 ,   29 
,Secundário não agrícola,,   458 ,   42 ,   16 ,   62 ,   19 ,   39 ,   30 ,   45 ,   7 ,   56 ,   7 ,   135 
,Politécnico / Superior agrícola,,   179 ,   9 ,   5 ,   9 ,   11 ,   15 ,   15 ,   26 ,   14 ,   9 ,   8 ,   58 
,Politécnico / Superior não agrícola,,   311 ,   26 ,   7 ,   43 ,   23 ,   40 ,   20 ,   31 ,   8 ,   25 ,   18 ,   70 
Formação profissional agrícola,,,,,,,,,,,,,,
,Exclusivamente prática,,  13 183 ,  1 139 ,   553 ,  1 388 ,   553 ,   886 ,   495 ,  1 246 ,   187 ,  1 972 ,   770 ,  3 994 
,Curta duração,,   397 ,   63 ,   26 ,   102 ,   12 ,   41 ,   10 ,   3 ,   8 ,   57 ,   7 ,   68 
,Longa duração,,   427 ,   44 ,   22 ,   33 ,   27 ,   14 ,   44 ,   54 ,   15 ,   38 ,   57 ,   79 
,Longa e curta duração,,   293 ,   59 ,   30 ,   13 ,   7 ,   31 ,   10 ,   20 ,   12 ,   44 ,   13 ,   54 
,Completa,,   256 ,   11 ,   10 ,   16 ,   16 ,   20 ,   18 ,   38 ,   17 ,   9 ,   14 ,   87 
Tempo de actividade agrícola ,,,,,,,,,,,,,,
,Tempo parcial,,  12 759 ,   972 ,   475 ,  1 333 ,   544 ,   921 ,   369 ,  1 328 ,   117 ,  1 970 ,   725 ,  4 005 
,,> 0 - < 25%,  5 556 ,   463 ,   110 ,   384 ,   246 ,   233 ,   140 ,   529 ,   39 ,   934 ,   291 ,  2 187 
,,25 - < 50%,  3 531 ,   184 ,   119 ,   527 ,   118 ,   367 ,   102 ,   300 ,   31 ,   440 ,   201 ,  1 142 
,,50 - < 75%,  1 494 ,   152 ,   115 ,   187 ,   64 ,   103 ,   62 ,   188 ,   18 ,   174 ,   99 ,   332 
,,75 - < 100%,  2 178 ,   173 ,   131 ,   235 ,   116 ,   218 ,   65 ,   311 ,   29 ,   422 ,   134 ,   344 
,Tempo completo,,  1 797 ,   344 ,   166 ,   219 ,   71 ,   71 ,   208 ,   33 ,   122 ,   150 ,   136 ,   277 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,,
,Principal,,  5 332 ,   485 ,   248 ,   591 ,   250 ,   371 ,   178 ,   513 ,   47 ,   736 ,   322 ,  1 591 
,,Sector primário,  1 030 ,   139 ,   106 ,   92 ,   51 ,   60 ,   43 ,   188 ,   12 ,   129 ,   80 ,   130 
,,Sector secundário,  1 812 ,   182 ,   74 ,   216 ,   79 ,   139 ,   47 ,   144 ,   7 ,   255 ,   110 ,   559 
,,Sector terciário,  2 490 ,   164 ,   68 ,   283 ,   120 ,   172 ,   88 ,   181 ,   28 ,   352 ,   132 ,   902 
