Principais características da população familiar - Homem/Mulher (Página 6),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 16/18
,,,Penafiel,Resende,Ribeira de Pena,Entre Douro e Vouga,Arouca,Oliveira de Azeméis,Santa Maria da Feira,São João da Madeira,Vale de Cambra
,,,nº de indivíduos,,,,,,,,
Homem / Mulher,,,,,,,,,,,
População familiar,,,"7,262","4,171","2,756","18,386","6,203","3,888","3,611",- ,"4,684"
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,"1,303",868,622,"2,802","1,036",551,475,- ,740
,Sabe ler e escrever,,"1,232",750,501,"2,768",813,690,551,- ,714
,Básico - 1º ciclo,,"2,357","1,371",924,"7,002","2,426","1,427","1,404",- ,"1,745"
,Básico - 2º ciclo,,"1,342",558,353,"3,363","1,209",694,695,- ,765
,Básico - 3º ciclo,,433,265,224,"1,163",347,264,206,- ,346
,Secundário agrícola,,27,12,14,41,26,4,6,- ,5
,Secundário não agrícola,,340,204,72,824,240,182,169,- ,233
,Politécnico / Superior agrícola,,17,8,4,16,3,2,7,- ,4
,Politécnico / Superior não agrícola,,211,135,42,407,103,74,98,- ,132
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,"5,761","3,407","2,269","15,839","5,354","3,269","3,151",- ,"4,065"
,Curta duração,,121,70,46,233,64,80,27,- ,62
,Longa duração,,40,21,26,101,32,25,24,- ,20
,Longa e curta duração,,34,14,30,71,14,33,19,- ,5
,Completa,,44,20,18,57,29,6,13,- ,9
Tempo de actividade agrícola ,,,,,,,,,,,
,Sem actividade,,"1,159",522,359,"1,835",436,450,359,- ,590
,Tempo parcial,,"4,708","3,065","1,707","11,713","3,635","2,607","2,891",- ,"2,580"
,> 0 - < 25%,,"2,745","1,327",688,"6,722","2,204","1,529","1,717",- ,"1,272"
,25 - < 50%,,891,560,440,"2,098",693,444,327,- ,634
,50 - < 75%,,466,613,285,766,265,132,203,- ,166
,75 - < 100%,,606,565,294,"2,127",473,502,644,- ,508
,Tempo completo,,"1,395",584,690,"4,838","2,132",831,361,- ,"1,514"
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,"2,638",873,371,"5,579","1,771","1,270","1,278",- ,"1,260"
,,Sector primário,145,166,55,329,226,42,35,- ,26
,,Sector secundário,"1,460",251,146,"3,552","1,009",898,805,- ,840
,,Sector terciário,"1,033",456,170,"1,698",536,330,438,- ,394
,Secundária,,43,189,54,69,36,5,16,- ,12
,,Sector primário,20,149,32,26,10,1,10,- ,5
,,Sector secundário,14,24,11,28,22,- ,3,- ,3
,,Sector terciário,9,16,11,15,4,4,3,- ,4
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,179,65,26,361,108,91,85,- ,77
,Trabalhador por conta própria,,135,93,75,523,164,134,116,- ,109
,Trabalhador por conta de outrem,,"2,329",869,295,"4,670","1,515","1,006","1,073",- ,"1,076"
,Trabalhador familiar remunerado,,22,35,- ,59,6,27,17,- ,9
,Outra situação,,16,- ,29,35,14,17,3,- ,1
Dirigente na população familiar,,,"1,855","1,229",879,"5,045","1,677","1,055",976,- ,"1,337"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
