"Utilização das terras (Total, Minho Lima)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,pág. 1/6
,,,Entre Douro e Minho,Minho Lima,Arcos de Valdevez,Caminha,Melgaço,Monção,Paredes de Coura,Ponte da Barca,Ponte de Lima,Valença,Viana do Castelo,Vila Nova de Cerveira
Superfície Total,,expl (nº),"67,546","16,735","3,081",546,"1,356","2,207","1,153","1,123","3,729",779,"2,384",377
 ,,área (ha),"374,836","111,129","27,073","4,134","8,502","12,935","7,756","12,072","20,987","3,490","11,405","2,775"
Superfície Agrícola Utilizada (SAU),,expl (nº),"67,362","16,695","3,075",543,"1,355","2,206","1,151","1,119","3,713",774,"2,382",377
 ,,área (ha),"215,675","68,281","16,675","2,247","6,296","7,009","4,375","10,782","10,734","2,088","7,111",964
Terra arável,,expl (nº),"64,822","16,201","2,980",523,"1,295","2,112","1,128","1,083","3,629",746,"2,337",368
,,área (ha),"109,422","19,310","2,894",503,573,"1,687","2,233","1,272","4,969","1,037","3,434",708
,Terra arável limpa,expl (nº),"64,787","16,195","2,980",523,"1,294","2,112","1,128","1,083","3,628",745,"2,334",368
,,área (ha),"109,364","19,301","2,893",503,573,"1,687","2,233","1,272","4,968","1,034","3,430",708
,Culturas temporárias,expl (nº),"62,527","15,815","2,888",515,"1,241","2,059","1,119","1,065","3,529",734,"2,303",362
,,área (ha),"106,267","18,553","2,705",488,539,"1,617","2,204","1,211","4,757","1,014","3,327",691
,Pousio (com e sem ajuda),expl (nº),703,207,126,4,1,42,1,5,15,3,8,2
,,área (ha),446,74,54,o ,... ,6,... ,2,5,1,1,... 
,Horta familiar,expl (nº),"50,742","14,008","2,602",413,"1,250","1,806",814,"1,022","3,142",641,"2,026",292
,,área (ha),"2,629",670,134,16,31,64,24,57,202,22,106,14
,Culturas sob-coberto matas e florestas,expl (nº),66,11,3,- ,1,- ,- ,- ,1,3,3,- 
,,área (ha),58,8,2,- ,... ,- ,- ,- ,... ,2,3,- 
,Culturas temporárias,expl (nº),62,11,3,- ,1,- ,- ,- ,1,3,3,- 
,,área (ha),52,8,2,- ,... ,- ,- ,- ,... ,2,3,- 
,Pousio (com e sem ajuda),expl (nº),4,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,área (ha),6,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,,expl (nº),"61,067","15,127","2,830",488,"1,008","2,167",773,"1,086","3,541",727,"2,164",343
,,área (ha),"35,545","5,953",860,103,497,"1,092",114,392,"1,856",235,752,52
,Sem culturas sob-coberto,expl (nº),"39,467","12,531","2,362",393,"1,006","2,145",631,972,"2,529",721,"1,430",342
,,área (ha),"23,313","4,578",615,72,485,967,80,303,"1,296",224,488,48
,Com culturas temporárias,expl (nº),"37,664","6,074","1,074",156,102,502,292,466,"2,168",70,"1,222",22
,,área (ha),"10,877","1,018",161,15,12,75,26,60,452,7,209,1
,Com pousio (com e sem ajuda),expl (nº),79,11,10,- ,- ,- ,- ,1,- ,- ,- ,- 
,,área (ha),13,o ,o ,- ,- ,- ,- ,... ,- ,- ,- ,- 
,Com horta familiar,expl (nº),"13,672","2,547",662,93,19,209,171,316,774,63,232,8
,,área (ha),428,78,22,2,o ,7,2,7,30,o ,8,o 
,Com pastagens permanentes,expl (nº),"3,397","1,008",293,113,1,186,14,108,96,4,193,- 
,,área (ha),770,240,51,11,... ,44,o ,19,77,1,37,- 
Pastagens permanentes,,expl (nº),"13,409","6,200","1,522",391,805,910,476,511,567,66,918,34
,,área (ha),"70,736","43,028","12,923","1,642","5,226","4,234","2,027","9,121","3,909",815,"2,924",207
,Em terra limpa,expl (nº),"12,888","5,939","1,484",391,801,888,461,494,429,62,899,30
,,área (ha),"52,694","32,277","10,736","1,584","4,284","2,881","1,674","8,538","1,284",309,970,17
,Sob-coberto de matas e florestas,expl (nº),"2,320","1,323",327,45,363,158,60,116,192,6,52,4
,,área (ha),"18,048","10,749","2,187",57,943,"1,351",354,583,"2,627",506,"1,951",190
Matas e florestas sem culturas sob-coberto,,expl (nº),"41,707","12,205","2,168",415,970,"1,873",732,790,"2,631",582,"1,768",276
,,área (ha),"133,229","35,714","6,797","1,746","1,513","5,022","3,071",958,"9,721","1,218","3,913","1,755"
Superfície Agrícola não utilizada,,expl (nº),"8,934","2,727",457,115,298,463,148,181,456,195,336,78
,,área (ha),"7,746","1,231",236,71,86,102,59,152,242,92,162,29
Outras superfícies,,expl (nº),"63,819","15,392","2,761",532,"1,353","2,007",992,892,"3,456",760,"2,278",361
,,área (ha),"18,171","5,905","3,361",70,605,803,255,177,297,92,217,28
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Norte."
