Produtor singular segundo a dimensão económica e as classes de idade (Página 2),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,Cávado,,,,,,,,,,
,,,Total,"11,270","2,851","3,912","2,359","1,048",857,230,13
,,,15 - 24,39,7,4,4,9,8,6,1
,,,25 - 34,438,81,87,71,62,100,35,2
,,,35 - 44,"1,432",322,403,278,155,194,76,4
,,,45 - 54,"2,466",526,823,518,273,266,59,1
,,,55 - 64,"3,230",803,"1,161",763,302,162,36,3
,,,>= 65,"3,665","1,112","1,434",725,247,127,18,2
,,Amares,,,,,,,,,
,,,Total,888,248,333,178,73,41,13,2
,,,15 - 24,1,- ,1,- ,- ,- ,- ,- 
,,,25 - 34,25,4,9,6,3,3,- ,- 
,,,35 - 44,109,27,29,26,7,13,5,2
,,,45 - 54,179,39,72,34,23,9,2,- 
,,,55 - 64,240,64,89,53,22,8,4,- 
,,,>= 65,334,114,133,59,18,8,2,- 
,,Barcelos,,,,,,,,,
,,,Total,"3,963",822,"1,206",780,427,551,170,7
,,,15 - 24,17,3,- ,1,2,6,5,- 
,,,25 - 34,189,24,24,22,25,67,26,1
,,,35 - 44,526,75,107,86,71,123,62,2
,,,45 - 54,943,164,253,185,116,181,43,1
,,,55 - 64,"1,100",234,362,242,129,107,25,1
,,,>= 65,"1,188",322,460,244,84,67,9,2
,,Braga,,,,,,,,,
,,,Total,"1,703",331,559,457,231,102,21,2
,,,15 - 24,4,1,1,1,- ,- ,- ,1
,,,25 - 34,43,4,4,15,9,8,3,- 
,,,35 - 44,173,29,47,45,29,21,2,- 
,,,45 - 54,287,54,98,71,35,22,7,- 
,,,55 - 64,511,96,164,154,73,21,2,1
,,,>= 65,685,147,245,171,85,30,7,- 
,,Esposende,,,,,,,,,
,,,Total,"1,314",299,395,331,163,111,15,- 
,,,15 - 24,4,- ,- ,1,2,1,- ,- 
,,,25 - 34,35,3,9,7,9,6,1,- 
,,,35 - 44,166,22,42,42,27,27,6,- 
,,,45 - 54,347,63,82,94,60,44,4,- 
,,,55 - 64,367,98,115,98,34,18,4,- 
,,,>= 65,395,113,147,89,31,15,- ,- 
,,Terras do Bouro,,,,,,,,,
,,,Total,731,252,275,146,53,5,- ,- 
,,,15 - 24,4,1,- ,- ,3,- ,- ,- 
,,,25 - 34,36,12,14,3,5,2,- ,- 
,,,35 - 44,98,38,29,22,9,- ,- ,- 
,,,45 - 54,135,39,49,34,13,- ,- ,- 
,,,55 - 64,216,70,80,50,15,1,- ,- 
,,,>= 65,242,92,103,37,8,2,- ,- 
,,Vila Verde,,,,,,,,,
,,,Total,"2,671",899,"1,144",467,101,47,11,2
,,,15 - 24,9,2,2,1,2,1,1,- 
,,,25 - 34,110,34,27,18,11,14,5,1
,,,35 - 44,360,131,149,57,12,10,1,- 
,,,45 - 54,575,167,269,100,26,10,3,- 
,,,55 - 64,796,241,351,166,29,7,1,1
,,,>= 65,821,324,346,125,21,5,- ,- 
,Ave,,,,,,,,,,
,,,Total,"8,986","2,381","3,184","1,987",778,480,164,12
,,,15 - 24,36,3,7,5,8,7,5,1
,,,25 - 34,381,59,108,71,52,60,29,2
,,,35 - 44,"1,127",241,300,279,141,113,49,4
,,,45 - 54,"1,611",377,573,366,137,118,38,2
,,,55 - 64,"2,572",638,981,603,227,94,27,2
,,,>= 65,"3,259","1,063","1,215",663,213,88,16,1
,,Fafe,,,,,,,,,
,,,Total,"2,018",609,831,433,113,27,5,- 
,,,15 - 24,3,1,2,- ,- ,- ,- ,- 
,,,25 - 34,57,13,18,13,5,6,2,- 
,,,35 - 44,224,57,76,57,23,9,2,- 
,,,45 - 54,377,99,168,81,25,3,1,- 
,,,55 - 64,608,177,244,149,33,5,- ,- 
,,,>= 65,749,262,323,133,27,4,- ,- 
,,Guimarães,,,,,,,,,
,,,Total,"1,753",336,562,479,235,107,29,5
,,,15 - 24,8,- ,3,1,1,2,1,- 
,,,25 - 34,95,19,30,14,17,11,3,1
,,,35 - 44,258,32,59,82,41,32,10,2
,,,45 - 54,273,54,82,80,33,18,5,1
,,,55 - 64,498,91,176,143,69,19,- ,- 
,,,>= 65,621,140,212,159,74,25,10,1
,,Póvoa de Lanhoso,,,,,,,,,
,,,Total,"1,046",281,403,257,66,28,10,1
,,,15 - 24,3,- ,- ,1,2,- ,- ,- 
,,,25 - 34,33,7,14,7,2,1,2,- 
,,,35 - 44,137,28,46,34,18,7,3,1
,,,45 - 54,208,44,78,60,15,10,1,- 
,,,55 - 64,294,65,115,82,19,9,4,- 
,,,>= 65,371,137,150,73,10,1,- ,- 
,,Santo Tirso,,,,,,,,,
,,,Total,790,194,254,183,84,60,14,1
,,,15 - 24,1,- ,- ,- ,1,- ,- ,- 
,,,25 - 34,30,3,6,4,6,8,2,1
,,,35 - 44,69,14,15,15,14,8,3,- 
,,,45 - 54,108,26,35,27,10,6,4,- 
,,,55 - 64,229,54,84,50,23,15,3,- 
,,,>= 65,353,97,114,87,30,23,2,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
