Principais características da população familiar - Homem (Página 1),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 2/18
,,,Entre Douro e Minho,Minho Lima,Arcos de Valdevez,Caminha,Melgaço,Monção,Paredes de Coura,Ponte da Barca,Ponte de Lima,Valença
,,,nº de indivíduos,,,,,,,,,
Homem,,,,,,,,,,,,
População familiar,,,"122,818","27,250","4,152",993,"1,895","3,397","1,822","1,832","6,842","1,196"
Nível de instrução,,,,,,,,,,,,
,Não sabe ler nem escrever,,"16,992","3,409",664,95,185,306,331,316,868,156
,Sabe ler e escrever,,"18,063","5,089",981,157,507,695,337,379,"1,073",193
,Básico - 1º ciclo,,"45,508","9,772","1,527",371,641,"1,259",635,613,"2,352",465
,Básico - 2º ciclo,,"23,868","4,911",530,204,231,564,308,286,"1,600",211
,Básico - 3º ciclo,,"9,643","2,260",259,97,155,315,133,145,552,91
,Secundário agrícola,,455,70,11,5,3,3,2,3,27,1
,Secundário não agrícola,,"5,262","1,136",121,43,100,158,53,68,233,62
,Politécnico / Superior agrícola,,339,90,9,2,5,12,5,- ,37,1
,Politécnico / Superior não agrícola,,"2,688",513,50,19,68,85,18,22,100,16
Formação profissional agrícola,,,,,,,,,,,,
,Exclusivamente prática,,"98,599","22,497","3,552",793,"1,636","2,898","1,524","1,522","5,445",945
,Curta duração,,"2,795",818,72,53,70,131,52,17,179,96
,Longa duração,,"1,478",243,24,9,5,21,20,15,70,16
,Longa e curta duração,,"1,149",116,15,2,1,7,7,8,45,5
,Completa,,794,160,20,7,8,15,7,3,64,2
Tempo de actividade agrícola ,,,,,,,,,,,,
,Sem actividade,,"18,435","4,797",445,195,208,563,222,206,"1,509",193
,Tempo parcial,,"82,341","19,165","3,125",754,"1,561","2,668","1,362","1,473","4,318",707
,> 0 - < 25%,,"43,549","9,867","1,309",443,740,"1,363",578,648,"2,604",326
,25 - < 50%,,"17,570","3,225",485,176,211,352,291,211,713,213
,50 - < 75%,,"7,915","1,981",443,84,165,272,215,98,361,76
,75 - < 100%,,"13,307","4,092",888,51,445,681,278,516,640,92
,Tempo completo,,"22,042","3,288",582,44,126,166,238,153,"1,015",296
Actividades remuneradas exterior à exploração,,,,,,,,,,,,
,Principal,,"47,671","10,029","1,119",471,462,"1,308",673,526,"2,910",479
,,Sector primário,"3,535",875,132,35,18,112,91,61,281,36
,,Sector secundário,"29,386","5,639",591,275,207,562,373,292,"1,815",222
,,Sector terciário,"14,750","3,515",396,161,237,634,209,173,814,221
,Secundária,,"1,533",310,64,10,7,81,35,35,52,4
,,Sector primário,840,162,35,5,4,45,19,11,29,- 
,,Sector secundário,380,82,14,2,3,20,9,12,17,1
,,Sector terciário,313,66,15,3,- ,16,7,12,6,3
Situação na profissão exterior à exploração,,,,,,,,,,,,
,Patrão/empregador,,"4,030",905,153,50,54,163,51,47,184,52
,Trabalhador por conta própria,,"4,341","1,163",160,94,60,175,64,50,250,51
,Trabalhador por conta de outrem,,"40,155","8,046",814,335,346,992,572,440,"2,502",372
,Trabalhador familiar remunerado,,364,105,20,- ,9,23,9,16,8,7
,Outra situação,,314,120,36,2,- ,36,12,8,18,1
Dirigente na população familiar,,,"43,702","8,858","1,726",146,770,"1,278",774,597,"1,788",504
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
