Principais características do produtor singular - Mulher (Página 3),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 9/12
,,,Vila Flor,Vila Nova de Foz Côa,Vila Real,Alto Trás os Montes,Alfândega da fé,Boticas,Bragança,Chaves,Macedo de Cavaleiros
,,,nº de indivíduos,,,,,,,,
Mulher,,,,,,,,,,,
Produtor singular,,,409,559,891,"8,400",315,437,995,"1,089",692
,Autónomo,,375,462,844,"8,278",294,432,993,"1,080",688
,Empresário,,34,97,47,122,21,5,2,9,4
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,75,123,173,"2,060",59,137,240,258,181
,Sabe ler e escrever,,61,101,229,"1,977",52,91,205,288,160
,Básico - 1º ciclo,,155,215,392,"3,133",116,168,395,434,249
,Básico - 2º ciclo,,43,32,35,625,31,30,78,54,50
,Básico - 3º ciclo,,20,21,18,201,18,3,21,25,18
,Secundário agrícola,,- ,- ,2,6,- ,1,- ,1,- 
,Secundário não agrícola,,17,12,19,116,14,4,18,10,12
,Politécnico / Superior agrícola,,1,- ,- ,21,1,- ,4,2,- 
,Politécnico / Superior não agrícola,,37,55,23,261,24,3,34,17,22
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,375,548,878,"8,002",289,409,964,"1,055",682
,Curta duração,,9,3,4,138,11,4,16,9,5
,Longa duração,,12,5,4,167,12,21,9,14,4
,Longa e curta duração,,12,3,3,66,2,2,2,8,1
,Completa,,1,- ,2,27,1,1,4,3,- 
Tempo de actividade agrícola ,,,,,,,,,,,
,Tempo parcial,,406,559,806,"8,040",315,424,987,"1,013",692
,,> 0 - < 25%,209,288,158,"3,101",218,54,576,179,418
,,25 - < 50%,119,132,186,"2,047",76,56,228,271,184
,,50 - < 75%,53,65,168,"1,472",18,90,134,274,72
,,75 - < 100%,25,74,294,"1,420",3,224,49,289,18
,Tempo completo,,3,- ,85,360,- ,13,8,76,- 
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,84,96,133,935,62,20,112,91,98
,,Sector primário,21,13,31,105,10,1,1,6,18
,,Sector secundário,1,9,17,100,3,4,7,5,7
,,Sector terciário,62,74,85,730,49,15,104,80,73
,Secúndária,,12,8,24,90,5,- ,6,16,9
,,Sector primário,8,8,19,55,5,- ,4,6,9
,,Sector secundário,- ,- ,- ,2,- ,- ,- ,- ,- 
,,Sector terciário,4,- ,5,33,- ,- ,2,10,- 
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,3,5,8,75,5,2,7,10,6
,Trabalhador por conta própria,,15,14,22,179,8,3,18,20,20
,Trabalhador por conta de outrem,,78,85,127,768,54,15,93,77,81
,Trabalhador familiar remunerado,,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outra situação,,- ,- ,- ,3,- ,- ,- ,- ,- 
Produtor singular dirigente,,,354,440,817,"7,850",299,429,945,999,634
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
