Mão-de-obra agrícola não familiar permanente segundo o tempo de actividade (Ilha de São Miguel - Vila Franca do Campo),,,,,,,,,,,
,,,,,,,,,,,Pág. 1/3
,,,AÇORES,Ilha de Santa Maria (Vila Porto),Ilha de São Miguel,Lagoa,Nordeste,Ponta Delgada,Povoação,Ribeira Grande,Vila Franca do Campo
Tempo de actividade agrícola dos trabalhadores permanentes,,,  2 632 ,   28 ,  1 741 ,   128 ,   103 ,   787 ,   95 ,   433 ,   195 
,Tempo parcial,,   751 ,   8 ,   459 ,   48 ,   23 ,   209 ,   30 ,   92 ,   57 
,,> 0 - < 25%,   329 ,   5 ,   219 ,   14 ,   6 ,   130 ,   10 ,   45 ,   14 
,,25 - < 50%,   180 ,   1 ,   98 ,   16 ,   3 ,   42 ,   10 ,   16 ,   11 
,,50 - < 75%,   136 ,   1 ,   93 ,   7 ,   9 ,   32 ,   7 ,   16 ,   22 
,,75 - < 100%,   106 ,   1 ,   49 ,   11 ,   5 ,   5 ,   3 ,   15 ,   10 
,Tempo completo,,  1 881 ,   20 ,  1 282 ,   80 ,   80 ,   578 ,   65 ,   341 ,   138 
Homem,,,  2 534 ,   28 ,  1 685 ,   127 ,   103 ,   743 ,   94 ,   423 ,   195 
,Tempo parcial,,   729 ,   8 ,   444 ,   47 ,   23 ,   199 ,   29 ,   89 ,   57 
,,> 0 - < 25%,   313 ,   5 ,   204 ,   13 ,   6 ,   120 ,   9 ,   42 ,   14 
,,25 - < 50%,   176 ,   1 ,   98 ,   16 ,   3 ,   42 ,   10 ,   16 ,   11 
,,50 - < 75%,   136 ,   1 ,   93 ,   7 ,   9 ,   32 ,   7 ,   16 ,   22 
,,75 - < 100%,   104 ,   1 ,   49 ,   11 ,   5 ,   5 ,   3 ,   15 ,   10 
,Tempo completo,,  1 805 ,   20 ,  1 241 ,   80 ,   80 ,   544 ,   65 ,   334 ,   138 
Mulher,,,   98 ,- ,   56 ,   1 ,- ,   44 ,   1 ,   10 ,- 
,Tempo parcial,,   22 ,- ,   15 ,   1 ,- ,   10 ,   1 ,   3 ,- 
,,> 0 - < 25%,   16 ,- ,   15 ,   1 ,- ,   10 ,   1 ,   3 ,- 
,,25 - < 50%,   4 ,- ,- ,- ,- ,- ,- ,- ,- 
,,50 - < 75%,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,75 - < 100%,   2 ,- ,- ,- ,- ,- ,- ,- ,- 
,Tempo completo,,   76 ,- ,   41 ,- ,- ,   34 ,- ,   7 ,- 
Tempo de actividade agrícola dos dirigentes assalariados,,,   238 ,   4 ,   131 ,   9 ,   7 ,   63 ,   8 ,   24 ,   20 
,Tempo parcial,,   165 ,   4 ,   101 ,   6 ,   5 ,   51 ,   7 ,   17 ,   15 
,,> 0 - < 25%,   99 ,   3 ,   72 ,   3 ,   4 ,   38 ,   7 ,   10 ,   10 
,,25 - < 50%,   26 ,- ,   13 ,   1 ,- ,   7 ,- ,   4 ,   1 
,,50 - < 75%,   16 ,- ,   9 ,   1 ,   1 ,   4 ,- ,   1 ,   2 
,,75 - < 100%,   24 ,   1 ,   7 ,   1 ,- ,   2 ,- ,   2 ,   2 
,Tempo completo,,   73 ,- ,   30 ,   3 ,   2 ,   12 ,   1 ,   7 ,   5 
