Principais características da população familiar - Mulher (Página 4),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 12/12
,,,Miranda do Douro,Mirandela,Mogadouro,Montalegre,Murça,Valpaços,Vila Pouca de Aguiar,Vimioso,Vinhais
,,,nº de indivíduos,,,,,,,,
Mulher,,,,,,,,,,,
População familiar,,,"2,233","5,152","3,779","3,575","2,090","6,794","2,787","1,786","3,488"
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,550,"1,029",733,"1,078",320,"1,332",573,432,798
,Sabe ler e escrever,,458,923,674,547,368,"1,411",646,299,608
,Básico - 1º ciclo,,585,"1,558","1,136","1,053",657,"2,328",869,558,"1,051"
,Básico - 2º ciclo,,215,557,404,388,256,660,304,177,489
,Básico - 3º ciclo,,184,436,305,240,193,491,212,122,220
,Secundário agrícola,,9,17,11,5,14,6,1,1,9
,Secundário não agrícola,,142,349,269,176,142,353,118,108,185
,Politécnico / Superior agrícola,,4,15,13,7,6,14,7,8,8
,Politécnico / Superior não agrícola,,86,268,234,81,134,199,57,81,120
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,"1,959","4,523","3,008","2,968","1,798","5,953","2,408","1,570","3,046"
,Curta duração,,48,27,142,21,35,26,15,20,57
,Longa duração,,26,56,82,85,15,47,21,26,19
,Longa e curta duração,,10,17,48,44,7,21,12,12,2
,Completa,,13,32,24,12,20,20,8,9,17
Tempo de actividade agrícola ,,,,,,,,,,,
,Sem actividade,,282,492,608,442,179,843,383,162,218
,Tempo parcial,,"1,946","4,650","3,167","2,743","1,911","5,922","2,084","1,624","3,268"
,> 0 - < 25%,,"1,308","3,081","1,754",870,"1,342","2,594",985,"1,003","1,961"
,25 - < 50%,,355,944,777,371,440,"1,486",416,321,841
,50 - < 75%,,167,402,521,549,97,"1,019",198,198,309
,75 - < 100%,,116,223,115,953,32,823,485,102,157
,Tempo completo,,5,10,4,390,- ,29,320,- ,2
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,312,814,518,267,332,717,276,250,289
,,Sector primário,24,105,61,2,42,47,16,8,15
,,Sector secundário,42,75,35,39,82,36,74,22,11
,,Sector terciário,246,634,422,226,208,634,186,220,263
,Secundária,,10,58,19,29,26,32,12,3,11
,,Sector primário,4,49,12,6,17,24,5,1,6
,,Sector secundário,5,1,1,- ,1,1,1,- ,- 
,,Sector terciário,1,8,6,23,8,7,6,2,5
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,14,57,8,13,32,46,21,20,16
,Trabalhador por conta própria,,47,93,95,71,21,117,46,79,37
,Trabalhador por conta de outrem,,238,704,429,203,304,565,214,154,233
,Trabalhador familiar remunerado,,22,11,4,7,1,8,1,- ,6
,Outra situação,,1,7,1,2,- ,13,6,- ,8
Dirigente na população familiar,,,329,712,496,723,258,889,468,263,525
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
