Principais características da população familiar - Homem (Página 3),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 8/12
,,,Vila Flor,Vila Nova de Foz Côa,Vila Real,Alto Trás os Montes,Alfândega da fé,Boticas,Bragança,Chaves,Macedo de Cavaleiros
,,,nº de indivíduos,,,,,,,,
Homem,,,,,,,,,,,
População familiar,,,"2,509","2,763","5,225","55,266","1,831","2,029","5,649","8,083","4,541"
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,326,424,729,"9,166",275,350,891,"1,282",846
,Sabe ler e escrever,,220,276,689,"7,935",196,312,673,"1,296",597
,Básico - 1º ciclo,,992,"1,209","1,973","21,246",737,848,"2,238","3,118","1,727"
,Básico - 2º ciclo,,359,231,764,"7,602",202,300,768,"1,032",542
,Básico - 3º ciclo,,243,260,564,"4,779",150,151,543,741,406
,Secundário agrícola,,13,18,10,214,7,5,23,17,29
,Secundário não agrícola,,236,177,318,"2,782",150,38,323,453,213
,Politécnico / Superior agrícola,,14,10,20,255,16,11,25,22,30
,Politécnico / Superior não agrícola,,106,158,158,"1,287",98,14,165,122,151
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,"2,140","2,318","4,529","46,952","1,520","1,674","4,951","7,060","3,918"
,Curta duração,,58,14,48,743,42,27,92,38,20
,Longa duração,,56,38,44,891,45,70,62,79,46
,Longa e curta duração,,27,16,22,349,13,15,13,28,10
,Completa,,27,28,30,469,23,16,48,39,59
Tempo de actividade agrícola ,,,,,,,,,,,
,Sem actividade,,139,379,664,"5,027",194,239,277,728,261
,Tempo parcial,,"2,309","2,311","4,157","47,963","1,611","1,734","5,288","6,874","4,276"
,> 0 - < 25%,,"1,294","1,093","1,826","23,241",958,457,"3,475","2,454","2,612"
,25 - < 50%,,429,546,"1,046","10,898",479,305,927,"1,680",973
,50 - < 75%,,247,273,427,"6,174",124,175,556,932,508
,75 - < 100%,,339,399,858,"7,650",50,797,330,"1,808",183
,Tempo completo,,61,73,404,"2,276",26,56,84,481,4
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,911,817,"1,869","13,839",549,350,"1,498","1,963","1,278"
,,Sector primário,188,116,224,"1,659",117,18,78,117,234
,,Sector secundário,327,299,729,"5,057",165,187,432,765,439
,,Sector terciário,396,402,916,"7,123",267,145,988,"1,081",605
,Secundária,,89,44,121,993,72,23,65,106,79
,,Sector primário,51,38,82,580,53,6,34,41,64
,,Sector secundário,7,2,18,172,9,6,11,28,6
,,Sector terciário,31,4,21,241,10,11,20,37,9
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,73,63,156,"1,348",51,25,128,164,125
,Trabalhador por conta própria,,102,151,192,"2,319",90,62,202,269,231
,Trabalhador por conta de outrem,,814,642,"1,621","10,977",471,279,"1,216","1,608",990
,Trabalhador familiar remunerado,,1,1,14,89,5,2,7,5,7
,Outra situação,,10,4,7,99,4,5,10,23,4
Dirigente na população familiar,,,"1,382","1,683","2,271","29,762","1,035",891,"3,087","4,375","2,524"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
