Produtor singular segundo a Dimensão Económica e as Classes de Idade (Cova da Beira),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 5/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
Nut III,,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
Concelho,,,,,nº de indíviduos,,,,,,
,Cova da Beira,,,,,,,,,,
,,,Total,"8,576","5,992","1,206",717,368,229,56,8
,,,15 - 24,17,11,3,1,2,- ,- ,- 
,,,25 - 34,214,105,32,25,20,24,8,- 
,,,35 - 44,795,470,103,79,77,51,13,2
,,,45 - 54,"1,401",904,214,128,86,52,14,3
,,,55 - 64,"2,201","1,469",342,213,107,54,14,2
,,,>= 65,"3,948","3,033",512,271,76,48,7,1
,,Belmonte,,,,,,,,,
,,,Total,985,644,155,86,58,38,4,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,18,7,4,3,1,3,- ,- 
,,,35 - 44,88,46,8,9,10,13,2,- 
,,,45 - 54,155,92,25,11,15,11,1,- 
,,,55 - 64,250,153,43,22,24,8,- ,- 
,,,>= 65,474,346,75,41,8,3,1,- 
,,Covilhã,,,,,,,,,
,,,Total,"2,818","2,069",351,196,122,68,10,2
,,,15 - 24,6,3,2,- ,1,- ,- ,- 
,,,25 - 34,78,33,12,6,10,16,1,- 
,,,35 - 44,311,196,49,20,28,14,3,1
,,,45 - 54,490,341,60,38,33,14,3,1
,,,55 - 64,721,522,98,60,31,9,1,- 
,,,>= 65,"1,212",974,130,72,19,15,2,- 
,,Fundão,,,,,,,,,
,,,Total,"4,773","3,279",700,435,188,123,42,6
,,,15 - 24,11,8,1,1,1,- ,- ,- 
,,,25 - 34,118,65,16,16,9,5,7,- 
,,,35 - 44,396,228,46,50,39,24,8,1
,,,45 - 54,756,471,129,79,38,27,10,2
,,,55 - 64,"1,230",794,201,131,52,37,13,2
,,,>= 65,"2,262","1,713",307,158,49,30,4,1
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
