Principais características do Produtor Singular - Homem (Cova da Beira),,,,,,,,
,,,,,,1999,,
,,,,,,pág. 14/15,,
,,,Cova da Beira,Belmonte,Covilhã,Fundão,,
,,,nº de indivíduos,,,,,
Homem,,,,,,,,
Produtor singular,,,"6,959",808,"2,378","3,773",,
,Autónomo,,"6,804",795,"2,328","3,681",,
,Empresário,,155,13,50,92,,
Nível de instrução,,,,,,,,
,Não sabe ler nem escrever,,"1,501",182,460,859,,
,Sabe ler e escrever,,926,95,326,505,,
,Básico - 1º ciclo,,"3,566",431,"1,241","1,894",,
,Básico - 2º ciclo,,416,39,157,220,,
,Básico - 3º ciclo,,253,29,88,136,,
,Secundário agrícola,,8,- ,3,5,,
,Secundário não agrícola,,135,15,47,73
,Politécnico / Superior agrícola,,21,3,6,12
,Politécnico / Superior não agrícola,,133,14,50,69
Formação profissional agrícola,,,,,,
,Exclusivamente prática,,"6,640",762,"2,249","3,629"
,Curta duração,,183,24,69,90
,Longa duração,,71,14,33,24
,Longa e curta duração,,36,5,18,13
,Completa,,29,3,9,17
Tempo de actividade agrícola ,,,,,,
,Tempo parcial,,"6,166",624,"2,213","3,329"
,,> 0 - < 25%,"1,558",99,641,818
,,25 - < 50%,"1,849",220,696,933
,,50 - < 75%,"1,255",162,440,653
,,75 - < 100%,"1,504",143,436,925
,Tempo completo,,793,184,165,444
Actividades remuneradas exterior à exploração,,,,,,
,Principal,,"2,019",204,732,"1,083"
,,Sector primário,253,16,90,147
,,Sector secundário,807,66,349,392
,,Sector terciário,959,122,293,544
,Secúndária,,118,12,34,72
,,Sector primário,19,6,8,5
,,Sector secundário,47,3,12,32
,,Sector terciário,52,3,14,35
Situação na profissão exterior à exploração,,,,,,
,Patrão/empregador,,318,36,102,180
,Trabalhador por conta própria,,435,55,138,242
,Trabalhador por conta de outrem,,"1,299",109,491,699
,Trabalhador familiar remunerado,,8,1,3,4
,Outra situação,,77,15,32,30
Produtor singular dirigente,,,"6,881",807,"2,332","3,742"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
