Principais características do Produtor Singular - Homem (Total e Pinhal Interior Sul),,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 2/15
,,,BEIRA INTERIOR,Pinhal Interior Sul,Mação,Oleiros,Proença-a-Nova,Sertã,Vila de Rei
,,,nº de indivíduos,,,,,,
Homem,,,,,,,,,
Produtor singular,,,"37,508","6,319","1,165","1,296","1,468","1,971",419
,Autónomo,,"36,752","6,280","1,153","1,296","1,459","1,955",417
,Empresário,,756,39,12,- ,9,16,2
Nível de instrução,,,,,,,,,
,Não sabe ler nem escrever,,"7,196","1,037",131,239,275,374,18
,Sabe ler e escrever,,"6,126","1,273",190,260,268,449,106
,Básico - 1º ciclo,,"19,310","3,370",668,693,748,990,271
,Básico - 2º ciclo,,"1,995",308,70,46,87,92,13
,Básico - 3º ciclo,,"1,205",141,49,27,33,30,2
,Secundário agrícola,,72,10,2,3,3,1,1
,Secundário não agrícola,,687,83,21,14,24,18,6
,Politécnico / Superior agrícola,,150,15,7,1,4,3,- 
,Politécnico / Superior não agrícola,,767,82,27,13,26,14,2
Formação profissional agrícola,,,,,,,,,
,Exclusivamente prática,,"36,178","6,214","1,141","1,288","1,439","1,933",413
,Curta duração,,621,49,9,2,18,17,3
,Longa duração,,308,21,4,2,3,11,1
,Longa e curta duração,,179,10,2,- ,1,6,1
,Completa,,222,25,9,4,7,4,1
Tempo de actividade agrícola ,,,,,,,,,
,Tempo parcial,,"34,372","6,178","1,148","1,254","1,450","1,909",417
,,> 0 - < 25%,"11,042","2,567",474,396,735,777,185
,,25 - < 50%,"9,887","1,758",330,384,396,499,149
,,50 - < 75%,"6,699","1,191",263,225,168,467,68
,,75 - < 100%,"6,744",662,81,249,151,166,15
,Tempo completo,,"3,136",141,17,42,18,62,2
Actividades remuneradas exterior à exploração,,,,,,,,,
,Principal,,"11,318","2,053",305,440,532,653,123
,,Sector primário,"1,580",442,37,93,69,228,15
,,Sector secundário,"4,227",628,109,126,181,161,51
,,Sector terciário,"5,511",983,159,221,282,264,57
,Secúndária,,486,54,11,- ,6,12,25
,,Sector primário,208,27,4,- ,3,8,12
,,Sector secundário,121,12,4,- ,3,1,4
,,Sector terciário,157,15,3,- ,- ,3,9
Situação na profissão exterior à exploração,,,,,,,,,
,Patrão/empregador,,"1,568",240,45,36,61,80,18
,Trabalhador por conta própria,,"2,447",489,72,120,105,143,49
,Trabalhador por conta de outrem,,"7,298","1,358",196,281,364,436,81
,Trabalhador familiar remunerado,,18,3,- ,- ,2,1,- 
,Outra situação,,473,17,3,3,6,5,- 
Produtor singular dirigente,,,"37,059","6,264","1,160","1,289","1,452","1,945",418
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
