Mão-de-obra não familiar permanente segundo o tempo de actividade (Serra da Estrela),,,,,,
,,,,,,1999
,,,,,,pág. 2/5
,,,Serra da Estrela,Fornos de Algodres,Gouveia,Seia
,,,nº de indivíduos,,,
Tempo de actividade agrícola dos trabalhadores permanentes,,,348,39,169,140
,Tempo parcial,,196,37,104,55
,,> 0 - < 25%,66,23,24,19
,,25 - < 50%,44,9,18,17
,,50 - < 75%,29,3,17,9
,,75 - < 100%,57,2,45,10
,Tempo completo,,152,2,65,85
Homem,,,247,34,126,87
,Tempo parcial,,143,33,75,35
,,> 0 - < 25%,49,19,20,10
,,25 - < 50%,33,9,14,10
,,50 - < 75%,20,3,9,8
,,75 - < 100%,41,2,32,7
,Tempo completo,,104,1,51,52
Mulher,,,101,5,43,53
,Tempo parcial,,53,4,29,20
,,> 0 - < 25%,17,4,4,9
,,25 - < 50%,11,- ,4,7
,,50 - < 75%,9,- ,8,1
,,75 - < 100%,16,- ,13,3
,Tempo completo,,48,1,14,33
Tempo de actividade agrícola dos dirigentes assalariados,,,85,14,41,30
,Tempo parcial,,74,14,35,25
,,> 0 - < 25%,36,9,16,11
,,25 - < 50%,13,3,6,4
,,50 - < 75%,11,2,3,6
,,75 - < 100%,14,- ,10,4
,Tempo completo,,11,- ,6,5
Homem,,,74,13,35,26
,Tempo parcial,,63,13,29,21
,,> 0 - < 25%,27,8,12,7
,,25 - < 50%,12,3,5,4
,,50 - < 75%,11,2,3,6
,,75 - < 100%,13,- ,9,4
,Tempo completo,,11,- ,6,5
Mulher,,,11,1,6,4
,Tempo parcial,,11,1,6,4
,,> 0 - < 25%,9,1,4,4
,,25 - < 50%,1,- ,1,- 
,,50 - < 75%,- ,- ,- ,- 
,,75 - < 100%,1,- ,1,- 
,Tempo completo,,- ,- ,- ,- 
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,263,25,128,110
,Tempo parcial,,122,23,69,30
,,> 0 - < 25%,30,14,8,8
,,25 - < 50%,31,6,12,13
,,50 - < 75%,18,1,14,3
,,75 - < 100%,43,2,35,6
,Tempo completo,,141,2,59,80
Homem,,,173,21,91,61
,Tempo parcial,,80,20,46,14
,,> 0 - < 25%,22,11,8,3
,,25 - < 50%,21,6,9,6
,,50 - < 75%,9,1,6,2
,,75 - < 100%,28,2,23,3
,Tempo completo,,93,1,45,47
Mulher,,,90,4,37,49
,Tempo parcial,,42,3,23,16
,,> 0 - < 25%,8,3,- ,5
,,25 - < 50%,10,- ,3,7
,,50 - < 75%,9,- ,8,1
,,75 - < 100%,15,- ,12,3
,Tempo completo,,48,1,14,33
"Fonte: INE, Recemseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,
