Mão-de-obra não familiar permanente segundo o tempo de actividade (Beira Interior Sul),,,,,,,
,,,,,,,1999
,,,,,,,pág. 4/5
,,,Beira Interior Sul,Castelo Branco,Idanha-a-Nova,Penamacor,Vila Velha de Rodão
,,,nº de indivíduos,,,,
Tempo de actividade agrícola dos trabalhadores permanentes,,,"1,062",431,483,87,61
,Tempo parcial,,326,161,93,49,23
,,> 0 - < 25%,50,15,21,7,7
,,25 - < 50%,124,77,27,13,7
,,50 - < 75%,70,30,24,12,4
,,75 - < 100%,82,39,21,17,5
,Tempo completo,,736,270,390,38,38
Homem,,,849,321,408,72,48
,Tempo parcial,,216,83,73,38,22
,,> 0 - < 25%,45,14,18,7,6
,,25 - < 50%,58,24,18,9,7
,,50 - < 75%,50,21,19,6,4
,,75 - < 100%,63,24,18,16,5
,Tempo completo,,633,238,335,34,26
Mulher,,,213,110,75,15,13
,Tempo parcial,,110,78,20,11,1
,,> 0 - < 25%,5,1,3,- ,1
,,25 - < 50%,66,53,9,4,- 
,,50 - < 75%,20,9,5,6,- 
,,75 - < 100%,19,15,3,1,- 
,Tempo completo,,103,32,55,4,12
Tempo de actividade agrícola dos dirigentes assalariados,,,115,43,38,19,15
,Tempo parcial,,102,38,34,15,15
,,> 0 - < 25%,37,11,15,4,7
,,25 - < 50%,23,10,6,3,4
,,50 - < 75%,19,9,6,2,2
,,75 - < 100%,23,8,7,6,2
,Tempo completo,,13,5,4,4,- 
Homem,,,105,42,31,18,14
,Tempo parcial,,92,37,27,14,14
,,> 0 - < 25%,33,11,12,4,6
,,25 - < 50%,21,9,5,3,4
,,50 - < 75%,15,9,3,1,2
,,75 - < 100%,23,8,7,6,2
,Tempo completo,,13,5,4,4,- 
Mulher,,,10,1,7,1,1
,Tempo parcial,,10,1,7,1,1
,,> 0 - < 25%,4,- ,3,- ,1
,,25 - < 50%,2,1,1,- ,- 
,,50 - < 75%,4,- ,3,1,- 
,,75 - < 100%,- ,- ,- ,- ,- 
,Tempo completo,,- ,- ,- ,- ,- 
Tempo de actividade agrícola dos outros trabalhadores permanentes,,,947,388,445,68,46
,Tempo parcial,,224,123,59,34,8
,,> 0 - < 25%,13,4,6,3,- 
,,25 - < 50%,101,67,21,10,3
,,50 - < 75%,51,21,18,10,2
,,75 - < 100%,59,31,14,11,3
,Tempo completo,,723,265,386,34,38
Homem,,,744,279,377,54,34
,Tempo parcial,,124,46,46,24,8
,,> 0 - < 25%,12,3,6,3,- 
,,25 - < 50%,37,15,13,6,3
,,50 - < 75%,35,12,16,5,2
,,75 - < 100%,40,16,11,10,3
,Tempo completo,,620,233,331,30,26
Mulher,,,203,109,68,14,12
,Tempo parcial,,100,77,13,10,- 
,,> 0 - < 25%,1,1,- ,- ,- 
,,25 - < 50%,64,52,8,4,- 
,,50 - < 75%,16,9,2,5,- 
,,75 - < 100%,19,15,3,1,- 
,Tempo completo,,103,32,55,4,12
"Fonte: INE, Recemseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,
