Principais características do Produtor Singular - Mulher (Serra da Estrela),,,,,,
,,,,,,1999
,,,,,,pág. 6/15
,,,Serra da Estrela,Fornos de Algodres,Gouveia,Seia
,,,nº de indivíduos,,,
Mulher,,,,,,
Produtor singular,,,"1,042",209,296,537
,Autónomo,,"1,018",201,282,535
,Empresário,,24,8,14,2
Nível de instrução,,,,,,
,Não sabe ler nem escrever,,190,49,59,82
,Sabe ler e escrever,,254,48,68,138
,Básico - 1º ciclo,,462,91,123,248
,Básico - 2º ciclo,,51,8,13,30
,Básico - 3º ciclo,,25,4,4,17
,Secundário agrícola,,1,- ,1,- 
,Secundário não agrícola,,21,6,8,7
,Politécnico / Superior agrícola,,2,- ,1,1
,Politécnico / Superior não agrícola,,36,3,19,14
Formação profissional agrícola,,,,,,
,Exclusivamente prática,,"1,025",205,288,532
,Curta duração,,5,- ,3,2
,Longa duração,,7,3,2,2
,Longa e curta duração,,2,1,1,- 
,Completa,,3,- ,2,1
Tempo de actividade agrícola ,,,,,,
,Tempo parcial,,"1,010",203,290,517
,,> 0 - < 25%,406,70,143,193
,,25 - < 50%,312,65,74,173
,,50 - < 75%,155,36,43,76
,,75 - < 100%,137,32,30,75
,Tempo completo,,32,6,6,20
Actividades remuneradas exterior à exploração,,,,,,
,Principal,,183,22,60,101
,,Sector primário,27,7,8,12
,,Sector secundário,43,2,8,33
,,Sector terciário,113,13,44,56
,Secúndária,,10,4,1,5
,,Sector primário,7,3,1,3
,,Sector secundário,1,- ,- ,1
,,Sector terciário,2,1,- ,1
Situação na profissão exterior à exploração,,,,,,
,Patrão/empregador,,12,2,4,6
,Trabalhador por conta própria,,33,2,12,19
,Trabalhador por conta de outrem,,145,22,44,79
,Trabalhador familiar remunerado,,2,- ,1,1
,Outra situação,,1,- ,- ,1
Produtor singular dirigente,,,"1,005",205,279,521
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
