Origem do rendimento do agregado doméstico do produtor singular (Total e Pinhal Interior Sul),,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 1/5
,,,BEIRA INTERIOR,Pinhal Interior Sul,Mação,Oleiros,Proença-a-Nova,Sertã,Vila de Rei
,,,expl. (nº),,,,,,
Total explorações com produtor singular,,,"47,939","7,888","1,424","1,603","1,820","2,521",520
Exclusivamente da actividade da exploração,,,"3,096",193,11,26,89,64,3
Principalmente da actividade da exploração,,,"7,253","1,031",90,621,97,213,10
,Salários do sector primário,,696,107,9,34,8,54,2
,,1ª opção,584,98,9,31,8,49,1
,,2ª opção,104,8,- ,2,- ,5,1
,,3ª opção,8,1,- ,1,- ,- ,- 
,Salários do sector secúndário,,"1,043",103,8,55,15,24,1
,,1ª opção,793,81,6,44,12,18,1
,,2ª opção,232,21,2,10,3,6,- 
,,3ª opção,18,1,- ,1,- ,- ,- 
,Salários do sector terciário,,"1,304",137,8,73,20,36,- 
,,1ª opção,999,100,6,57,15,22,- 
,,2ª opção,282,35,2,16,5,12,- 
,,3ª opção,23,2,- ,- ,- ,2,- 
,Actividade empresarial,,202,16,1,4,5,6,- 
,,1ª opção,162,13,1,2,5,5,- 
,,2ª opção,36,2,- ,1,- ,1,- 
,,3ª opção,4,1,- ,1,- ,- ,- 
,Pensões rurais/reformas,,"4,625",688,61,449,51,123,4
,,1ª opção,"4,235",624,56,418,50,96,4
,,2ª opção,371,61,4,31,1,25,- 
,,3ª opção,19,3,1,- ,- ,2,- 
,Juros e dividendos,,386,100,16,73,3,7,1
,,1ª opção,125,35,6,21,2,5,1
,,2ª opção,224,60,9,48,1,2,- 
,,3ª opção,37,5,1,4,- ,- ,- 
,Remessas de emigrantes,,218,17,- ,12,- ,5,- 
,,1ª opção,123,11,- ,8,- ,3,- 
,,2ª opção,67,5,- ,3,- ,2,- 
,,3ª opção,28,1,- ,1,- ,- ,- 
,Outras,,459,118,9,73,7,24,5
,,1ª opção,232,69,6,40,5,15,3
,,2ª opção,151,40,1,29,1,7,2
,,3ª opção,76,9,2,4,1,2,- 
Principalmente origem exterior à actividade da exploração,,,"37,590","6,664","1,323",956,"1,634","2,244",507
,Salários do sector primário,,"2,071",525,35,75,87,305,23
,,1ª opção,"1,476",400,28,63,66,226,17
,,2ª opção,519,108,6,10,19,68,5
,,3ª opção,76,17,1,2,2,11,1
,Salários do sector secúndário,,"6,554","1,010",174,125,298,340,73
,,1ª opção,"4,950",739,131,84,226,238,60
,,2ª opção,"1,479",246,42,39,65,91,9
,,3ª opção,125,25,1,2,7,11,4
,Salários do sector terciário,,"9,219","1,525",261,196,455,524,89
,,1ª opção,"6,538","1,047",180,150,316,337,64
,,2ª opção,"2,531",444,76,43,132,169,24
,,3ª opção,150,34,5,3,7,18,1
,Actividade empresarial,,"1,645",286,49,43,92,87,15
,,1ª opção,"1,338",214,42,37,65,55,15
,,2ª opção,288,65,7,6,25,27,- 
,,3ª opção,19,7,- ,- ,2,5,- 
,Pensões rurais/reformas,,"25,101","4,604","1,013",570,"1,064","1,586",371
,,1ª opção,"21,961","3,894",857,520,914,"1,305",298
,,2ª opção,"2,851",635,144,47,131,248,65
,,3ª opção,289,75,12,3,19,33,8
,Juros e dividendos,,"1,659",368,108,53,96,100,11
,,1ª opção,167,23,9,3,3,8,- 
,,2ª opção,"1,313",288,78,41,80,79,10
,,3ª opção,179,57,21,9,13,13,1
,Remessas de emigrantes,,907,49,1,7,14,25,2
,,1ª opção,428,31,- ,6,10,15,- 
,,2ª opção,385,16,1,1,4,9,1
,,3ª opção,94,2,- ,- ,- ,1,1
,Outras,,"1,754",487,97,122,60,136,72
,,1ª opção,732,316,76,93,34,60,53
,,2ª opção,659,145,18,26,24,60,17
,,3ª opção,363,26,3,3,2,16,2
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
