Principais características do Produtor Singular - Mulher (Beira Interior Sul),,,,,,,
,,,,,,,1999
,,,,,,,pág. 12/15
,,,Beira Interior Sul,Castelo Branco,Idanha-a-Nova,Penamacor,Vila Velha de Rodão
,,,nº de indivíduos,,,,
Mulher,,,,,,,
Produtor singular,,,"2,005",940,457,377,231
,Autónomo,,"1,944",921,422,372,229
,Empresário,,61,19,35,5,2
Nível de instrução,,,,,,,
,Não sabe ler nem escrever,,605,265,142,129,69
,Sabe ler e escrever,,443,225,78,85,55
,Básico - 1º ciclo,,698,354,148,119,77
,Básico - 2º ciclo,,81,28,19,25,9
,Básico - 3º ciclo,,61,28,21,5,7
,Secundário agrícola,,2,1,- ,1,- 
,Secundário não agrícola,,31,11,14,3,3
,Politécnico / Superior agrícola,,9,2,6,- ,1
,Politécnico / Superior não agrícola,,75,26,29,10,10
Formação profissional agrícola,,,,,,,
,Exclusivamente prática,,"1,944",930,430,355,229
,Curta duração,,15,2,3,10,- 
,Longa duração,,25,4,10,10,1
,Longa e curta duração,,10,1,8,1,- 
,Completa,,11,3,6,1,1
Tempo de actividade agrícola ,,,,,,,
,Tempo parcial,,"1,941",911,432,367,231
,,> 0 - < 25%,939,380,240,146,173
,,25 - < 50%,392,208,72,92,20
,,50 - < 75%,301,150,50,75,26
,,75 - < 100%,309,173,70,54,12
,Tempo completo,,64,29,25,10,- 
Actividades remuneradas exterior à exploração,,,,,,,
,Principal,,349,171,94,49,35
,,Sector primário,37,10,15,7,5
,,Sector secundário,47,34,4,5,4
,,Sector terciário,265,127,75,37,26
,Secúndária,,6,4,1,- ,1
,,Sector primário,3,2,1,- ,- 
,,Sector secundário,1,1,- ,- ,- 
,,Sector terciário,2,1,- ,- ,1
Situação na profissão exterior à exploração,,,,,,,
,Patrão/empregador,,24,10,8,3,3
,Trabalhador por conta própria,,73,36,18,11,8
,Trabalhador por conta de outrem,,254,126,68,35,25
,Trabalhador familiar remunerado,,- ,- ,- ,- ,- 
,Outra situação,,4,3,1,- ,- 
Produtor singular dirigente,,,"1,946",910,448,368,220
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
