Actividade remunerada exterior à exploração da população agrícola familiar (Baixo Alentejo - Aljustrel),,,,,,,,,,,,
,,,,,,,,,,,,Pág 4/5
,,,Mourão,Portel,Redondo,Reguengos de Monsaraz,Sousel,Vendas Novas,Viana do Alentejo,Vila Viçosa,Baixo Alentejo,Aljustrel
População agrícola familiar,,,   953 ,  2 049 ,  1 848 ,  2 537 ,  1 308 ,   643 ,   797 ,   808 ,  26 235 ,  1 375 
,Actividade exterior - principal,,   303 ,   758 ,   698 ,   791 ,   441 ,   240 ,   222 ,   269 ,  6 870 ,   351 
,,"Agric, prod. animal, caça e activ. seviços relacionados",   52 ,   210 ,   163 ,   115 ,   121 ,   17 ,   33 ,   30 ,  1 591 ,   100 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   2 ,   8 ,   1 ,   2 ,   1 ,   16 ,   1 ,   2 ,   44 ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",- ,- ,   3 ,   1 ,- ,   3 ,- ,- ,   12 ,- 
,,Ind. alimentares das bebidas e do tabaco,   3 ,   26 ,   10 ,   14 ,   19 ,   6 ,   1 ,   5 ,   88 ,   2 
,,Outras indústrias,   61 ,   39 ,   48 ,   128 ,   13 ,   57 ,   10 ,   77 ,   377 ,   31 
,,"Prod. e distribuição de  electricidade, gás e água",   4 ,   6 ,   7 ,   4 ,- ,   3 ,- ,- ,   39 ,   1 
,,Construção,   16 ,   89 ,   53 ,   66 ,   26 ,   20 ,   34 ,   14 ,   596 ,   27 
,,Comércio por grosso e retalho,   19 ,   68 ,   90 ,   103 ,   109 ,   47 ,   24 ,   29 ,   944 ,   38 
,,Alojamento e restauração,   1 ,   29 ,   13 ,   20 ,   16 ,   9 ,   17 ,   2 ,   201 ,   18 
,,Administração pública,   62 ,   97 ,   29 ,   99 ,   41 ,   10 ,   20 ,   19 ,   835 ,   30 
,,Educação,   23 ,   45 ,   42 ,   54 ,   24 ,   16 ,   18 ,   23 ,   435 ,   39 
,,Saúde e acção social,   18 ,   30 ,   11 ,   29 ,   15 ,   4 ,   10 ,   11 ,   270 ,   16 
