Efectivo animal (Página 3),,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 3/4
,,,Monchique,,Olhão,,Portimão,,São Brás de Alportel,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,116,"1,232",13,390,55,489,8,72
Bovinos com menos de 1 ano,,,76,397,7,88,41,168,7,34
,Vitelos de carne (para abate < 1 ano),,9,80,2,... ,1,... ,3,22
,Outros vitelos,,70,317,5,85,41,167,4,12
,,Machos,50,159,4,34,25,73,4,12
,,Fêmeas,48,158,2,... ,31,94,- ,- 
Bovinos de 1 a menos de 2 anos,,,34,159,5,67,17,35,5,32
,Machos,,27,107,4,66,4,10,3,15
,Fêmeas reprodutoras,,16,39,1,... ,13,24,2,... 
,Fêmeas não reprodutoras,,3,13,- ,- ,1,... ,2,... 
Bovinos de 2 anos e mais,,,104,676,10,235,51,286,3,6
,Machos,,18,25,1,... ,6,7,- ,- 
,Novilhas reprodutoras,,15,54,6,61,5,8,2,... 
,Novilhas não reprodutoras,,- ,- ,- ,- ,- ,- ,- ,- 
,Vacas leiteiras,,3,3,7,170,- ,- ,1,... 
,Outras vacas,,99,594,- ,- ,49,271,- ,- 
SUÍNOS,,,479,"27,522",89,352,196,"2,880",70,386
,Suínos com menos de 20 kg de PV,,170,"8,970",12,115,38,879,22,152
,Fêmeas reprodutoras de 50 kg de PV e mais,,198,"3,915",27,106,63,552,8,36
,Outros suínos,,441,"14,637",71,131,177,"1,449",51,198
OVINOS,,,65,789,68,"1,173",52,"1,453",53,"1,841"
,Fêmeas reprodutoras,,63,666,64,930,51,"1,252",50,"1,146"
,Outros ovinos,,44,123,43,243,37,201,33,695
CAPRINOS,,,108,"1,621",42,421,42,929,53,582
,Fêmeas reprodutoras,,103,"1,443",41,363,42,735,52,420
,Outros caprinos,,52,178,20,58,22,194,23,162
EQUÍDEOS,,Fêmeas reprodutoras,155,171,38,113,50,240,64,77
,Gado equino,Outros equinos,9,12,24,93,24,205,5,14
,,,2,... ,11,37,18,79,2,... 
,,,9,10,18,56,20,126,4,7
,Gado asinino,,96,98,1,... ,9,11,35,35
,Gado muar,,56,61,15,15,23,24,26,28
COELHAS reprodutoras,,,239,561,58,130,50,133,33,78
AVES,,,,,,,,,,
,Frangos de carne (inclui galos),,470,"6,784",344,"1,658",272,"2,455",92,492
,Galinhas poedeiras e reprodutoras,,576,"5,308",607,"5,169",352,"4,105",248,"2,201"
,Perús,,44,239,42,165,27,147,5,33
,"Patos, Gansos e pintadas",,123,771,152,"1,358",102,986,14,67
ABELHAS,,,,,,,,,,
,Número de colmeias povoadas,,91,"5,762",8,878,21,"5,248",12,493
,Número de cortiços povoadas,,3,17,2,... ,- ,- ,21,454
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,
