Explorações segundo a OTE e a dimensão económica (Página 1),,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 1/2
,,Algarve,Algarve,Albufeira,Alcoutim,Aljezur,Castro Marim,Faro,Lagoa,Lagos
,,expl (nº),,,,,,,,
Classes de dimensão económica (UDE),,"18,938","18,938","1,157","1,036",712,921,"1,545",492,647
,> 0 a < 2,"8,211","8,211",540,570,280,387,636,196,198
,2 a < 4,"4,211","4,211",218,235,217,226,248,120,189
,4 a < 8,"3,160","3,160",185,143,132,173,222,92,152
,8 a < 16,"1,838","1,838",117,57,53,81,197,47,78
,16 a < 40,"1,032","1,032",69,23,21,37,149,25,22
,40 a < 100,367,367,21,8,7,12,65,11,7
,> = 100,119,119,7,- ,2,5,28,1,1
OTE,,"18,971","18,971","1,163","1,037",718,923,"1,554",493,647
,Cereais e plantas olea./proteaginosas,183,183,1,3,65,1,1,1,4
,Culturas agrícolas diversas,613,613,11,11,215,3,16,25,15
,Horticultura,737,737,3,5,71,8,258,5,86
,Viticultura,288,288,21,2,41,13,3,48,18
,Fruticultura,"9,847","9,847",900,406,21,413,926,248,141
,Olivicultura,231,231,7,28,- ,8,9,1,1
,Culturas permanentes diversas,"2,515","2,515",103,240,7,248,162,81,48
,Bovinos de leite,1,1,- ,- ,- ,- ,- ,- ,- 
,Bovinos para gado/carne,122,122,1,1,27,3,2,- ,27
,Bovinos para leite/gado/carne,8,8,- ,- ,- ,2,1,- ,- 
,Ovinos/caprinos/outros herbívoros,570,570,15,86,15,46,22,13,23
,Granívoros,165,165,5,- ,8,1,6,5,4
,Policultura,"2,379","2,379",60,138,166,117,110,54,207
,Polipecuária-herbívoros,201,201,3,21,10,14,3,2,21
,Polipecuária-granívoros,121,121,1,11,2,3,3,2,6
,Agricultura geral e herbívoros,164,164,1,11,38,1,- ,1,4
,Culturas diversas e gado,793,793,25,73,26,40,23,6,42
,Não classificadas,33,33,6,1,6,2,9,1,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",

,
,













,
