"Principais características da população familiar - Mulher, página 1",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 3/6
,,,Algarve,Algarve,Albufeira,Alcoutim,Aljezur,Castro Marim,Faro,Lagoa,Lagos
,,,nº de indivíduos,,,,,,,,
Mulher,,,,,,,,,,,
População familiar,,,"23,402","23,402","1,459","1,185",848,"1,023","2,004",632,852
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,"4,699","4,699",182,388,228,373,197,100,181
,Sabe ler e escrever,,"4,524","4,524",284,162,179,155,434,102,156
,Básico - 1º ciclo,,"8,079","8,079",552,350,258,298,794,253,256
,Básico - 2º ciclo,,"1,629","1,629",90,101,70,63,125,32,72
,Básico - 3º ciclo,,"1,771","1,771",148,68,56,47,193,60,102
,Secundário agrícola,,51,51,3,2,1,1,3,1,6
,Secundário não agrícola,,"1,634","1,634",108,81,39,50,160,69,40
,Politécnico / Superior agrícola,,77,77,2,1,- ,- ,7,- ,4
,Politécnico / Superior não agrícola,,938,938,90,32,17,36,91,15,35
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,"19,554","19,554","1,077","1,090",773,935,"1,809",436,684
,Curta duração,,124,124,4,10,5,5,4,1,3
,Longa duração,,123,123,2,1,5,4,27,- ,3
,Longa e curta duração,,56,56,1,1,4,- ,14,1,1
,Completa,,128,128,5,3,1,1,10,1,10
Tempo de actividade agrícola ,,,,,,,,,,,
,Sem actividade,,"4,828","4,828",410,311,71,267,197,200,157
,Tempo parcial,,"18,437","18,437","1,045",874,775,755,"1,801",431,695
,> 0 - < 25%,,"11,669","11,669",747,718,390,599,"1,213",267,313
,25 - < 50%,,"4,014","4,014",178,122,233,112,276,112,245
,50 - < 75%,,"1,729","1,729",76,27,122,38,164,33,112
,75 - < 100%,,"1,025","1,025",44,7,30,6,148,19,25
,Tempo completo,,137,137,4,- ,2,1,6,1,- 
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,"5,095","5,095",394,227,166,198,429,155,250
,,Sector primário,457,457,5,45,9,48,19,3,7
,,Sector secundário,306,306,15,23,30,8,37,16,8
,,Sector terciário,"4,332","4,332",374,159,127,142,373,136,235
,Secundária,,144,144,2,13,15,- ,5,2,21
,,Sector primário,47,47,- ,9,6,- ,- ,- ,- 
,,Sector secundário,8,8,- ,1,3,- ,2,- ,- 
,,Sector terciário,89,89,2,3,6,- ,3,2,21
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,339,339,20,5,15,6,29,18,18
,Trabalhador por conta própria,,917,917,69,31,31,41,60,32,50
,Trabalhador por conta de outrem,,"3,904","3,904",291,204,134,148,338,101,202
,Trabalhador familiar remunerado,,47,47,12,- ,1,2,2,6,1
,Outra situação,,32,32,4,- ,- ,1,5,- ,- 
Dirigente na população familiar,,,"3,260","3,260",202,172,97,185,316,79,54
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,
