Principais características do produtor singular - Homem/Mulher (Página 3),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 7/12
,,,Vila Flor,Vila Nova de Foz Côa,Vila Real,Alto Trás os Montes,Alfândega da fé,Boticas,Bragança,Chaves,Macedo de Cavaleiros
,,,nº de indivíduos,,,,,,,,
Homem / Mulher,,,,,,,,,,,
Produtor singular,,,"1,841","2,321","3,276","38,069","1,366","1,324","4,049","5,466","3,174"
,Autónomo,,"1,755","2,025","3,106","37,598","1,311","1,305","4,030","5,410","3,162"
,Empresário,,86,296,170,471,55,19,19,56,12
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,277,414,562,"7,168",232,294,730,999,672
,Sabe ler e escrever,,235,306,647,"7,254",185,256,657,"1,202",576
,Básico - 1º ciclo,,935,"1,166","1,631","18,294",668,639,"1,997","2,688","1,503"
,Básico - 2º ciclo,,178,130,160,"2,692",91,93,331,268,195
,Básico - 3º ciclo,,61,104,115,"1,076",51,18,137,166,79
,Secundário agrícola,,5,12,2,83,5,3,10,5,7
,Secundário não agrícola,,63,46,77,581,48,9,74,80,41
,Politécnico / Superior agrícola,,10,7,9,146,11,4,15,11,16
,Politécnico / Superior não agrícola,,77,136,73,775,75,8,98,47,85
Formação profissional agrícola,,,,,,,,,,,
,Exclusivamente prática,,"1,694","2,238","3,178","36,180","1,264","1,218","3,876","5,315","3,091"
,Curta duração,,56,15,43,645,44,19,87,35,21
,Longa duração,,45,34,28,711,33,67,50,71,32
,Longa e curta duração,,31,15,16,304,9,13,11,29,7
,Completa,,15,19,11,229,16,7,25,16,23
Tempo de actividade agrícola ,,,,,,,,,,,
,Tempo parcial,,"1,785","2,252","2,833","35,921","1,344","1,271","3,973","4,986","3,172"
,,> 0 - < 25%,743,960,652,"12,720",715,178,"2,227",895,"1,567"
,,25 - < 50%,451,578,715,"9,536",459,176,887,"1,324",947
,,50 - < 75%,270,297,489,"6,287",124,185,546,"1,005",487
,,75 - < 100%,321,417,977,"7,378",46,732,313,"1,762",171
,Tempo completo,,56,69,443,"2,148",22,53,76,480,2
Actividades remuneradas exterior à exploração,,,,,,,,,,,
,Principal,,620,636,837,"8,338",369,149,884,"1,063",855
,,Sector primário,141,81,140,"1,064",79,7,41,72,166
,,Sector secundário,196,218,235,"2,446",79,68,183,337,242
,,Sector terciário,283,337,462,"4,828",211,74,660,654,447
,Secúndária,,87,47,112,803,58,16,42,91,65
,,Sector primário,55,42,78,462,45,5,20,36,53
,,Sector secundário,4,2,11,114,6,3,6,16,6
,,Sector terciário,28,3,23,227,7,8,16,39,6
Situação na profissão exterior à exploração,,,,,,,,,,,
,Patrão/empregador,,62,52,109,"1,106",41,20,96,133,107
,Trabalhador por conta própria,,94,133,137,"1,871",72,35,158,224,189
,Trabalhador por conta de outrem,,542,494,700,"6,106",312,108,666,785,621
,Trabalhador familiar remunerado,,1,1,- ,14,- ,- ,- ,- ,- 
,Outra situação,,8,3,3,44,2,2,6,12,3
Produtor singular dirigente,,,"1,721","2,047","3,017","37,091","1,329","1,311","3,980","5,276","3,101"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
