Origem do rendimento do agregado doméstico do produtor singular (Página 1),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/4
,,,Trás os Montes,Douro,Alijó,Armamar,Carrazeda de Ansiães,Freixo de Espada à Cinta,Lamego,Mesão Frio,Moimenta da  Beira
,,,expl. (nº),,,,,,,,
Total explorações com produtor singular,,,"69,108","31,039","2,878","1,257","1,895",937,"2,048",593,"1,296"
Exclusivamente da actividade da exploração,,,"8,309","2,977",236,126,250,54,187,16,247
Principalmente da actividade da exploração,,,"17,678","7,770",723,398,539,119,641,100,375
,Salários do sector primário,,"2,166","1,331",101,104,110,19,111,18,50
,,1ª opção,"1,754","1,089",76,77,89,15,93,8,46
,,2ª opção,382,222,24,25,19,4,16,10,4
,,3ª opção,30,20,1,2,2,- ,2,- ,- 
,Salários do sector secúndário,,"1,875",822,29,37,56,5,109,6,40
,,1ª opção,"1,448",620,19,32,48,4,80,5,33
,,2ª opção,395,185,8,5,6,1,28,1,7
,,3ª opção,32,17,2,- ,2,- ,1,- ,- 
,Salários do sector terciário,,"3,218","1,547",130,85,94,26,151,32,68
,,1ª opção,"2,379","1,102",84,69,68,21,100,18,61
,,2ª opção,772,405,41,15,25,5,44,12,7
,,3ª opção,67,40,5,1,1,- ,7,2,- 
,Actividade empresarial,,676,373,104,12,2,5,29,1,3
,,1ª opção,542,286,76,10,1,4,19,1,3
,,2ª opção,123,79,26,2,1,1,10,- ,- 
,,3ª opção,11,8,2,- ,- ,- ,- ,- ,- 
,Pensões rurais/reformas,,"12,138","4,967",519,234,355,77,401,75,205
,,1ª opção,"10,997","4,416",456,195,318,73,337,64,192
,,2ª opção,"1,067",505,62,35,34,4,57,11,12
,,3ª opção,74,46,1,4,3,- ,7,- ,1
,Juros e dividendos,,289,165,6,6,13,- ,3,12,41
,,1ª opção,183,89,4,1,3,- ,2,4,29
,,2ª opção,96,68,2,4,10,- ,- ,7,11
,,3ª opção,10,8,- ,1,- ,- ,1,1,1
,Remessas de emigrantes,,238,113,4,3,22,- ,7,- ,3
,,1ª opção,179,74,3,- ,9,- ,6,- ,3
,,2ª opção,56,37,- ,3,13,- ,1,- ,- 
,,3ª opção,3,2,1,- ,- ,- ,- ,- ,- 
,Outras,,272,131,10,17,3,2,6,3,9
,,1ª opção,196,94,5,14,3,2,4,- ,8
,,2ª opção,67,34,5,3,- ,- ,1,2,1
,,3ª opção,9,3,- ,- ,- ,- ,1,1,- 
Principalmente origem exterior à actividade da exploração,,,"43,121","20,292","1,919",733,"1,106",764,"1,220",477,674
,Salários do sector primário,,"4,229","2,778",295,120,171,57,128,78,49
,,1ª opção,"2,851","1,941",224,81,128,35,73,39,40
,,2ª opção,"1,226",738,68,37,40,21,45,35,7
,,3ª opção,152,99,3,2,3,1,10,4,2
,Salários do sector secúndário,,"6,720","3,389",194,94,118,56,230,117,122
,,1ª opção,"5,011","2,523",137,71,93,38,172,85,100
,,2ª opção,"1,531",765,49,21,24,11,53,28,22
,,3ª opção,178,101,8,2,1,7,5,4,- 
,Salários do sector terciário,,"13,257","6,699",638,231,277,207,464,228,229
,,1ª opção,"9,888","4,869",451,182,219,144,339,161,181
,,2ª opção,"3,139","1,684",170,43,57,62,112,59,48
,,3ª opção,230,146,17,6,1,1,13,8,- 
,Actividade empresarial,,"2,970","1,436",333,23,14,65,99,4,37
,,1ª opção,"2,381","1,092",244,18,11,55,71,3,35
,,2ª opção,520,302,83,5,3,10,20,1,2
,,3ª opção,69,42,6,- ,- ,- ,8,- ,- 
,Pensões rurais/reformas,,"26,661","11,652","1,051",442,702,540,691,246,367
,,1ª opção,"21,971","9,378",839,372,605,486,542,183,302
,,2ª opção,"4,232","2,014",186,66,88,52,133,53,60
,,3ª opção,458,260,26,4,9,2,16,10,5
,Juros e dividendos,,703,363,10,27,10,2,37,17,34
,,1ª opção,211,77,7,- ,2,2,3,- ,4
,,2ª opção,448,262,3,27,5,- ,29,13,28
,,3ª opção,44,24,- ,- ,3,- ,5,4,2
,Remessas de emigrantes,,756,435,17,4,54,- ,19,1,12
,,1ª opção,528,280,8,3,41,- ,13,- ,8
,,2ª opção,197,132,7,1,12,- ,6,1,4
,,3ª opção,31,23,2,- ,1,- ,- ,- ,- 
,Outras,,567,273,23,11,9,9,17,13,12
,,1ª opção,280,132,9,6,7,4,7,6,4
,,2ª opção,249,120,12,4,2,5,8,7,7
,,3ª opção,38,21,2,1,- ,- ,2,- ,1
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
