Principais características do Produtor Singular - Homem/Mulher (Serra da Estrela),,,,,,
,,,,,,1999
,,,,,,pág. 4/15
,,,Serra da Estrela,Fornos de Algodres,Gouveia,Seia
,,,nº de indivíduos,,,
Homem / Mulher,,,,,,
Produtor singular,,,"4,751",774,"1,530","2,447"
,Autónomo,,"4,649",751,"1,476","2,422"
,Empresário,,102,23,54,25
Nível de instrução,,,,,,
,Não sabe ler nem escrever,,693,173,193,327
,Sabe ler e escrever,,891,130,296,465
,Basico - 1º ciclo,,"2,575",392,817,"1,366"
,Basico - 2º ciclo,,220,27,77,116
,Basico - 3º ciclo,,116,14,36,66
,Secúndário agrícola,,4,1,2,1
,Secúndário não agrícola,,95,16,38,41
,Politécnico superior agrícola,,15,2,7,6
,Politécnico superior não agrícola,,142,19,64,59
Formação profissional agrícola,,,,,,
,Exclusivamente prática,,"4,610",755,"1,467","2,388"
,Curta duração,,73,7,36,30
,Longa duração,,31,8,9,14
,Longa e curta duração,,18,1,9,8
,Completa,,19,3,9,7
Tempo de actividade agrícola ,,,,,,
,Tempo parcial,,"4,456",707,"1,420","2,329"
,,> 0 - < 25%,"1,569",282,501,786
,,25 - < 50%,"1,529",239,493,797
,,50 - < 75%,645,96,225,324
,,75 - < 100%,713,90,201,422
,Tempo completo,,295,67,110,118
Actividades remuneradas exterior à exploração,,,,,,
,Principal,,"1,398",188,422,788
,,Sector primário,208,35,63,110
,,Sector secundário,584,72,149,363
,,Sector terciário,606,81,210,315
,Secúndária,,64,25,15,24
,,Sector primário,40,19,9,12
,,Sector secundário,6,1,1,4
,,Sector terciário,18,5,5,8
Situação na profissão exterior à exploração,,,,,,
,Patrão/empregador,,229,50,72,107
,Trabalhador por conta própria,,365,34,128,203
,Trabalhador por conta de outrem,,855,127,234,494
,Trabalhador familiar remunerado,,5,2,1,2
,Outra situação,,8,- ,2,6
Prod. sing. dirigente,,,"4,682",767,"1,498","2,417"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro."
