Principais Características da População Familiar - Mulher (Total e Pinhal Interior Sul),,,,,,,,,,,
,,,,,,,,,1999,,
,,,,,,,,,pág. 3/15,,
,,,BEIRA INTERIOR,Pinhal Interior Sul,Mação,Oleiros,Proença-a-Nova,Sertã,Vila de Rei,,
,,,nº de indivíduos,,,,,,,,
Mulher,,,,,,,,,,,
População familiar,,,"60,540","10,135","1,704","1,944","2,380","3,466",641,,
Nível de instrução,,,,,,,,,,,
,Não sabe ler nem escrever,,"14,397","2,744",336,566,665,"1,063",114,,
,Sabe ler e escrever,,"11,468","2,023",390,326,406,718,183,,
,Básico - 1º ciclo,,"19,851","3,147",606,658,700,964,219,,
,Básico - 2º ciclo,,"4,659",720,115,134,177,251,43,,
,Básico - 3º ciclo,,"4,046",636,76,109,202,219,30,,
,Secundário agrícola,,154,27,8,2,5,9,3,,
,Secundário não agrícola,,"3,137",507,82,89,121,178,37,,
,Politécnico / Superior agrícola,,186,25,4,2,13,5,1,,
,Politécnico / Superior não agrícola,,"2,642",306,87,58,91,59,11
Formação profissional agrícola,,,,,,,,,
,Exclusivamente prática,,"51,418","9,194","1,591","1,796","2,091","3,111",605
,Curta duração,,311,35,3,2,9,21,- 
,Longa duração,,188,7,1,1,1,4,- 
,Longa e curta duração,,109,9,- ,- ,2,7,- 
,Completa,,340,52,12,4,18,14,4
Tempo de actividade agrícola ,,,,,,,,,
,Sem actividade,,"9,583","1,052",119,211,332,339,51
,Tempo parcial,,"48,994","8,984","1,574","1,698","2,027","3,097",588
,,> 0 - < 25%,"23,096","4,056",760,532,"1,081","1,460",223
,,25 - < 50%,"12,096","2,647",488,692,502,731,234
,,50 - < 75%,"7,916","1,598",258,311,194,717,118
,,75 - < 100%,"5,886",683,68,163,250,189,13
,Tempo completo,,"1,963",99,11,35,21,30,2
Actividades remuneradas exterior à exploração,,,,,,,,,
,Principal,,"10,983","1,496",237,235,403,550,71
,,Sector primário,767,112,5,10,18,77,2
,,Sector secundário,"2,541",231,40,51,61,69,10
,,Sector terciário,"7,675","1,153",192,174,324,404,59
,Secundária,,293,24,5,- ,3,9,7
,,Sector primário,121,13,- ,- ,3,8,2
,,Sector secundário,26,- ,- ,- ,- ,- ,- 
,,Sector terciário,146,11,5,- ,- ,1,5
Situação na profissão exterior à exploração,,,,,,,,,
,Patrão/empregador,,468,60,6,11,18,23,2
,Trabalhador por conta própria,,"1,421",235,40,46,46,85,18
,Trabalhador por conta de outrem,,"8,760","1,173",186,177,333,430,47
,Trabalhador familiar remunerado,,85,33,6,- ,1,16,10
,Outra situação,,542,19,4,1,8,5,1
Dirigente na população familiar,,,"10,276","1,565",260,309,343,552,101
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
