Mão-de-obra agrícola não familiar permanente segundo o tempo de actividade (Alentejo Central),,,,,,,,,
,,,,,,,,,Pág 3/7
,,,Marvão,Monforte,Mora,Nisa,Ponte Sôr,Portalegre,Alentejo Central
Tempo de actividade agrícola dos trabalhadores permanentes,,,   21 ,   223 ,   222 ,   64 ,   382 ,   202 ,  5 082 
,Tempo parcial,,   18 ,   41 ,   26 ,   34 ,   74 ,   50 ,   979 
,,> 0 - < 25%,   3 ,   9 ,   6 ,   3 ,   24 ,   15 ,   278 
,,25 - < 50%,   5 ,   9 ,   8 ,   4 ,   32 ,   18 ,   227 
,,50 - < 75%,   2 ,   8 ,   6 ,   6 ,   9 ,   10 ,   261 
,,75 - < 100%,   8 ,   15 ,   6 ,   21 ,   9 ,   7 ,   213 
,Tempo completo,,   3 ,   182 ,   196 ,   30 ,   308 ,   152 ,  4 103 
Homem,,,   19 ,   195 ,   198 ,   58 ,   323 ,   159 ,  3 996 
,Tempo parcial,,   16 ,   33 ,   23 ,   33 ,   61 ,   41 ,   672 
,,> 0 - < 25%,   3 ,   8 ,   6 ,   3 ,   20 ,   12 ,   226 
,,25 - < 50%,   3 ,   5 ,   5 ,   4 ,   24 ,   14 ,   169 
,,50 - < 75%,   2 ,   5 ,   6 ,   5 ,   9 ,   9 ,   139 
,,75 - < 100%,   8 ,   15 ,   6 ,   21 ,   8 ,   6 ,   138 
,Tempo completo,,   3 ,   162 ,   175 ,   25 ,   262 ,   118 ,  3 324 
Mulher,,,   2 ,   28 ,   24 ,   6 ,   59 ,   43 ,  1 086 
,Tempo parcial,,   2 ,   8 ,   3 ,   1 ,   13 ,   9 ,   307 
,,> 0 - < 25%,- ,   1 ,- ,- ,   4 ,   3 ,   52 
,,25 - < 50%,   2 ,   4 ,   3 ,- ,   8 ,   4 ,   58 
,,50 - < 75%,- ,   3 ,- ,   1 ,- ,   1 ,   122 
,,75 - < 100%,- ,- ,- ,- ,   1 ,   1 ,   75 
,Tempo completo,,- ,   20 ,   21 ,   5 ,   46 ,   34 ,   779 
Tempo de actividade agrícola dos dirigentes assalariados,,,   8 ,   31 ,   23 ,   7 ,   39 ,   35 ,   551 
,Tempo parcial,,   8 ,   24 ,   13 ,   6 ,   21 ,   25 ,   383 
,,> 0 - < 25%,   2 ,   9 ,   5 ,   2 ,   10 ,   11 ,   161 
,,25 - < 50%,   3 ,   5 ,   5 ,   1 ,   7 ,   10 ,   96 
,,50 - < 75%,   2 ,   2 ,   3 ,   2 ,   1 ,   2 ,   69 
,,75 - < 100%,   1 ,   8 ,- ,   1 ,   3 ,   2 ,   57 
,Tempo completo,,- ,   7 ,   10 ,   1 ,   18 ,   10 ,   168 
Homem,,,   8 ,   26 ,   21 ,   7 ,   35 ,   33 ,   494 
,Tempo parcial,,   8 ,   22 ,   13 ,   6 ,   18 ,   23 ,   338 
,,> 0 - < 25%,   2 ,   8 ,   5 ,   2 ,   8 ,   9 ,   138 
,,25 - < 50%,   3 ,   5 ,   5 ,   1 ,   6 ,   10 ,   89 
,,50 - < 75%,   2 ,   1 ,   3 ,   2 ,   1 ,   2 ,   58 
,,75 - < 100%,   1 ,   8 ,- ,   1 ,   3 ,   2 ,   53 
,Tempo completo,,- ,   4 ,   8 ,   1 ,   17 ,   10 ,   156 
