Origem do rendimento do agregado doméstico do produtor singular (Alto Alentejo - Gavião),,,,,,,,,
,,,,,,,,,Pág 2/7
,,,Avis,Campo Maior,Castelo de Vide,Crato,Elvas,Fronteira,Gavião
Total explorações com produtor singular,,,   437 ,   651 ,   298 ,   450 ,   767 ,   234 ,   958 
Exclusivamente da actividade da exploração,,,   48 ,   51 ,   24 ,   37 ,   93 ,   28 ,   9 
Principalmente da actividade da exploração,,,   102 ,   215 ,   46 ,   94 ,   199 ,   76 ,   24 
,Salários do sector primário,,   13 ,   12 ,   2 ,   5 ,   34 ,   14 ,   5 
,,1ª opção,   11 ,   11 ,   2 ,   4 ,   25 ,   11 ,   5 
,,2ª opção,   2 ,   1 ,- ,   1 ,   8 ,   3 ,- 
,,3ª opção,- ,- ,- ,- ,   1 ,- ,- 
,Salários do sector secúndário,,   6 ,   26 ,   4 ,   12 ,   15 ,   3 ,   1 
,,1ª opção,   5 ,   23 ,   4 ,   8 ,   12 ,   2 ,   1 
,,2ª opção,   1 ,   2 ,- ,   4 ,   3 ,   1 ,- 
,,3ª opção,- ,   1 ,- ,- ,- ,- ,- 
,Salários do sector terciário,,   31 ,   55 ,   16 ,   29 ,   78 ,   18 ,   7 
,,1ª opção,   22 ,   45 ,   11 ,   25 ,   68 ,   17 ,   6 
,,2ª opção,   9 ,   10 ,   5 ,   4 ,   10 ,   1 ,   1 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Actividade empresarial,,   15 ,   8 ,   8 ,   2 ,   10 ,   11 ,   1 
,,1ª opção,   13 ,   7 ,   8 ,   2 ,   8 ,   11 ,   1 
,,2ª opção,   2 ,   1 ,- ,- ,   2 ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Pensões rurais/reformas,,   57 ,   143 ,   29 ,   58 ,   93 ,   40 ,   14 
,,1ª opção,   49 ,   129 ,   21 ,   55 ,   85 ,   34 ,   11 
,,2ª opção,   7 ,   13 ,   8 ,   3 ,   8 ,   6 ,   3 
,,3ª opção,   1 ,   1 ,- ,- ,- ,- ,- 
,Juros e dividendos,,   2 ,- ,- ,- ,- ,- ,- 
,,1ª opção,- ,- ,- ,- ,- ,- ,- 
,,2ª opção,   1 ,- ,- ,- ,- ,- ,- 
,,3ª opção,   1 ,- ,- ,- ,- ,- ,- 
,Remessas de emigrantes,,- ,- ,- ,- ,- ,   1 ,- 
,,1ª opção,- ,- ,- ,- ,- ,   1 ,- 
,,2ª opção,- ,- ,- ,- ,- ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Outras,,   5 ,   1 ,- ,   1 ,   1 ,- ,- 
,,1ª opção,   2 ,- ,- ,- ,   1 ,- ,- 
,,2ª opção,   3 ,   1 ,- ,   1 ,- ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
Principalmente origem exterior à actividade da exploração,,,   287 ,   385 ,   228 ,   319 ,   475 ,   130 ,   925 
,Salários do sector primário,,   29 ,   33 ,   4 ,   13 ,   49 ,   23 ,   43 
,,1ª opção,   26 ,   31 ,   4 ,   10 ,   30 ,   21 ,   30 
,,2ª opção,   3 ,- ,- ,   3 ,   18 ,   2 ,   11 
,,3ª opção,- ,   2 ,- ,- ,   1 ,- ,   2 
,Salários do sector secúndário,,   27 ,   120 ,   21 ,   44 ,   33 ,   9 ,   82 
,,1ª opção,   20 ,   90 ,   12 ,   39 ,   21 ,   3 ,   65 
,,2ª opção,   7 ,   30 ,   9 ,   4 ,   10 ,   6 ,   17 
,,3ª opção,- ,- ,- ,   1 ,   2 ,- ,- 
,Salários do sector terciário,,   86 ,   160 ,   88 ,   83 ,   202 ,   44 ,   237 
,,1ª opção,   59 ,   122 ,   68 ,   64 ,   161 ,   29 ,   177 
,,2ª opção,   25 ,   37 ,   19 ,   19 ,   40 ,   15 ,   58 
,,3ª opção,   2 ,   1 ,   1 ,- ,   1 ,- ,   2 
